season_id,faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamId,ties,wins,winsInRegulation,winsInShootout
20132014,0.482564,82,252,3.07317,222,2.70731,36,8,0.809701,0.783583,0.51219,84,0.150793,0.198412,29,20132014,35.91463,27.92682,10,,38,24,9
20132014,0.493394,99,247,2.49494,260,2.62626,35,8,0.867647,0.844118,0.60606,120,0.147058,0.17647,50,20132014,30.93939,28.56565,8,,56,40,6
20132014,0.530679,82,233,2.84146,214,2.60975,32,12,0.810924,0.802522,0.53658,88,0.192468,0.192468,36,20132014,28.90243,29.04878,18,,38,33,2
20132014,0.49209,89,238,2.67415,265,2.97752,26,8,0.829629,0.811112,0.66292,118,0.184115,0.191335,50,20132014,32.70786,29.14606,21,,55,38,5
20132014,0.484101,82,229,2.79268,225,2.7439,30,14,0.838028,0.820423,0.54878,90,0.199312,0.233676,28,20132014,33.53658,29.41463,15,,38,24,10
20132014,0.493463,86,225,2.61627,242,2.81395,31,9,0.848056,0.809188,0.5872,101,0.155234,0.187725,38,20132014,29.47674,29.65116,14,,46,32,8
20132014,0.514339,88,208,2.36363,253,2.875,27,7,0.875399,0.856231,0.6534,115,0.166666,0.185897,45,20132014,26.69318,29.73863,19,,54,40,9
20132014,0.515547,88,235,2.67045,244,2.77272,36,7,0.857605,0.818771,0.55113,97,0.166123,0.198697,40,20132014,31.17045,29.85227,29,,45,35,5
20132014,0.48266,82,262,3.19512,188,2.29268,45,8,0.790076,0.759542,0.40243,66,0.078066,0.100371,21,20132014,31.10975,29.89024,13,,29,21,8
20132014,0.505208,87,235,2.70114,223,2.56321,32,15,0.829581,0.819936,0.54597,95,0.155629,0.172185,35,20132014,29.44827,29.97701,17,,40,31,5
20132014,0.501011,89,246,2.76404,249,2.79775,34,10,0.875362,0.852174,0.56179,100,0.168253,0.203174,42,20132014,30.66292,29.98876,4,,45,38,3
20132014,0.511669,95,237,2.49473,277,2.91578,30,7,0.866449,0.843649,0.64736,123,0.19266,0.220183,51,20132014,28.82105,30.43157,5,,58,47,7
20132014,0.519772,82,224,2.7317,210,2.56097,30,15,0.80147,0.790442,0.54268,89,0.180851,0.198581,31,20132014,30.9878,30.4756,27,,37,28,6
20132014,0.468865,82,231,2.81707,219,2.67073,35,10,0.848797,0.831616,0.51219,84,0.131274,0.15444,29,20132014,30.14634,30.68292,52,,37,24,8
20132014,0.488168,95,240,2.52631,298,3.13684,26,8,0.860681,0.826626,0.68421,130,0.144615,0.172307,58,20132014,28.83157,30.70526,24,,61,50,3
20132014,0.513683,82,216,2.63414,191,2.32926,35,11,0.854014,0.832117,0.50609,83,0.136186,0.15175,31,20132014,28.37804,30.81707,23,,36,25,5
20132014,0.471813,82,261,3.18292,216,2.63414,37,11,0.81132,0.781133,0.4817,79,0.152173,0.177536,25,20132014,30.04878,30.93902,2,,34,21,9
20132014,0.525981,82,226,2.75609,205,2.5,35,11,0.86307,0.817428,0.50609,83,0.117437,0.145907,34,20132014,30.93902,31.2317,12,,36,30,2
20132014,0.50207,88,243,2.76136,249,2.82954,35,11,0.83737,0.806229,0.53977,95,0.134796,0.153605,38,20132014,30.2159,31.54545,25,,42,36,4
20132014,0.527932,108,238,2.2037,286,2.64814,38,8,0.844221,0.831659,0.61111,132,0.146341,0.170731,54,20132014,27.13888,31.79629,26,,62,45,8
20132014,0.518326,94,197,2.09574,288,3.06382,24,9,0.857142,0.827923,0.6968,131,0.200757,0.223484,58,20132014,29.0851,32.01063,6,,61,52,3
20132014,0.514969,101,267,2.64356,319,3.15841,29,15,0.853035,0.821087,0.63861,129,0.178343,0.197452,51,20132014,27.94059,32.13861,16,,57,46,6
20132014,0.484594,107,250,2.33644,278,2.59813,43,6,0.894904,0.853504,0.57009,122,0.141689,0.166212,54,20132014,29.58878,32.26168,3,,58,50,4
20132014,0.51243,82,258,3.14634,229,2.79268,31,14,0.825,0.809375,0.53658,88,0.147601,0.184501,30,20132014,34.7439,32.82926,9,,37,27,7
20132014,0.525348,89,219,2.46067,261,2.93258,26,9,0.872427,0.839507,0.6573,117,0.148606,0.167182,44,20132014,28.13483,34.82022,28,,54,39,10
20122013,0.497299,48,133,2.77083,109,2.27083,23,9,0.762589,0.755396,0.42708,41,0.142857,0.171428,14,20122013,27.8125,25.91666,18,,16,11,2
20122013,0.471652,48,141,2.9375,128,2.66666,22,4,0.821229,0.810056,0.5,48,0.152046,0.16959,20,20122013,31.02083,26.27083,25,,22,18,2
20122013,0.519985,48,115,2.39583,115,2.39583,17,7,0.847222,0.826389,0.57291,55,0.129032,0.141935,19,20122013,29.91666,26.72916,29,,24,14,5
20122013,0.46123,48,131,2.72916,123,2.5625,22,7,0.857142,0.834286,0.46875,45,0.195266,0.201183,17,20122013,32.75,26.77083,22,,19,15,2
20122013,0.466422,48,157,3.27083,128,2.66666,25,4,0.854304,0.81457,0.4375,42,0.187096,0.2,19,20122013,29.41666,26.9375,20,,19,17,0
20122013,0.486961,55,150,2.72727,163,2.96363,21,5,0.887005,0.875707,0.57272,63,0.165775,0.192513,29,20122013,33.12727,27.23636,10,,29,27,0
20122013,0.511596,48,147,3.0625,147,3.0625,26,4,0.806451,0.806452,0.41666,40,0.165644,0.190184,17,20122013,30.22916,27.5625,14,,18,16,1
20122013,0.462387,48,139,2.89583,118,2.45833,21,6,0.83146,0.792135,0.5,48,0.098159,0.141104,14,20122013,33.45833,27.89583,7,,21,13,7
20122013,0.509699,54,126,2.33333,134,2.48148,21,2,0.872727,0.848485,0.59259,64,0.156626,0.186746,26,20122013,24.25925,28.01851,19,,31,21,5
20122013,0.481827,48,122,2.54166,110,2.29166,19,10,0.875739,0.810651,0.5,48,0.119318,0.153409,17,20122013,23.125,28.375,1,,19,16,2
20122013,0.472565,52,130,2.5,130,2.5,19,7,0.834196,0.823835,0.5673,59,0.142857,0.16,21,20122013,29.51923,28.38461,23,,26,20,5
20122013,0.476247,55,133,2.41818,155,2.81818,16,6,0.839572,0.807487,0.65454,72,0.1875,0.225,27,20122013,28.32727,28.58181,24,,33,25,6
20122013,0.509271,66,148,2.24242,168,2.54545,25,5,0.857798,0.844037,0.58333,77,0.183486,0.19266,34,20122013,26.13636,28.65151,26,,36,32,2
20122013,0.50777,55,146,2.65454,158,2.87272,22,3,0.816753,0.801048,0.57272,63,0.238888,0.261111,27,20122013,31.92727,28.65454,15,,30,21,3
20122013,0.522068,53,142,2.67924,125,2.35849,23,3,0.817567,0.810811,0.53773,57,0.154761,0.160714,23,20122013,27.69811,28.69811,30,,27,19,4
20122013,0.489439,48,141,2.9375,126,2.625,21,3,0.804347,0.797102,0.53125,51,0.117241,0.137931,22,20122013,29.66666,28.9375,52,,24,18,2
20122013,0.485349,48,139,2.89583,132,2.75,22,3,0.869565,0.858696,0.51041,49,0.19883,0.216374,22,20122013,28.5625,29.04166,4,,23,20,1
20122013,0.493563,48,170,3.54166,109,2.27083,27,6,0.768211,0.741722,0.375,36,0.197183,0.204225,12,20122013,31.33333,29.16666,13,,15,11,3
20122013,0.51075,48,150,3.125,114,2.375,25,7,0.819672,0.803279,0.40625,39,0.128571,0.15,14,20122013,31.41666,29.47916,21,,16,11,2
20122013,0.513416,62,147,2.37096,155,2.5,23,8,0.826291,0.807512,0.56451,70,0.149572,0.175213,29,20122013,28.79032,30.06451,17,,31,24,2
20122013,0.496038,60,136,2.26666,152,2.53333,25,4,0.829545,0.801137,0.55,66,0.121827,0.142131,27,20122013,29.41666,30.75,3,,31,22,4
20122013,0.510214,63,159,2.5238,211,3.3492,19,0,0.844748,0.826485,0.69841,88,0.212121,0.238095,41,20122013,30.04761,30.7619,5,,44,37,3
20122013,0.520182,48,125,2.60416,121,2.52083,18,9,0.81065,0.798817,0.53125,51,0.136094,0.147928,17,20122013,30.5625,30.875,27,,21,16,4
20122013,0.4994,53,144,2.71698,155,2.92452,18,5,0.792929,0.79293,0.6132,65,0.189189,0.202702,27,20122013,27.30188,31.09433,8,,30,25,3
20122013,0.496635,54,161,2.98148,152,2.81481,21,7,0.80368,0.785277,0.54629,59,0.1875,0.1875,22,20122013,28.12962,31.14814,2,,26,20,4
20122013,0.538461,59,134,2.27118,141,2.38983,20,7,0.853107,0.836159,0.60169,71,0.187214,0.205479,24,20122013,28.62711,31.81355,28,,32,21,8
20122013,0.493898,71,145,2.04225,213,3.0,14,5,0.91705,0.884793,0.7676,109,0.122727,0.15,46,20122013,27.23943,32.12676,16,,52,36,6
20122013,0.502004,48,159,3.3125,127,2.64583,25,4,0.801242,0.782609,0.4375,42,0.121212,0.145454,18,20122013,32.20833,32.1875,12,,19,17,1
20122013,0.492152,58,131,2.25862,143,2.46551,22,6,0.886255,0.86256,0.56896,66,0.149253,0.164179,26,20122013,32.39655,33.01724,9,,30,22,4
20122013,0.560111,70,153,2.18571,192,2.74285,22,6,0.901709,0.876069,0.64285,90,0.135135,0.156756,38,20122013,30.5,33.41428,6,,42,32,4
20112012,0.512281,82,217,2.64634,166,2.02439,36,11,0.838596,0.821053,0.4939,81,0.135658,0.151162,24,20112012,31.35365,26.51219,30,,35,22,11
20112012,0.477148,82,232,2.82926,207,2.52439,40,10,0.841216,0.824325,0.45121,74,0.175572,0.206106,27,20112012,30.70731,26.65853,22,,32,25,5
20112012,0.485861,82,278,3.39024,232,2.82926,36,8,0.799295,0.792254,0.51219,84,0.107806,0.152416,35,20112012,30.5,27.15853,14,,38,25,3
20112012,0.461698,82,217,2.64634,199,2.42682,29,16,0.854477,0.843284,0.54878,90,0.153846,0.176923,34,20112012,30.82926,27.53658,20,,37,32,3
20112012,0.490021,92,226,2.45652,254,2.76086,31,8,0.85663,0.83871,0.61956,114,0.189003,0.202749,48,20112012,30.6413,27.56521,18,,53,45,5
20112012,0.471029,106,263,2.48113,275,2.59433,38,6,0.903225,0.856305,0.6132,130,0.125,0.167613,50,20112012,26.84905,27.67924,1,,62,42,12
20112012,0.501056,96,256,2.66666,247,2.57291,39,8,0.834394,0.824841,0.55208,106,0.133802,0.169014,45,20112012,30.5625,27.92708,15,,49,36,4
20112012,0.474008,82,224,2.7317,201,2.45121,36,12,0.833922,0.819788,0.4878,80,0.147601,0.166051,31,20112012,28.86585,27.93902,24,,34,29,3
20112012,0.491142,82,218,2.65853,204,2.4878,35,5,0.844884,0.828383,0.54268,89,0.12295,0.135245,35,20112012,30.81707,28.2317,25,,42,31,7
20112012,0.516528,82,259,3.15853,227,2.76829,37,10,0.793388,0.772728,0.4878,80,0.161048,0.18352,31,20112012,30.82926,28.31707,10,,35,26,4
20112012,0.482591,82,214,2.60975,207,2.52439,35,16,0.91746,0.885715,0.4756,78,0.116279,0.142857,26,20112012,29.65853,28.53658,8,,31,24,5
20112012,0.496192,102,223,2.18627,265,2.59803,34,7,0.881458,0.857143,0.63235,129,0.150141,0.161473,57,20112012,27.82352,28.66666,3,,61,47,4
20112012,0.503795,98,229,2.33673,247,2.5204,34,13,0.88535,0.866243,0.58673,115,0.112956,0.136212,45,20112012,32.61224,29.14285,27,,51,38,6
20112012,0.495248,82,223,2.71951,211,2.57317,32,11,0.836575,0.817121,0.54268,89,0.14341,0.170542,32,20112012,31.35365,29.2317,7,,39,27,7
20112012,0.480043,82,251,3.06097,196,2.39024,37,11,0.822033,0.805085,0.4817,79,0.164609,0.185185,27,20112012,30.10975,29.39024,2,,34,24,7
20112012,0.508842,89,234,2.62921,214,2.40449,30,18,0.814393,0.795455,0.56179,100,0.178913,0.198083,35,20112012,30.65168,29.52808,13,,41,34,6
20112012,0.508867,82,257,3.13414,198,2.41463,46,7,0.79197,0.766424,0.39634,65,0.129337,0.154574,25,20112012,30.93902,29.92682,29,,29,23,4
20112012,0.49034,82,242,2.95121,221,2.69512,35,10,0.811643,0.80137,0.51219,84,0.14741,0.179282,33,20112012,30.12195,30.13414,52,,37,27,4
20112012,0.50546,91,178,1.95604,226,2.48351,27,11,0.8875,0.865625,0.64285,117,0.150819,0.167213,49,20112012,26.64835,30.3956,19,,53,46,4
20112012,0.507204,82,237,2.89024,212,2.58536,33,16,0.853174,0.805556,0.5,82,0.153061,0.166666,32,20112012,32.35365,30.45121,12,,33,29,1
20112012,0.511288,102,200,1.96078,245,2.40196,31,15,0.918699,0.880759,0.62254,127,0.154046,0.159268,50,20112012,27.32352,30.58823,26,,56,43,6
20112012,0.504623,89,250,2.80898,256,2.8764,35,10,0.845029,0.818714,0.55056,98,0.155405,0.179054,38,20112012,31.85393,31.37078,9,,44,31,6
20112012,0.516288,82,218,2.65853,199,2.42682,35,6,0.848375,0.830325,0.53658,88,0.165919,0.183856,32,20112012,29.58536,31.5,21,,41,25,9
20112012,0.485435,93,269,2.89247,301,3.23655,32,9,0.833333,0.806011,0.60752,113,0.188328,0.214854,48,20112012,28.76344,31.6129,4,,52,40,4
20112012,0.521301,87,203,2.33333,249,2.86206,26,9,0.884615,0.86218,0.64942,113,0.174757,0.194174,44,20112012,30.94252,31.66666,23,,52,37,8
20112012,0.504614,88,248,2.81818,253,2.875,30,11,0.809523,0.781747,0.59659,105,0.135135,0.14527,40,20112012,28.43181,32.0909,16,,47,34,7
20112012,0.514784,87,213,2.44827,248,2.85057,32,6,0.831081,0.824325,0.5977,104,0.127725,0.161993,40,20112012,26.75862,32.16091,17,,49,37,9
20112012,0.540097,89,215,2.41573,275,3.08988,33,4,0.863799,0.835126,0.60674,108,0.161172,0.164835,43,20112012,29.7528,32.5955,6,,52,39,9
20112012,0.530326,87,219,2.51724,227,2.60919,33,10,0.773662,0.761317,0.56321,98,0.191637,0.205574,35,20112012,28.66666,33.52873,28,,44,31,9
20112012,0.505422,88,248,2.81818,299,3.39772,29,6,0.883959,0.846417,0.63636,112,0.166666,0.207547,44,20112012,27.40909,33.63636,5,,53,42,9
20102011,0.507481,82,228,2.78048,203,2.4756,35,8,0.850649,0.827923,0.52439,86,0.157534,0.181506,36,20102011,32.01219,26.19512,30,,39,31,3
20102011,0.441552,82,260,3.17073,191,2.32926,45,12,0.794392,0.769471,0.37804,62,0.138157,0.144736,23,20102011,31.67073,26.68292,22,,25,21,2
20102011,0.499581,82,226,2.75609,222,2.70731,29,11,0.837545,0.801445,0.57926,95,0.130718,0.179738,37,20102011,30.53658,27.67073,25,,42,32,5
20102011,0.475761,88,255,2.89772,255,2.89772,34,5,0.834337,0.810241,0.58522,103,0.221498,0.244299,45,20102011,32.25,28.375,24,,49,36,4
20102011,0.511823,82,207,2.52439,171,2.08536,39,5,0.846473,0.834025,0.4939,81,0.109704,0.143459,35,20102011,26.2439,28.58536,1,,38,28,3
20102011,0.506177,88,216,2.45454,229,2.60227,34,6,0.872909,0.859532,0.57954,102,0.145569,0.164556,38,20102011,28.60227,28.77272,26,,48,37,10
20102011,0.504575,82,245,2.9878,213,2.59756,34,11,0.792727,0.774546,0.51829,85,0.134969,0.159509,32,20102011,30.9756,28.78048,10,,37,30,5
20102011,0.500818,94,224,2.38297,246,2.61702,33,11,0.852564,0.830129,0.59042,111,0.138801,0.151419,44,20102011,30.46808,28.89361,18,,50,40,6
20102011,0.508425,82,245,2.9878,190,2.31707,40,10,0.857142,0.836735,0.45121,74,0.159533,0.175097,30,20102011,31.20731,29.03658,9,,32,28,2
20102011,0.506339,82,287,3.5,221,2.69512,44,8,0.786624,0.761147,0.41463,68,0.143396,0.184905,24,20102011,31.81707,29.19512,21,,30,18,6
20102011,0.501439,82,258,3.14634,225,2.7439,39,13,0.880645,0.832259,0.44512,73,0.149006,0.172185,26,20102011,31.95121,29.36585,2,,30,19,4
20102011,0.478436,87,208,2.3908,232,2.66666,37,5,0.875457,0.835165,0.54597,95,0.145161,0.16129,36,20102011,29.49425,29.89655,3,,45,33,9
20102011,0.47309,82,228,2.78048,236,2.87804,33,11,0.842293,0.817205,0.53048,87,0.182795,0.186379,34,20102011,27.7317,30.18292,19,,38,31,4
20102011,0.512859,86,238,2.76744,236,2.74418,30,13,0.797427,0.781351,0.57558,99,0.149837,0.169381,38,20102011,32.7093,30.27906,27,,43,36,5
20102011,0.519292,82,222,2.70731,191,2.32926,40,12,0.861423,0.846442,0.43902,72,0.112359,0.131086,26,20102011,31.81707,30.40243,13,,30,20,4
20102011,0.481458,82,230,2.80487,241,2.93902,29,12,0.836879,0.812057,0.57317,94,0.166666,0.194968,32,20102011,28.51219,30.5,20,,41,30,9
20102011,0.511865,82,250,3.04878,210,2.56097,35,13,0.821656,0.802548,0.4939,81,0.10299,0.139534,29,20102011,29.84146,30.56097,29,,34,24,5
20102011,0.446163,82,234,2.85365,231,2.81707,31,11,0.838235,0.8125,0.55487,91,0.141618,0.158959,35,20102011,33.2317,30.69512,12,,40,29,5
20102011,0.502117,100,279,2.79,300,3.0,32,11,0.860526,0.855264,0.625,125,0.171215,0.213399,51,20102011,29.45,31.26,14,,57,42,6
20102011,0.515802,91,215,2.36263,242,2.65934,28,11,0.878338,0.857567,0.63186,115,0.154362,0.17114,47,20102011,28.97802,31.37362,15,,52,36,5
20102011,0.487347,82,262,3.19512,218,2.65853,36,12,0.796491,0.775439,0.4878,80,0.148788,0.183391,29,20102011,32.17073,31.4756,11,,34,19,5
20102011,0.488178,89,223,2.50561,230,2.58426,34,8,0.870689,0.853449,0.57303,102,0.17981,0.198738,44,20102011,31.24719,31.80898,8,,47,39,3
20102011,0.492597,89,218,2.44943,242,2.7191,29,8,0.886039,0.849003,0.62921,112,0.124277,0.144508,42,20102011,28.44943,31.89887,5,,52,36,10
20102011,0.508975,89,236,2.65168,274,3.07865,33,9,0.816849,0.791209,0.57865,103,0.215686,0.228758,41,20102011,28.89887,32.05617,16,,47,36,6
20102011,0.536066,107,249,2.3271,316,2.95327,29,9,0.861313,0.844283,0.68691,147,0.213367,0.233933,65,20102011,30.50467,32.07476,23,,69,57,4
20102011,0.498759,93,254,2.73118,285,3.06451,30,12,0.861111,0.825,0.6129,114,0.148255,0.16279,48,20102011,30.23655,32.31182,4,,51,44,3
20102011,0.481188,89,250,2.80898,258,2.89887,33,10,0.838805,0.832836,0.57303,102,0.154838,0.196774,41,20102011,31.06741,32.60674,7,,46,30,5
20102011,0.519092,107,242,2.26168,325,3.03738,34,11,0.872576,0.831025,0.63084,135,0.133144,0.150141,60,20102011,33.01869,32.6542,6,,62,55,2
20102011,0.516418,93,265,2.84946,293,3.15053,29,10,0.829479,0.815029,0.6344,118,0.197674,0.218023,50,20102011,30.94623,33.80645,17,,54,41,4
20102011,0.536127,100,266,2.66,294,2.94,34,9,0.805714,0.788572,0.615,123,0.207182,0.226519,52,20102011,29.38,34.96,28,,57,42,5
20092010,0.522118,82,239,2.91463,214,2.60975,36,8,0.839869,0.826798,0.51219,84,0.148867,0.190938,33,20092010,29.45121,27.63414,30,,38,28,5
20092010,0.47618,88,247,2.80681,248,2.81818,34,9,0.826747,0.802432,0.5625,99,0.150769,0.178461,38,20092010,32.65909,27.68181,21,,45,35,7
20092010,0.492013,101,275,2.72277,256,2.53465,43,10,0.845569,0.832912,0.52475,106,0.173652,0.206586,41,20092010,32.42574,28.24752,8,,48,32,7
20092010,0.463972,82,278,3.39024,206,2.51219,47,8,0.8,0.780328,0.37804,62,0.156146,0.172757,19,20092010,33.12195,28.30487,22,,27,18,8
20092010,0.498711,82,234,2.85365,202,2.46341,37,13,0.818815,0.794426,0.46951,77,0.116504,0.142394,26,20092010,34.14634,28.42682,13,,32,24,6
20092010,0.509872,82,249,3.03658,214,2.60975,35,15,0.835329,0.817366,0.4817,79,0.152597,0.181818,30,20092010,30.65853,28.51219,29,,32,27,2
20092010,0.479939,82,203,2.4756,201,2.45121,32,10,0.84918,0.822951,0.54878,90,0.152985,0.160447,37,20092010,28.92682,28.65853,20,,40,35,3
20092010,0.515407,82,253,3.08536,213,2.59756,36,12,0.806547,0.800596,0.4878,80,0.174846,0.193251,30,20092010,31.40243,28.86585,14,,34,25,4
20092010,0.501634,88,236,2.68181,249,2.82954,31,9,0.810975,0.798781,0.59659,105,0.204204,0.222222,38,20092010,27.80681,29.03409,26,,48,33,10
20092010,0.481412,82,251,3.06097,226,2.75609,37,10,0.828125,0.80625,0.4878,80,0.144578,0.168674,31,20092010,31.39024,29.29268,12,,35,26,4
20092010,0.508513,82,250,3.04878,230,2.80487,34,13,0.85,0.821875,0.50609,83,0.148734,0.161392,31,20092010,33.12195,29.37804,11,,35,29,4
20092010,0.491749,82,214,2.60975,219,2.67073,33,11,0.85849,0.842768,0.53048,87,0.159468,0.182724,35,20092010,29.87804,29.57317,3,,38,34,3
20092010,0.495723,88,257,2.92045,239,2.7159,36,6,0.852601,0.835261,0.55681,98,0.163461,0.179487,41,20092010,29.0909,29.64772,9,,46,35,5
20092010,0.494924,87,201,2.31034,225,2.5862,31,7,0.847014,0.817165,0.60344,105,0.163934,0.180327,43,20092010,26.88505,29.81609,1,,49,41,6
20092010,0.488372,82,218,2.65853,218,2.65853,32,10,0.888888,0.868422,0.54878,90,0.149837,0.169381,33,20092010,30.15853,29.81707,19,,40,30,7
20092010,0.480659,82,243,2.96341,233,2.84146,32,11,0.817901,0.79321,0.54268,89,0.18,0.21,34,20092010,33.37804,30.14634,24,,39,31,5
20092010,0.490479,88,238,2.70454,232,2.63636,33,6,0.797153,0.775801,0.5909,104,0.13099,0.153354,41,20092010,29.27272,30.38636,18,,49,35,8
20092010,0.482398,82,258,3.14634,214,2.60975,37,11,0.786666,0.763334,0.4817,79,0.150326,0.16013,26,20092010,31.93902,30.40243,2,,34,20,8
20092010,0.498101,89,222,2.49438,229,2.57303,29,7,0.849002,0.837607,0.63483,113,0.129682,0.149855,39,20092010,30.1573,30.5955,27,,53,34,14
20092010,0.517354,94,259,2.75531,311,3.30851,34,5,0.820855,0.796792,0.6117,115,0.189333,0.210666,51,20092010,29.68085,30.76595,23,,55,46,4
20092010,0.481271,82,244,2.9756,230,2.80487,31,14,0.805555,0.774306,0.53658,88,0.161585,0.185975,30,20092010,31.20731,30.78048,25,,37,28,7
20092010,0.495678,105,283,2.69523,308,2.93333,44,6,0.851162,0.834884,0.55238,116,0.191943,0.215639,51,20092010,28.74285,30.80952,4,,55,46,4
20092010,0.483774,88,217,2.4659,246,2.79545,31,10,0.869281,0.85621,0.5909,104,0.156626,0.165662,43,20092010,31.56818,31.61363,7,,47,37,4
20092010,0.528674,95,228,2.4,232,2.4421,36,13,0.888198,0.869566,0.55263,105,0.164516,0.177419,36,20092010,30.05263,31.71578,6,,46,30,10
20092010,0.551203,97,250,2.57731,298,3.07216,27,11,0.86968,0.845745,0.66494,129,0.18421,0.207894,52,20092010,31.0,32.46391,28,,59,48,7
20092010,0.508326,82,263,3.20731,210,2.56097,38,14,0.760416,0.746528,0.45121,74,0.11746,0.139682,26,20092010,29.75609,32.57317,10,,30,21,4
20092010,0.491904,95,273,2.87368,291,3.06315,34,7,0.848648,0.827028,0.60526,115,0.161879,0.185378,46,20092010,28.37894,32.96842,5,,54,39,8
20092010,0.519731,89,247,2.77528,335,3.76404,19,13,0.806358,0.789018,0.71348,127,0.208092,0.231213,52,20092010,30.66292,33.53932,15,,57,45,5
20092010,0.509345,94,240,2.55319,266,2.82978,31,14,0.858006,0.833837,0.59574,112,0.18956,0.195054,43,20092010,29.78723,33.55319,17,,49,38,6
20092010,0.520137,104,265,2.54807,340,3.26923,28,8,0.895774,0.847888,0.6923,144,0.171122,0.187165,59,20092010,26.05769,33.63461,16,,68,50,9
20082009,0.485053,82,197,2.40243,214,2.60975,33,9,0.907216,0.876289,0.54268,89,0.182926,0.201219,35,20082009,30.70731,27.52439,30,,40,32,5
20082009,0.489804,86,238,2.76744,232,2.69767,35,10,0.861333,0.834667,0.53488,92,0.173333,0.194666,35,20082009,28.61627,27.93023,19,,41,31,6
20082009,0.448261,82,249,3.03658,205,2.5,39,7,0.784982,0.767919,0.4817,79,0.13372,0.145348,33,20082009,31.59756,28.07317,27,,36,32,3
20082009,0.478799,82,244,2.9756,228,2.78048,35,9,0.784023,0.775148,0.51829,85,0.146892,0.169491,32,20082009,32.53658,28.08536,22,,38,31,6
20082009,0.511517,82,279,3.40243,250,3.04878,41,6,0.795081,0.759563,0.46341,76,0.165266,0.193277,28,20082009,32.71951,28.12195,11,,35,24,7
20082009,0.519514,92,241,2.61956,273,2.96739,31,10,0.831753,0.815166,0.60869,112,0.179551,0.194513,48,20082009,29.32608,28.23913,23,,51,42,3
20082009,0.501504,82,269,3.28048,207,2.52439,40,18,0.790123,0.780247,0.40243,66,0.151603,0.177842,21,20082009,32.93902,28.51219,14,,24,19,3
20082009,0.478043,82,253,3.08536,190,2.31707,45,5,0.81132,0.798743,0.42073,69,0.132075,0.157232,23,20082009,28.9756,28.76829,21,,32,20,9
20082009,0.512105,86,241,2.80232,227,2.63953,35,10,0.834239,0.8125,0.53488,92,0.095522,0.131343,35,20082009,28.15116,28.8372,29,,41,30,6
20082009,0.478231,82,251,3.06097,224,2.7317,35,11,0.792048,0.785933,0.50609,83,0.14245,0.153846,30,20082009,28.09756,28.90243,25,,36,25,6
20082009,0.45664,82,274,3.34146,198,2.41463,47,9,0.831024,0.797784,0.37195,61,0.153125,0.16875,23,20082009,33.54878,28.92682,2,,26,20,3
20082009,0.522058,82,228,2.78048,207,2.52439,34,8,0.852071,0.825444,0.53658,88,0.132075,0.157232,34,20082009,29.40243,28.96341,18,,40,28,6
20082009,0.51985,82,226,2.75609,202,2.46341,37,11,0.839779,0.82873,0.4817,79,0.169444,0.191666,29,20082009,28.06097,29.06097,26,,34,26,5
20082009,0.518249,82,231,2.81707,213,2.59756,35,11,0.83815,0.815029,0.50609,83,0.179941,0.19469,32,20082009,28.5,29.32926,9,,36,29,4
20082009,0.478988,82,223,2.71951,231,2.81707,30,11,0.848874,0.826367,0.56707,93,0.136363,0.165584,38,20082009,34.67073,29.41463,13,,41,34,3
20082009,0.492753,95,267,2.81052,273,2.87368,39,7,0.811363,0.797728,0.55263,105,0.21727,0.239554,42,20082009,31.90526,29.78947,24,,49,36,7
20082009,0.489445,106,297,2.80188,337,3.17924,36,9,0.846867,0.828307,0.61792,131,0.146608,0.179431,55,20082009,29.99056,29.83018,5,,61,46,6
20082009,0.507874,86,257,2.98837,248,2.88372,34,11,0.84715,0.821244,0.54069,93,0.159685,0.188481,34,20082009,31.74418,29.90697,8,,41,30,7
20082009,0.480414,88,250,2.8409,276,3.13636,31,11,0.872941,0.832942,0.58522,103,0.213872,0.216763,42,20082009,32.5909,29.94318,4,,46,36,4
20082009,0.511006,93,212,2.27956,304,3.26881,23,10,0.852852,0.828829,0.69892,130,0.202247,0.224719,56,20082009,30.6344,30.2258,6,,60,53,4
20082009,0.474063,82,229,2.79268,242,2.95121,32,9,0.839285,0.818453,0.55487,91,0.19553,0.209497,33,20082009,31.40243,30.54878,7,,41,31,8
20082009,0.504748,89,231,2.5955,211,2.37078,34,9,0.89779,0.872929,0.56741,101,0.098143,0.137931,36,20082009,29.76404,31.73033,3,,46,33,10
20082009,0.501365,82,286,3.4878,244,2.9756,35,13,0.766233,0.746754,0.4939,81,0.166666,0.187878,28,20082009,30.25609,31.7439,10,,34,24,6
20082009,0.510729,88,267,3.03409,267,3.03409,34,6,0.841823,0.825738,0.57954,102,0.127659,0.167553,45,20082009,29.72727,32.03409,20,,48,42,3
20082009,0.483156,99,263,2.65656,314,3.17171,32,12,0.830379,0.802532,0.61616,122,0.190255,0.206496,51,20082009,28.81818,32.22222,16,,55,42,4
20082009,0.508377,100,273,2.73,278,2.78,40,7,0.844086,0.819893,0.565,113,0.154377,0.175115,50,20082009,29.98,32.45,12,,53,40,3
