seasonIDs,roundNums,seriesLetters,seriesLinks,bottomSeedIDs,bottomSeedWins,topSeedIDs,topSeedWins
19791980,3,N,/schedule/playoff-series/1980/series-n/islanders-vs-sabres,2,4,7,2
19791980,4,O,/schedule/playoff-series/1980/series-o/islanders-vs-flyers,2,4,4,2
19801981,1,A,/schedule/playoff-series/1981/series-a/mapleleafs-vs-islanders,10,0,2,3
19801981,1,B,/schedule/playoff-series/1981/series-b/penguins-vs-blues,5,2,19,3
19801981,1,C,/schedule/playoff-series/1981/series-c/oilers-vs-canadiens,22,3,8,0
19801981,1,D,/schedule/playoff-series/1981/series-d/rangers-vs-kings,3,3,26,1
19801981,1,E,/schedule/playoff-series/1981/series-e/canucks-vs-sabres,23,0,7,3
19801981,1,F,/schedule/playoff-series/1981/series-f/nordiques-vs-flyers,32,2,4,3
19801981,1,G,/schedule/playoff-series/1981/series-g/blackhawks-vs-flames,16,0,20,3
19801981,1,H,/schedule/playoff-series/1981/series-h/northstars-vs-bruins,31,3,6,0
19801981,2,I,/schedule/playoff-series/1981/series-i/oilers-vs-islanders,22,2,2,4
19801981,2,J,/schedule/playoff-series/1981/series-j/rangers-vs-blues,3,4,19,2
19801981,2,K,/schedule/playoff-series/1981/series-k/northstars-vs-sabres,31,4,7,1
19801981,2,L,/schedule/playoff-series/1981/series-l/flames-vs-flyers,20,4,4,3
19801981,3,M,/schedule/playoff-series/1981/series-m/rangers-vs-islanders,3,0,2,4
19801981,3,N,/schedule/playoff-series/1981/series-n/northstars-vs-flames,31,4,20,2
19801981,4,O,/schedule/playoff-series/1981/series-o/northstars-vs-islanders,31,1,2,4
19811982,1,A,/schedule/playoff-series/1982/series-a/nordiques-vs-canadiens,32,3,8,2
19811982,1,B,/schedule/playoff-series/1982/series-b/sabres-vs-bruins,7,1,6,3
19811982,1,C,/schedule/playoff-series/1982/series-c/blackhawks-vs-northstars,16,3,31,1
19811982,1,D,/schedule/playoff-series/1982/series-d/blues-vs-jets(1979),19,3,33,1
19811982,1,E,/schedule/playoff-series/1982/series-e/penguins-vs-islanders,5,2,2,3
19811982,1,F,/schedule/playoff-series/1982/series-f/flyers-vs-rangers,4,1,3,3
19811982,1,G,/schedule/playoff-series/1982/series-g/kings-vs-oilers,26,3,22,2
19811982,1,H,/schedule/playoff-series/1982/series-h/flames-vs-canucks,20,0,23,3
19811982,2,I,/schedule/playoff-series/1982/series-i/nordiques-vs-bruins,32,4,6,3
19811982,2,J,/schedule/playoff-series/1982/series-j/blackhawks-vs-blues,16,4,19,2
19811982,2,K,/schedule/playoff-series/1982/series-k/rangers-vs-islanders,3,2,2,4
19811982,2,L,/schedule/playoff-series/1982/series-l/kings-vs-canucks,26,1,23,4
19811982,3,M,/schedule/playoff-series/1982/series-m/nordiques-vs-islanders,32,0,2,4
19811982,3,N,/schedule/playoff-series/1982/series-n/canucks-vs-blackhawks,23,4,16,1
19811982,4,O,/schedule/playoff-series/1982/series-o/canucks-vs-islanders,23,0,2,4
19821983,1,A,/schedule/playoff-series/1983/series-a/nordiques-vs-bruins,32,1,6,3
19821983,1,B,/schedule/playoff-series/1983/series-b/sabres-vs-canadiens,7,3,8,0
19821983,1,C,/schedule/playoff-series/1983/series-c/rangers-vs-flyers,3,3,4,0
19821983,1,D,/schedule/playoff-series/1983/series-d/capitals-vs-islanders,15,1,2,3
19821983,1,E,/schedule/playoff-series/1983/series-e/blues-vs-blackhawks,19,1,16,3
19821983,1,F,/schedule/playoff-series/1983/series-f/mapleleafs-vs-northstars,10,1,31,3
19821983,1,G,/schedule/playoff-series/1983/series-g/jets(1979)-vs-oilers,33,0,22,3
19821983,1,H,/schedule/playoff-series/1983/series-h/canucks-vs-flames,23,1,20,3
19821983,2,I,/schedule/playoff-series/1983/series-i/sabres-vs-bruins,7,3,6,4
19821983,2,J,/schedule/playoff-series/1983/series-j/rangers-vs-islanders,3,2,2,4
19821983,2,K,/schedule/playoff-series/1983/series-k/northstars-vs-blackhawks,31,1,16,4
19821983,2,L,/schedule/playoff-series/1983/series-l/flames-vs-oilers,20,1,22,4
19821983,3,M,/schedule/playoff-series/1983/series-m/islanders-vs-bruins,2,4,6,2
19821983,3,N,/schedule/playoff-series/1983/series-n/blackhawks-vs-oilers,16,0,22,4
19821983,4,O,/schedule/playoff-series/1983/series-o/islanders-vs-oilers,2,4,22,0
19831984,1,A,/schedule/playoff-series/1984/series-a/canadiens-vs-bruins,8,3,6,0
19831984,1,B,/schedule/playoff-series/1984/series-b/nordiques-vs-sabres,32,3,7,0
19831984,1,C,/schedule/playoff-series/1984/series-c/rangers-vs-islanders,3,2,2,3
19831984,1,D,/schedule/playoff-series/1984/series-d/flyers-vs-capitals,4,0,15,3
19831984,1,E,/schedule/playoff-series/1984/series-e/blackhawks-vs-northstars,16,2,31,3
19831984,1,F,/schedule/playoff-series/1984/series-f/redwings-vs-blues,17,1,19,3
19831984,1,G,/schedule/playoff-series/1984/series-g/jets(1979)-vs-oilers,33,0,22,3
19831984,1,H,/schedule/playoff-series/1984/series-h/canucks-vs-flames,23,1,20,3
19831984,2,I,/schedule/playoff-series/1984/series-i/canadiens-vs-nordiques,8,4,32,2
19831984,2,J,/schedule/playoff-series/1984/series-j/capitals-vs-islanders,15,1,2,4
19831984,2,K,/schedule/playoff-series/1984/series-k/blues-vs-northstars,19,3,31,4
19831984,2,L,/schedule/playoff-series/1984/series-l/flames-vs-oilers,20,3,22,4
19831984,3,M,/schedule/playoff-series/1984/series-m/islanders-vs-canadiens,2,4,8,2
19831984,3,N,/schedule/playoff-series/1984/series-n/northstars-vs-oilers,31,0,22,4
19831984,4,O,/schedule/playoff-series/1984/series-o/oilers-vs-islanders,22,4,2,1
19841985,1,A,/schedule/playoff-series/1985/series-a/bruins-vs-canadiens,6,2,8,3
19841985,1,B,/schedule/playoff-series/1985/series-b/sabres-vs-nordiques,7,2,32,3
19841985,1,C,/schedule/playoff-series/1985/series-c/rangers-vs-flyers,3,0,4,3
19841985,1,D,/schedule/playoff-series/1985/series-d/islanders-vs-capitals,2,3,15,2
19841985,1,E,/schedule/playoff-series/1985/series-e/northstars-vs-blues,31,3,19,0
19841985,1,F,/schedule/playoff-series/1985/series-f/redwings-vs-blackhawks,17,0,16,3
19841985,1,G,/schedule/playoff-series/1985/series-g/kings-vs-oilers,26,0,22,3
19841985,1,H,/schedule/playoff-series/1985/series-h/flames-vs-jets(1979),20,1,33,3
19841985,2,I,/schedule/playoff-series/1985/series-i/nordiques-vs-canadiens,32,4,8,3
19841985,2,J,/schedule/playoff-series/1985/series-j/islanders-vs-flyers,2,1,4,4
19841985,2,K,/schedule/playoff-series/1985/series-k/northstars-vs-blackhawks,31,2,16,4
19841985,2,L,/schedule/playoff-series/1985/series-l/jets(1979)-vs-oilers,33,0,22,4
19841985,3,M,/schedule/playoff-series/1985/series-m/flyers-vs-nordiques,4,4,32,2
19841985,3,N,/schedule/playoff-series/1985/series-n/blackhawks-vs-oilers,16,2,22,4
19841985,4,O,/schedule/playoff-series/1985/series-o/oilers-vs-flyers,22,4,4,1
19851986,1,A,/schedule/playoff-series/1986/series-a/whalers-vs-nordiques,34,3,32,0
19851986,1,B,/schedule/playoff-series/1986/series-b/bruins-vs-canadiens,6,0,8,3
19851986,1,C,/schedule/playoff-series/1986/series-c/rangers-vs-flyers,3,3,4,2
19851986,1,D,/schedule/playoff-series/1986/series-d/islanders-vs-capitals,2,0,15,3
19851986,1,E,/schedule/playoff-series/1986/series-e/mapleleafs-vs-blackhawks,10,3,16,0
19851986,1,F,/schedule/playoff-series/1986/series-f/blues-vs-northstars,19,3,31,2
19851986,1,G,/schedule/playoff-series/1986/series-g/canucks-vs-oilers,23,0,22,3
19851986,1,H,/schedule/playoff-series/1986/series-h/jets(1979)-vs-flames,33,0,20,3
19851986,2,I,/schedule/playoff-series/1986/series-i/whalers-vs-canadiens,34,3,8,4
19851986,2,J,/schedule/playoff-series/1986/series-j/rangers-vs-capitals,3,4,15,2
19851986,2,K,/schedule/playoff-series/1986/series-k/mapleleafs-vs-blues,10,3,19,4
19851986,2,L,/schedule/playoff-series/1986/series-l/flames-vs-oilers,20,4,22,3
19851986,3,M,/schedule/playoff-series/1986/series-m/rangers-vs-canadiens,3,1,8,4
19851986,3,N,/schedule/playoff-series/1986/series-n/blues-vs-flames,19,3,20,4
19851986,4,O,/schedule/playoff-series/1986/series-o/canadiens-vs-flames,8,4,20,1
19861987,1,A,/schedule/playoff-series/1987/series-a/nordiques-vs-whalers,32,4,34,2
19861987,1,B,/schedule/playoff-series/1987/series-b/bruins-vs-canadiens,6,0,8,4
19861987,1,C,/schedule/playoff-series/1987/series-c/rangers-vs-flyers,3,2,4,4
19861987,1,D,/schedule/playoff-series/1987/series-d/islanders-vs-capitals,2,4,15,3
19861987,1,E,/schedule/playoff-series/1987/series-e/mapleleafs-vs-blues,10,4,19,2
19861987,1,F,/schedule/playoff-series/1987/series-f/blackhawks-vs-redwings,16,0,17,4
19861987,1,G,/schedule/playoff-series/1987/series-g/kings-vs-oilers,26,1,22,4
19861987,1,H,/schedule/playoff-series/1987/series-h/jets(1979)-vs-flames,33,4,20,2
19861987,2,I,/schedule/playoff-series/1987/series-i/nordiques-vs-canadiens,32,3,8,4
19861987,2,J,/schedule/playoff-series/1987/series-j/islanders-vs-flyers,2,3,4,4
19861987,2,K,/schedule/playoff-series/1987/series-k/mapleleafs-vs-redwings,10,3,17,4
19861987,2,L,/schedule/playoff-series/1987/series-l/jets(1979)-vs-oilers,33,0,22,4
19861987,3,M,/schedule/playoff-series/1987/series-m/canadiens-vs-flyers,8,2,4,4
19861987,3,N,/schedule/playoff-series/1987/series-n/redwings-vs-oilers,17,1,22,4
19861987,4,O,/schedule/playoff-series/1987/series-o/flyers-vs-oilers,4,3,22,4
19871988,1,E,/schedule/playoff-series/1988/series-e/mapleleafs-vs-redwings,10,2,17,4
19871988,1,F,/schedule/playoff-series/1988/series-f/blackhawks-vs-blues,16,1,19,4
19871988,1,A,/schedule/playoff-series/1988/series-a/whalers-vs-canadiens,34,2,8,4
19871988,1,B,/schedule/playoff-series/1988/series-b/sabres-vs-bruins,7,2,6,4
19871988,1,G,/schedule/playoff-series/1988/series-g/kings-vs-flames,26,1,20,4
19871988,1,H,/schedule/playoff-series/1988/series-h/jets(1979)-vs-oilers,33,1,22,4
19871988,1,C,/schedule/playoff-series/1988/series-c/devils-vs-islanders,1,4,2,2
19871988,1,D,/schedule/playoff-series/1988/series-d/flyers-vs-capitals,4,3,15,4
19871988,2,K,/schedule/playoff-series/1988/series-k/blues-vs-redwings,19,1,17,4
19871988,2,L,/schedule/playoff-series/1988/series-l/oilers-vs-flames,22,4,20,0
19871988,2,I,/schedule/playoff-series/1988/series-i/bruins-vs-canadiens,6,4,8,1
19871988,2,J,/schedule/playoff-series/1988/series-j/devils-vs-capitals,1,4,15,3
19871988,3,N,/schedule/playoff-series/1988/series-n/redwings-vs-oilers,17,1,22,4
19871988,3,M,/schedule/playoff-series/1988/series-m/devils-vs-bruins,1,3,6,4
19871988,4,O,/schedule/playoff-series/1988/series-o/bruins-vs-oilers,6,0,22,4
19881989,1,E,/schedule/playoff-series/1989/series-e/blackhawks-vs-redwings,16,4,17,2
19881989,1,F,/schedule/playoff-series/1989/series-f/northstars-vs-blues,31,1,19,4
19881989,1,A,/schedule/playoff-series/1989/series-a/whalers-vs-canadiens,34,0,8,4
19881989,1,B,/schedule/playoff-series/1989/series-b/sabres-vs-bruins,7,1,6,4
19881989,1,G,/schedule/playoff-series/1989/series-g/canucks-vs-flames,23,3,20,4
19881989,1,H,/schedule/playoff-series/1989/series-h/oilers-vs-kings,22,3,26,4
19881989,1,C,/schedule/playoff-series/1989/series-c/flyers-vs-capitals,4,4,15,2
19881989,1,D,/schedule/playoff-series/1989/series-d/rangers-vs-penguins,3,0,5,4
19881989,2,K,/schedule/playoff-series/1989/series-k/blackhawks-vs-blues,16,4,19,1
19881989,2,L,/schedule/playoff-series/1989/series-l/kings-vs-flames,26,0,20,4
19881989,2,I,/schedule/playoff-series/1989/series-i/bruins-vs-canadiens,6,1,8,4
19881989,2,J,/schedule/playoff-series/1989/series-j/flyers-vs-penguins,4,4,5,3
19881989,3,N,/schedule/playoff-series/1989/series-n/blackhawks-vs-flames,16,1,20,4
19881989,3,M,/schedule/playoff-series/1989/series-m/flyers-vs-canadiens,4,2,8,4
19881989,4,O,/schedule/playoff-series/1989/series-o/canadiens-vs-flames,8,2,20,4
19891990,1,E,/schedule/playoff-series/1990/series-e/northstars-vs-blackhawks,31,3,16,4
19891990,1,F,/schedule/playoff-series/1990/series-f/mapleleafs-vs-blues,10,1,19,4
19891990,1,A,/schedule/playoff-series/1990/series-a/whalers-vs-bruins,34,3,6,4
19891990,1,B,/schedule/playoff-series/1990/series-b/canadiens-vs-sabres,8,4,7,2
19891990,1,G,/schedule/playoff-series/1990/series-g/kings-vs-flames,26,4,20,2
19891990,1,H,/schedule/playoff-series/1990/series-h/jets(1979)-vs-oilers,33,3,22,4
19891990,1,C,/schedule/playoff-series/1990/series-c/islanders-vs-rangers,2,1,3,4
19891990,1,D,/schedule/playoff-series/1990/series-d/capitals-vs-devils,15,4,1,2
19891990,2,K,/schedule/playoff-series/1990/series-k/blues-vs-blackhawks,19,3,16,4
19891990,2,L,/schedule/playoff-series/1990/series-l/kings-vs-oilers,26,0,22,4
19891990,2,I,/schedule/playoff-series/1990/series-i/canadiens-vs-bruins,8,1,6,4
19891990,2,J,/schedule/playoff-series/1990/series-j/capitals-vs-rangers,15,4,3,1
19891990,3,N,/schedule/playoff-series/1990/series-n/blackhawks-vs-oilers,16,2,22,4
19891990,3,M,/schedule/playoff-series/1990/series-m/capitals-vs-bruins,15,0,6,4
19891990,4,O,/schedule/playoff-series/1990/series-o/oilers-vs-bruins,22,4,6,1
19901991,1,E,/schedule/playoff-series/1991/series-e/northstars-vs-blackhawks,31,4,16,2
19901991,1,F,/schedule/playoff-series/1991/series-f/redwings-vs-blues,17,3,19,4
19901991,1,A,/schedule/playoff-series/1991/series-a/whalers-vs-bruins,34,2,6,4
19901991,1,B,/schedule/playoff-series/1991/series-b/sabres-vs-canadiens,7,2,8,4
19901991,1,G,/schedule/playoff-series/1991/series-g/canucks-vs-kings,23,2,26,4
19901991,1,H,/schedule/playoff-series/1991/series-h/oilers-vs-flames,22,4,20,3
19901991,1,C,/schedule/playoff-series/1991/series-c/devils-vs-penguins,1,3,5,4
19901991,1,D,/schedule/playoff-series/1991/series-d/capitals-vs-rangers,15,4,3,2
19901991,2,K,/schedule/playoff-series/1991/series-k/northstars-vs-blues,31,4,19,2
19901991,2,L,/schedule/playoff-series/1991/series-l/oilers-vs-kings,22,4,26,2
19901991,2,I,/schedule/playoff-series/1991/series-i/canadiens-vs-bruins,8,3,6,4
19901991,2,J,/schedule/playoff-series/1991/series-j/capitals-vs-penguins,15,1,5,4
19901991,3,N,/schedule/playoff-series/1991/series-n/northstars-vs-oilers,31,4,22,1
19901991,3,M,/schedule/playoff-series/1991/series-m/penguins-vs-bruins,5,4,6,2
19901991,4,O,/schedule/playoff-series/1991/series-o/northstars-vs-penguins,31,2,5,4
19911992,1,E,/schedule/playoff-series/1992/series-e/northstars-vs-redwings,31,3,17,4
19911992,1,F,/schedule/playoff-series/1992/series-f/blues-vs-blackhawks,19,2,16,4
19911992,1,A,/schedule/playoff-series/1992/series-a/whalers-vs-canadiens,34,3,8,4
19911992,1,B,/schedule/playoff-series/1992/series-b/sabres-vs-bruins,7,3,6,4
19911992,1,G,/schedule/playoff-series/1992/series-g/jets(1979)-vs-canucks,33,3,23,4
19911992,1,H,/schedule/playoff-series/1992/series-h/oilers-vs-kings,22,4,26,2
19911992,1,C,/schedule/playoff-series/1992/series-c/devils-vs-rangers,1,3,3,4
19911992,1,D,/schedule/playoff-series/1992/series-d/penguins-vs-capitals,5,4,15,3
19911992,2,K,/schedule/playoff-series/1992/series-k/blackhawks-vs-redwings,16,4,17,0
19911992,2,L,/schedule/playoff-series/1992/series-l/oilers-vs-canucks,22,4,23,2
19911992,2,I,/schedule/playoff-series/1992/series-i/bruins-vs-canadiens,6,4,8,0
19911992,2,J,/schedule/playoff-series/1992/series-j/penguins-vs-rangers,5,4,3,2
19911992,3,N,/schedule/playoff-series/1992/series-n/oilers-vs-blackhawks,22,0,16,4
19911992,3,M,/schedule/playoff-series/1992/series-m/bruins-vs-penguins,6,0,5,4
19911992,4,O,/schedule/playoff-series/1992/series-o/blackhawks-vs-penguins,16,0,5,4
19921993,1,E,/schedule/playoff-series/1993/series-e/blues-vs-blackhawks,19,4,16,0
19921993,1,F,/schedule/playoff-series/1993/series-f/mapleleafs-vs-redwings,10,4,17,3
19921993,1,A,/schedule/playoff-series/1993/series-a/sabres-vs-bruins,7,4,6,0
19921993,1,B,/schedule/playoff-series/1993/series-b/canadiens-vs-nordiques,8,4,32,2
19921993,1,G,/schedule/playoff-series/1993/series-g/jets(1979)-vs-canucks,33,2,23,4
19921993,1,H,/schedule/playoff-series/1993/series-h/kings-vs-flames,26,4,20,2
19921993,1,C,/schedule/playoff-series/1993/series-c/devils-vs-penguins,1,1,5,4
19921993,1,D,/schedule/playoff-series/1993/series-d/islanders-vs-capitals,2,4,15,2
19921993,2,K,/schedule/playoff-series/1993/series-k/blues-vs-mapleleafs,19,3,10,4
19921993,2,L,/schedule/playoff-series/1993/series-l/kings-vs-canucks,26,4,23,2
19921993,2,I,/schedule/playoff-series/1993/series-i/sabres-vs-canadiens,7,0,8,4
19921993,2,J,/schedule/playoff-series/1993/series-j/islanders-vs-penguins,2,4,5,3
19921993,3,N,/schedule/playoff-series/1993/series-n/kings-vs-mapleleafs,26,4,10,3
19921993,3,M,/schedule/playoff-series/1993/series-m/islanders-vs-canadiens,2,1,8,4
19921993,4,O,/schedule/playoff-series/1993/series-o/kings-vs-canadiens,26,1,8,4
19931994,1,E,/schedule/playoff-series/1994/series-e/sharks-vs-redwings,28,4,17,3
19931994,1,F,/schedule/playoff-series/1994/series-f/canucks-vs-flames,23,4,20,3
19931994,1,A,/schedule/playoff-series/1994/series-a/islanders-vs-rangers,2,0,3,4
19931994,1,B,/schedule/playoff-series/1994/series-b/capitals-vs-penguins,15,4,5,2
19931994,1,G,/schedule/playoff-series/1994/series-g/blackhawks-vs-mapleleafs,16,2,10,4
19931994,1,H,/schedule/playoff-series/1994/series-h/blues-vs-stars,19,0,25,4
19931994,1,C,/schedule/playoff-series/1994/series-c/sabres-vs-devils,7,3,1,4
19931994,1,D,/schedule/playoff-series/1994/series-d/canadiens-vs-bruins,8,3,6,4
19931994,2,K,/schedule/playoff-series/1994/series-k/sharks-vs-mapleleafs,28,3,10,4
19931994,2,L,/schedule/playoff-series/1994/series-l/canucks-vs-stars,23,4,25,1
19931994,2,I,/schedule/playoff-series/1994/series-i/capitals-vs-rangers,15,1,3,4
19931994,2,J,/schedule/playoff-series/1994/series-j/bruins-vs-devils,6,2,1,4
19931994,3,N,/schedule/playoff-series/1994/series-n/canucks-vs-mapleleafs,23,4,10,1
19931994,3,M,/schedule/playoff-series/1994/series-m/devils-vs-rangers,1,3,3,4
19931994,4,O,/schedule/playoff-series/1994/series-o/canucks-vs-rangers,23,3,3,4
19941995,1,E,/schedule/playoff-series/1995/series-e/stars-vs-redwings,25,1,17,4
19941995,1,F,/schedule/playoff-series/1995/series-f/sharks-vs-flames,28,4,20,3
19941995,1,A,/schedule/playoff-series/1995/series-a/rangers-vs-nordiques,3,4,32,2
19941995,1,B,/schedule/playoff-series/1995/series-b/sabres-vs-flyers,7,1,4,4
19941995,1,G,/schedule/playoff-series/1995/series-g/canucks-vs-blues,23,4,19,3
19941995,1,H,/schedule/playoff-series/1995/series-h/mapleleafs-vs-blackhawks,10,3,16,4
19941995,1,C,/schedule/playoff-series/1995/series-c/capitals-vs-penguins,15,3,5,4
19941995,1,D,/schedule/playoff-series/1995/series-d/devils-vs-bruins,1,4,6,1
19941995,2,K,/schedule/playoff-series/1995/series-k/sharks-vs-redwings,28,0,17,4
19941995,2,L,/schedule/playoff-series/1995/series-l/canucks-vs-blackhawks,23,0,16,4
19941995,2,I,/schedule/playoff-series/1995/series-i/rangers-vs-flyers,3,0,4,4
19941995,2,J,/schedule/playoff-series/1995/series-j/devils-vs-penguins,1,4,5,1
19941995,3,N,/schedule/playoff-series/1995/series-n/blackhawks-vs-redwings,16,1,17,4
19941995,3,M,/schedule/playoff-series/1995/series-m/devils-vs-flyers,1,4,4,2
19941995,4,O,/schedule/playoff-series/1995/series-o/devils-vs-redwings,1,4,17,0
19951996,1,E,/schedule/playoff-series/1996/series-e/jets(1979)-vs-redwings,33,2,17,4
19951996,1,F,/schedule/playoff-series/1996/series-f/canucks-vs-avalanche,23,2,21,4
19951996,1,A,/schedule/playoff-series/1996/series-a/lightning-vs-flyers,14,2,4,4
19951996,1,B,/schedule/playoff-series/1996/series-b/capitals-vs-penguins,15,2,5,4
19951996,1,G,/schedule/playoff-series/1996/series-g/flames-vs-blackhawks,20,0,16,4
19951996,1,H,/schedule/playoff-series/1996/series-h/blues-vs-mapleleafs,19,4,10,2
19951996,1,C,/schedule/playoff-series/1996/series-c/canadiens-vs-rangers,8,2,3,4
19951996,1,D,/schedule/playoff-series/1996/series-d/bruins-vs-panthers,6,1,13,4
19951996,2,K,/schedule/playoff-series/1996/series-k/blues-vs-redwings,19,3,17,4
19951996,2,L,/schedule/playoff-series/1996/series-l/blackhawks-vs-avalanche,16,2,21,4
19951996,2,I,/schedule/playoff-series/1996/series-i/panthers-vs-flyers,13,4,4,2
19951996,2,J,/schedule/playoff-series/1996/series-j/rangers-vs-penguins,3,1,5,4
19951996,3,N,/schedule/playoff-series/1996/series-n/avalanche-vs-redwings,21,4,17,2
19951996,3,M,/schedule/playoff-series/1996/series-m/panthers-vs-penguins,13,4,5,3
19951996,4,O,/schedule/playoff-series/1996/series-o/panthers-vs-avalanche,13,0,21,4
19961997,1,E,/schedule/playoff-series/1997/series-e/blackhawks-vs-avalanche,16,2,21,4
19961997,1,F,/schedule/playoff-series/1997/series-f/oilers-vs-stars,22,4,25,3
19961997,1,A,/schedule/playoff-series/1997/series-a/canadiens-vs-devils,8,1,1,4
19961997,1,B,/schedule/playoff-series/1997/series-b/senators-vs-sabres,9,3,7,4
19961997,1,G,/schedule/playoff-series/1997/series-g/blues-vs-redwings,19,2,17,4
19961997,1,H,/schedule/playoff-series/1997/series-h/coyotes-vs-ducks,27,3,24,4
19961997,1,C,/schedule/playoff-series/1997/series-c/penguins-vs-flyers,5,1,4,4
19961997,1,D,/schedule/playoff-series/1997/series-d/rangers-vs-panthers,3,4,13,1
19961997,2,K,/schedule/playoff-series/1997/series-k/oilers-vs-avalanche,22,1,21,4
19961997,2,L,/schedule/playoff-series/1997/series-l/ducks-vs-redwings,24,0,17,4
19961997,2,I,/schedule/playoff-series/1997/series-i/rangers-vs-devils,3,4,1,1
19961997,2,J,/schedule/playoff-series/1997/series-j/flyers-vs-sabres,4,4,7,1
19961997,3,N,/schedule/playoff-series/1997/series-n/redwings-vs-avalanche,17,4,21,2
19961997,3,M,/schedule/playoff-series/1997/series-m/rangers-vs-flyers,3,1,4,4
19961997,4,O,/schedule/playoff-series/1997/series-o/redwings-vs-flyers,17,4,4,0
19971998,1,E,/schedule/playoff-series/1998/series-e/sharks-vs-stars,28,2,25,4
19971998,1,F,/schedule/playoff-series/1998/series-f/oilers-vs-avalanche,22,4,21,3
19971998,1,A,/schedule/playoff-series/1998/series-a/senators-vs-devils,9,4,1,2
19971998,1,B,/schedule/playoff-series/1998/series-b/canadiens-vs-penguins,8,4,5,2
19971998,1,G,/schedule/playoff-series/1998/series-g/coyotes-vs-redwings,27,2,17,4
19971998,1,H,/schedule/playoff-series/1998/series-h/kings-vs-blues,26,0,19,4
19971998,1,C,/schedule/playoff-series/1998/series-c/sabres-vs-flyers,7,4,4,1
19971998,1,D,/schedule/playoff-series/1998/series-d/bruins-vs-capitals,6,2,15,4
19971998,2,K,/schedule/playoff-series/1998/series-k/oilers-vs-stars,22,1,25,4
19971998,2,L,/schedule/playoff-series/1998/series-l/blues-vs-redwings,19,2,17,4
19971998,2,I,/schedule/playoff-series/1998/series-i/senators-vs-capitals,9,1,15,4
19971998,2,J,/schedule/playoff-series/1998/series-j/canadiens-vs-sabres,8,0,7,4
19971998,3,N,/schedule/playoff-series/1998/series-n/redwings-vs-stars,17,4,25,2
19971998,3,M,/schedule/playoff-series/1998/series-m/sabres-vs-capitals,7,2,15,4
19971998,4,O,/schedule/playoff-series/1998/series-o/capitals-vs-redwings,15,0,17,4
19981999,1,E,/schedule/playoff-series/1999/series-e/oilers-vs-stars,22,0,25,4
19981999,1,F,/schedule/playoff-series/1999/series-f/avalanche-vs-sharks,21,4,28,2
19981999,1,A,/schedule/playoff-series/1999/series-a/penguins-vs-devils,5,4,1,3
19981999,1,B,/schedule/playoff-series/1999/series-b/sabres-vs-senators,7,4,9,0
19981999,1,G,/schedule/playoff-series/1999/series-g/ducks-vs-redwings,24,0,17,4
19981999,1,H,/schedule/playoff-series/1999/series-h/blues-vs-coyotes,19,4,27,3
19981999,1,C,/schedule/playoff-series/1999/series-c/bruins-vs-hurricanes,6,4,12,2
19981999,1,D,/schedule/playoff-series/1999/series-d/flyers-vs-mapleleafs,4,2,10,4
19981999,2,K,/schedule/playoff-series/1999/series-k/blues-vs-stars,19,2,25,4
19981999,2,L,/schedule/playoff-series/1999/series-l/redwings-vs-avalanche,17,2,21,4
19981999,2,I,/schedule/playoff-series/1999/series-i/penguins-vs-mapleleafs,5,2,10,4
19981999,2,J,/schedule/playoff-series/1999/series-j/sabres-vs-bruins,7,4,6,2
19981999,3,N,/schedule/playoff-series/1999/series-n/avalanche-vs-stars,21,3,25,4
19981999,3,M,/schedule/playoff-series/1999/series-m/sabres-vs-mapleleafs,7,4,10,1
19981999,4,O,/schedule/playoff-series/1999/series-o/sabres-vs-stars,7,2,25,4
19992000,1,E,/schedule/playoff-series/2000/series-e/sharks-vs-blues,28,4,19,3
19992000,1,F,/schedule/playoff-series/2000/series-f/oilers-vs-stars,22,1,25,4
19992000,1,A,/schedule/playoff-series/2000/series-a/sabres-vs-flyers,7,1,4,4
19992000,1,B,/schedule/playoff-series/2000/series-b/penguins-vs-capitals,5,4,15,1
19992000,1,G,/schedule/playoff-series/2000/series-g/coyotes-vs-avalanche,27,1,21,4
19992000,1,H,/schedule/playoff-series/2000/series-h/kings-vs-redwings,26,0,17,4
19992000,1,C,/schedule/playoff-series/2000/series-c/senators-vs-mapleleafs,9,2,10,4
19992000,1,D,/schedule/playoff-series/2000/series-d/panthers-vs-devils,13,0,1,4
19992000,2,K,/schedule/playoff-series/2000/series-k/sharks-vs-stars,28,1,25,4
19992000,2,L,/schedule/playoff-series/2000/series-l/redwings-vs-avalanche,17,1,21,4
19992000,2,I,/schedule/playoff-series/2000/series-i/penguins-vs-flyers,5,2,4,4
19992000,2,J,/schedule/playoff-series/2000/series-j/devils-vs-mapleleafs,1,4,10,2
19992000,3,N,/schedule/playoff-series/2000/series-n/avalanche-vs-stars,21,3,25,4
19992000,3,M,/schedule/playoff-series/2000/series-m/devils-vs-flyers,1,4,4,3
19992000,4,O,/schedule/playoff-series/2000/series-o/stars-vs-devils,25,2,1,4
20002001,1,E,/schedule/playoff-series/2001/series-e/canucks-vs-avalanche,23,0,21,4
20002001,1,F,/schedule/playoff-series/2001/series-f/kings-vs-redwings,26,4,17,2
20002001,1,A,/schedule/playoff-series/2001/series-a/hurricanes-vs-devils,12,2,1,4
20002001,1,B,/schedule/playoff-series/2001/series-b/mapleleafs-vs-senators,10,4,9,0
20002001,1,G,/schedule/playoff-series/2001/series-g/oilers-vs-stars,22,2,25,4
