seasonIDs,roundNums,seriesLetters,seriesLinks,bottomSeedIDs,bottomSeedWins,topSeedIDs,topSeedWins
20002001,1,H,/schedule/playoff-series/2001/series-h/sharks-vs-blues,28,2,19,4
20002001,1,C,/schedule/playoff-series/2001/series-c/penguins-vs-capitals,5,4,15,2
20002001,1,D,/schedule/playoff-series/2001/series-d/sabres-vs-flyers,7,4,4,2
20002001,2,K,/schedule/playoff-series/2001/series-k/kings-vs-avalanche,26,3,21,4
20002001,2,L,/schedule/playoff-series/2001/series-l/blues-vs-stars,19,4,25,0
20002001,2,I,/schedule/playoff-series/2001/series-i/mapleleafs-vs-devils,10,3,1,4
20002001,2,J,/schedule/playoff-series/2001/series-j/penguins-vs-sabres,5,4,7,3
20002001,3,N,/schedule/playoff-series/2001/series-n/blues-vs-avalanche,19,1,21,4
20002001,3,M,/schedule/playoff-series/2001/series-m/penguins-vs-devils,5,1,1,4
20002001,4,O,/schedule/playoff-series/2001/series-o/devils-vs-avalanche,1,3,21,4
20012002,1,E,/schedule/playoff-series/2002/series-e/canucks-vs-redwings,23,2,17,4
20012002,1,F,/schedule/playoff-series/2002/series-f/kings-vs-avalanche,26,3,21,4
20012002,1,A,/schedule/playoff-series/2002/series-a/canadiens-vs-bruins,8,4,6,2
20012002,1,B,/schedule/playoff-series/2002/series-b/senators-vs-flyers,9,4,4,1
20012002,1,G,/schedule/playoff-series/2002/series-g/coyotes-vs-sharks,27,1,28,4
20012002,1,H,/schedule/playoff-series/2002/series-h/blackhawks-vs-blues,16,1,19,4
20012002,1,C,/schedule/playoff-series/2002/series-c/devils-vs-hurricanes,1,2,12,4
20012002,1,D,/schedule/playoff-series/2002/series-d/islanders-vs-mapleleafs,2,3,10,4
20012002,2,K,/schedule/playoff-series/2002/series-k/blues-vs-redwings,19,1,17,4
20012002,2,L,/schedule/playoff-series/2002/series-l/sharks-vs-avalanche,28,3,21,4
20012002,2,I,/schedule/playoff-series/2002/series-i/canadiens-vs-hurricanes,8,2,12,4
20012002,2,J,/schedule/playoff-series/2002/series-j/senators-vs-mapleleafs,9,3,10,4
20012002,3,N,/schedule/playoff-series/2002/series-n/avalanche-vs-redwings,21,3,17,4
20012002,3,M,/schedule/playoff-series/2002/series-m/mapleleafs-vs-hurricanes,10,2,12,4
20012002,4,O,/schedule/playoff-series/2002/series-o/hurricanes-vs-redwings,12,1,17,4
20022003,1,E,/schedule/playoff-series/2003/series-e/oilers-vs-stars,22,2,25,4
20022003,1,F,/schedule/playoff-series/2003/series-f/ducks-vs-redwings,24,4,17,0
20022003,1,A,/schedule/playoff-series/2003/series-a/islanders-vs-senators,2,1,9,4
20022003,1,B,/schedule/playoff-series/2003/series-b/bruins-vs-devils,6,1,1,4
20022003,1,G,/schedule/playoff-series/2003/series-g/wild-vs-avalanche,30,4,21,3
20022003,1,H,/schedule/playoff-series/2003/series-h/blues-vs-canucks,19,3,23,4
20022003,1,C,/schedule/playoff-series/2003/series-c/capitals-vs-lightning,15,2,14,4
20022003,1,D,/schedule/playoff-series/2003/series-d/mapleleafs-vs-flyers,10,3,4,4
20022003,2,K,/schedule/playoff-series/2003/series-k/ducks-vs-stars,24,4,25,2
20022003,2,L,/schedule/playoff-series/2003/series-l/wild-vs-canucks,30,4,23,3
20022003,2,I,/schedule/playoff-series/2003/series-i/flyers-vs-senators,4,2,9,4
20022003,2,J,/schedule/playoff-series/2003/series-j/lightning-vs-devils,14,1,1,4
20022003,3,N,/schedule/playoff-series/2003/series-n/ducks-vs-wild,24,4,30,0
20022003,3,M,/schedule/playoff-series/2003/series-m/devils-vs-senators,1,4,9,3
20022003,4,O,/schedule/playoff-series/2003/series-o/ducks-vs-devils,24,3,1,4
20032004,1,E,/schedule/playoff-series/2004/series-e/predators-vs-redwings,18,2,17,4
20032004,1,A,/schedule/playoff-series/2004/series-a/germany-vs-finland,7410,0,7404,0
20032004,1,F,/schedule/playoff-series/2004/series-f/blues-vs-sharks,19,1,28,4
20032004,1,B,/schedule/playoff-series/2004/series-b/czechrepublic-vs-sweden,7402,0,7407,0
20032004,1,A,/schedule/playoff-series/2004/series-a/islanders-vs-lightning,2,1,14,4
20032004,1,C,/schedule/playoff-series/2004/series-c/usa-vs-russia,7408,0,7406,0
20032004,1,B,/schedule/playoff-series/2004/series-b/canadiens-vs-bruins,8,4,6,3
20032004,1,D,/schedule/playoff-series/2004/series-d/slovakia-vs-canada,7409,0,7401,0
20032004,1,G,/schedule/playoff-series/2004/series-g/flames-vs-canucks,20,4,23,3
20032004,1,H,/schedule/playoff-series/2004/series-h/stars-vs-avalanche,25,1,21,4
20032004,1,C,/schedule/playoff-series/2004/series-c/devils-vs-flyers,1,1,4,4
20032004,1,D,/schedule/playoff-series/2004/series-d/senators-vs-mapleleafs,9,3,10,4
20032004,2,E,/schedule/playoff-series/2004/series-e/usa-vs-finland,7408,0,7404,0
20032004,2,F,/schedule/playoff-series/2004/series-f/czechrepublic-vs-canada,7402,0,7401,0
20032004,2,K,/schedule/playoff-series/2004/series-k/flames-vs-redwings,20,4,17,2
20032004,2,L,/schedule/playoff-series/2004/series-l/avalanche-vs-sharks,21,2,28,4
20032004,2,I,/schedule/playoff-series/2004/series-i/canadiens-vs-lightning,8,0,14,4
20032004,2,J,/schedule/playoff-series/2004/series-j/mapleleafs-vs-flyers,10,2,4,4
20032004,3,G,/schedule/playoff-series/2004/series-g/finland-vs-canada,7404,0,7401,0
20032004,3,N,/schedule/playoff-series/2004/series-n/flames-vs-sharks,20,4,28,2
20032004,3,M,/schedule/playoff-series/2004/series-m/flyers-vs-lightning,4,3,14,4
20032004,4,O,/schedule/playoff-series/2004/series-o/flames-vs-lightning,20,3,14,4
20052006,1,E,/schedule/playoff-series/2006/series-e/oilers-vs-redwings,22,4,17,2
20052006,1,F,/schedule/playoff-series/2006/series-f/avalanche-vs-stars,21,4,25,1
20052006,1,A,/schedule/playoff-series/2006/series-a/lightning-vs-senators,14,1,9,4
20052006,1,B,/schedule/playoff-series/2006/series-b/canadiens-vs-hurricanes,8,2,12,4
20052006,1,G,/schedule/playoff-series/2006/series-g/ducks-vs-flames,24,4,20,3
20052006,1,H,/schedule/playoff-series/2006/series-h/sharks-vs-predators,28,4,18,1
20052006,1,C,/schedule/playoff-series/2006/series-c/rangers-vs-devils,3,0,1,4
20052006,1,D,/schedule/playoff-series/2006/series-d/flyers-vs-sabres,4,2,7,4
20052006,2,K,/schedule/playoff-series/2006/series-k/oilers-vs-sharks,22,4,28,2
20052006,2,L,/schedule/playoff-series/2006/series-l/avalanche-vs-ducks,21,0,24,4
20052006,2,I,/schedule/playoff-series/2006/series-i/sabres-vs-senators,7,4,9,1
20052006,2,J,/schedule/playoff-series/2006/series-j/devils-vs-hurricanes,1,1,12,4
20052006,3,N,/schedule/playoff-series/2006/series-n/oilers-vs-ducks,22,4,24,1
20052006,3,M,/schedule/playoff-series/2006/series-m/sabres-vs-hurricanes,7,3,12,4
20052006,4,O,/schedule/playoff-series/2006/series-o/oilers-vs-hurricanes,22,3,12,4
20062007,1,E,/schedule/playoff-series/2007/series-e/flames-vs-redwings,20,2,17,4
20062007,1,F,/schedule/playoff-series/2007/series-f/wild-vs-ducks,30,1,24,4
20062007,1,A,/schedule/playoff-series/2007/series-a/islanders-vs-sabres,2,1,7,4
20062007,1,B,/schedule/playoff-series/2007/series-b/lightning-vs-devils,14,2,1,4
20062007,1,G,/schedule/playoff-series/2007/series-g/stars-vs-canucks,25,3,23,4
20062007,1,H,/schedule/playoff-series/2007/series-h/sharks-vs-predators,28,4,18,1
20062007,1,C,/schedule/playoff-series/2007/series-c/rangers-vs-thrashers,3,4,11,0
20062007,1,D,/schedule/playoff-series/2007/series-d/penguins-vs-senators,5,1,9,4
20062007,2,K,/schedule/playoff-series/2007/series-k/sharks-vs-redwings,28,2,17,4
20062007,2,L,/schedule/playoff-series/2007/series-l/canucks-vs-ducks,23,1,24,4
20062007,2,I,/schedule/playoff-series/2007/series-i/rangers-vs-sabres,3,2,7,4
20062007,2,J,/schedule/playoff-series/2007/series-j/senators-vs-devils,9,4,1,1
20062007,3,N,/schedule/playoff-series/2007/series-n/ducks-vs-redwings,24,4,17,2
20062007,3,M,/schedule/playoff-series/2007/series-m/senators-vs-sabres,9,4,7,1
20062007,4,O,/schedule/playoff-series/2007/series-o/senators-vs-ducks,9,1,24,4
20072008,1,E,/schedule/playoff-series/2008/series-e/predators-vs-redwings,18,2,17,4
20072008,1,F,/schedule/playoff-series/2008/series-f/flames-vs-sharks,20,3,28,4
20072008,1,A,/schedule/playoff-series/2008/series-a/bruins-vs-canadiens,6,3,8,4
20072008,1,B,/schedule/playoff-series/2008/series-b/senators-vs-penguins,9,0,5,4
20072008,1,G,/schedule/playoff-series/2008/series-g/avalanche-vs-wild,21,4,30,2
20072008,1,H,/schedule/playoff-series/2008/series-h/stars-vs-ducks,25,4,24,2
20072008,1,C,/schedule/playoff-series/2008/series-c/flyers-vs-capitals,4,4,15,3
20072008,1,D,/schedule/playoff-series/2008/series-d/rangers-vs-devils,3,4,1,1
20072008,2,K,/schedule/playoff-series/2008/series-k/avalanche-vs-redwings,21,0,17,4
20072008,2,L,/schedule/playoff-series/2008/series-l/stars-vs-sharks,25,4,28,2
20072008,2,I,/schedule/playoff-series/2008/series-i/flyers-vs-canadiens,4,4,8,1
20072008,2,J,/schedule/playoff-series/2008/series-j/rangers-vs-penguins,3,1,5,4
20072008,3,N,/schedule/playoff-series/2008/series-n/stars-vs-redwings,25,2,17,4
20072008,3,M,/schedule/playoff-series/2008/series-m/flyers-vs-penguins,4,1,5,4
20072008,4,O,/schedule/playoff-series/2008/series-o/penguins-vs-redwings,5,2,17,4
20082009,1,E,/schedule/playoff-series/2009/series-e/ducks-vs-sharks,24,4,28,2
20082009,1,F,/schedule/playoff-series/2009/series-f/bluejackets-vs-redwings,29,0,17,4
20082009,1,A,/schedule/playoff-series/2009/series-a/canadiens-vs-bruins,8,0,6,4
20082009,1,B,/schedule/playoff-series/2009/series-b/rangers-vs-capitals,3,3,15,4
20082009,1,G,/schedule/playoff-series/2009/series-g/blues-vs-canucks,19,0,23,4
20082009,1,H,/schedule/playoff-series/2009/series-h/flames-vs-blackhawks,20,2,16,4
20082009,1,C,/schedule/playoff-series/2009/series-c/hurricanes-vs-devils,12,4,1,3
20082009,1,D,/schedule/playoff-series/2009/series-d/flyers-vs-penguins,4,2,5,4
20082009,2,K,/schedule/playoff-series/2009/series-k/ducks-vs-redwings,24,3,17,4
20082009,2,L,/schedule/playoff-series/2009/series-l/blackhawks-vs-canucks,16,4,23,2
20082009,2,I,/schedule/playoff-series/2009/series-i/hurricanes-vs-bruins,12,4,6,3
20082009,2,J,/schedule/playoff-series/2009/series-j/penguins-vs-capitals,5,4,15,3
20082009,3,N,/schedule/playoff-series/2009/series-n/blackhawks-vs-redwings,16,1,17,4
20082009,3,M,/schedule/playoff-series/2009/series-m/hurricanes-vs-penguins,12,0,5,4
20082009,4,O,/schedule/playoff-series/2009/series-o/penguins-vs-redwings,5,4,17,3
20092010,1,E,/schedule/playoff-series/2010/series-e/avalanche-vs-sharks,21,2,28,4
20092010,1,F,/schedule/playoff-series/2010/series-f/predators-vs-blackhawks,18,2,16,4
20092010,1,A,/schedule/playoff-series/2010/series-a/canadiens-vs-capitals,8,4,15,3
20092010,1,B,/schedule/playoff-series/2010/series-b/flyers-vs-devils,4,4,1,1
20092010,1,G,/schedule/playoff-series/2010/series-g/kings-vs-canucks,26,2,23,4
20092010,1,H,/schedule/playoff-series/2010/series-h/redwings-vs-coyotes,17,4,27,3
20092010,1,C,/schedule/playoff-series/2010/series-c/bruins-vs-sabres,6,4,7,2
20092010,1,D,/schedule/playoff-series/2010/series-d/senators-vs-penguins,9,2,5,4
20092010,2,K,/schedule/playoff-series/2010/series-k/redwings-vs-sharks,17,1,28,4
20092010,2,L,/schedule/playoff-series/2010/series-l/canucks-vs-blackhawks,23,2,16,4
20092010,2,I,/schedule/playoff-series/2010/series-i/canadiens-vs-penguins,8,4,5,3
20092010,2,J,/schedule/playoff-series/2010/series-j/flyers-vs-bruins,4,4,6,3
20092010,3,N,/schedule/playoff-series/2010/series-n/blackhawks-vs-sharks,16,4,28,0
20092010,3,M,/schedule/playoff-series/2010/series-m/canadiens-vs-flyers,8,1,4,4
20092010,4,O,/schedule/playoff-series/2010/series-o/flyers-vs-blackhawks,4,2,16,4
20102011,1,E,/schedule/playoff-series/2011/series-e/blackhawks-vs-canucks,16,3,23,4
20102011,1,F,/schedule/playoff-series/2011/series-f/kings-vs-sharks,26,2,28,4
20102011,1,A,/schedule/playoff-series/2011/series-a/rangers-vs-capitals,3,1,15,4
20102011,1,B,/schedule/playoff-series/2011/series-b/sabres-vs-flyers,7,3,4,4
20102011,1,G,/schedule/playoff-series/2011/series-g/coyotes-vs-redwings,27,0,17,4
20102011,1,H,/schedule/playoff-series/2011/series-h/predators-vs-ducks,18,4,24,2
20102011,1,C,/schedule/playoff-series/2011/series-c/canadiens-vs-bruins,8,3,6,4
20102011,1,D,/schedule/playoff-series/2011/series-d/lightning-vs-penguins,14,4,5,3
20102011,2,K,/schedule/playoff-series/2011/series-k/predators-vs-canucks,18,2,23,4
20102011,2,L,/schedule/playoff-series/2011/series-l/redwings-vs-sharks,17,3,28,4
20102011,2,I,/schedule/playoff-series/2011/series-i/lightning-vs-capitals,14,4,15,0
20102011,2,J,/schedule/playoff-series/2011/series-j/bruins-vs-flyers,6,4,4,0
20102011,3,N,/schedule/playoff-series/2011/series-n/sharks-vs-canucks,28,1,23,4
20102011,3,M,/schedule/playoff-series/2011/series-m/lightning-vs-bruins,14,3,6,4
20102011,4,O,/schedule/playoff-series/2011/series-o/bruins-vs-canucks,6,4,23,3
20112012,1,E,/schedule/playoff-series/2012/series-e/kings-vs-canucks,26,4,23,1
20112012,1,F,/schedule/playoff-series/2012/series-f/sharks-vs-blues,28,1,19,4
20112012,1,A,/schedule/playoff-series/2012/series-a/senators-vs-rangers,9,3,3,4
20112012,1,B,/schedule/playoff-series/2012/series-b/capitals-vs-bruins,15,4,6,3
20112012,1,G,/schedule/playoff-series/2012/series-g/blackhawks-vs-coyotes,16,2,27,4
20112012,1,H,/schedule/playoff-series/2012/series-h/redwings-vs-predators,17,1,18,4
20112012,1,C,/schedule/playoff-series/2012/series-c/devils-vs-panthers,1,4,13,3
20112012,1,D,/schedule/playoff-series/2012/series-d/flyers-vs-penguins,4,4,5,2
20112012,2,K,/schedule/playoff-series/2012/series-k/kings-vs-blues,26,4,19,0
20112012,2,L,/schedule/playoff-series/2012/series-l/predators-vs-coyotes,18,1,27,4
20112012,2,I,/schedule/playoff-series/2012/series-i/capitals-vs-rangers,15,3,3,4
20112012,2,J,/schedule/playoff-series/2012/series-j/devils-vs-flyers,1,4,4,1
20112012,3,N,/schedule/playoff-series/2012/series-n/kings-vs-coyotes,26,4,27,1
20112012,3,M,/schedule/playoff-series/2012/series-m/devils-vs-rangers,1,4,3,2
20112012,4,O,/schedule/playoff-series/2012/series-o/kings-vs-devils,26,4,1,2
20122013,1,E,/schedule/playoff-series/2013/series-e/wild-vs-blackhawks,30,1,16,4
20122013,1,F,/schedule/playoff-series/2013/series-f/redwings-vs-ducks,17,4,24,3
20122013,1,A,/schedule/playoff-series/2013/series-a/islanders-vs-penguins,2,2,5,4
20122013,1,B,/schedule/playoff-series/2013/series-b/senators-vs-canadiens,9,4,8,1
20122013,1,G,/schedule/playoff-series/2013/series-g/sharks-vs-canucks,28,4,23,0
20122013,1,H,/schedule/playoff-series/2013/series-h/kings-vs-blues,26,4,19,2
20122013,1,C,/schedule/playoff-series/2013/series-c/rangers-vs-capitals,3,4,15,3
20122013,1,D,/schedule/playoff-series/2013/series-d/mapleleafs-vs-bruins,10,3,6,4
20122013,2,K,/schedule/playoff-series/2013/series-k/redwings-vs-blackhawks,17,3,16,4
20122013,2,L,/schedule/playoff-series/2013/series-l/sharks-vs-kings,28,3,26,4
20122013,2,I,/schedule/playoff-series/2013/series-i/senators-vs-penguins,9,1,5,4
20122013,2,J,/schedule/playoff-series/2013/series-j/rangers-vs-bruins,3,1,6,4
20122013,3,N,/schedule/playoff-series/2013/series-n/kings-vs-blackhawks,26,1,16,4
20122013,3,M,/schedule/playoff-series/2013/series-m/bruins-vs-penguins,6,4,5,0
20122013,4,O,/schedule/playoff-series/2013/series-o/bruins-vs-blackhawks,6,2,16,4
20132014,1,E,/schedule/playoff-series/2014/series-e/wild-vs-avalanche,30,4,21,3
20132014,1,F,/schedule/playoff-series/2014/series-f/blackhawks-vs-blues,16,4,19,2
20132014,1,A,/schedule/playoff-series/2014/series-a/redwings-vs-bruins,17,1,6,4
20132014,1,B,/schedule/playoff-series/2014/series-b/canadiens-vs-lightning,8,4,14,0
20132014,1,G,/schedule/playoff-series/2014/series-g/stars-vs-ducks,25,2,24,4
20132014,1,H,/schedule/playoff-series/2014/series-h/kings-vs-sharks,26,4,28,3
20132014,1,C,/schedule/playoff-series/2014/series-c/bluejackets-vs-penguins,29,2,5,4
20132014,1,D,/schedule/playoff-series/2014/series-d/flyers-vs-rangers,4,3,3,4
20132014,2,K,/schedule/playoff-series/2014/series-k/wild-vs-blackhawks,30,2,16,4
20132014,2,L,/schedule/playoff-series/2014/series-l/kings-vs-ducks,26,4,24,3
20132014,2,I,/schedule/playoff-series/2014/series-i/canadiens-vs-bruins,8,4,6,3
20132014,2,J,/schedule/playoff-series/2014/series-j/rangers-vs-penguins,3,4,5,3
20132014,3,N,/schedule/playoff-series/2014/series-n/kings-vs-blackhawks,26,4,16,3
20132014,3,M,/schedule/playoff-series/2014/series-m/rangers-vs-canadiens,3,4,8,2
20132014,4,O,/schedule/playoff-series/2014/series-o/rangers-vs-kings,3,1,26,4
20142015,1,E,/schedule/playoff-series/2015/series-e/wild-vs-blues,30,4,19,2
20142015,1,F,/schedule/playoff-series/2015/series-f/blackhawks-vs-predators,16,4,18,2
20142015,1,A,/schedule/playoff-series/2015/series-a/senators-vs-canadiens,9,2,8,4
20142015,1,B,/schedule/playoff-series/2015/series-b/redwings-vs-lightning,17,3,14,4
20142015,1,G,/schedule/playoff-series/2015/series-g/jets-vs-ducks,52,0,24,4
20142015,1,H,/schedule/playoff-series/2015/series-h/flames-vs-canucks,20,4,23,2
20142015,1,C,/schedule/playoff-series/2015/series-c/penguins-vs-rangers,5,1,3,4
20142015,1,D,/schedule/playoff-series/2015/series-d/islanders-vs-capitals,2,3,15,4
20142015,2,K,/schedule/playoff-series/2015/series-k/wild-vs-blackhawks,30,0,16,4
20142015,2,L,/schedule/playoff-series/2015/series-l/flames-vs-ducks,20,1,24,4
20142015,2,I,/schedule/playoff-series/2015/series-i/lightning-vs-canadiens,14,4,8,2
20142015,2,J,/schedule/playoff-series/2015/series-j/capitals-vs-rangers,15,3,3,4
20142015,3,N,/schedule/playoff-series/2015/series-n/blackhawks-vs-ducks,16,4,24,3
20142015,3,M,/schedule/playoff-series/2015/series-m/lightning-vs-rangers,14,4,3,3
20142015,4,O,/schedule/playoff-series/2015/series-o/blackhawks-vs-lightning,16,4,14,2
20152016,1,E,/schedule/playoff-series/2016/series-e/wild-vs-stars,30,2,25,4
20152016,1,F,/schedule/playoff-series/2016/series-f/blackhawks-vs-blues,16,3,19,4
20152016,1,A,/schedule/playoff-series/2016/series-a/islanders-vs-panthers,2,4,13,2
20152016,1,B,/schedule/playoff-series/2016/series-b/redwings-vs-lightning,17,1,14,4
20152016,1,G,/schedule/playoff-series/2016/series-g/predators-vs-ducks,18,4,24,3
20152016,1,H,/schedule/playoff-series/2016/series-h/sharks-vs-kings,28,4,26,1
20152016,1,C,/schedule/playoff-series/2016/series-c/flyers-vs-capitals,4,2,15,4
20152016,1,D,/schedule/playoff-series/2016/series-d/rangers-vs-penguins,3,1,5,4
20152016,2,K,/schedule/playoff-series/2016/series-k/blues-vs-stars,19,4,25,3
20152016,2,L,/schedule/playoff-series/2016/series-l/predators-vs-sharks,18,3,28,4
20152016,2,I,/schedule/playoff-series/2016/series-i/islanders-vs-lightning,2,1,14,4
20152016,2,J,/schedule/playoff-series/2016/series-j/penguins-vs-capitals,5,4,15,2
20152016,3,N,/schedule/playoff-series/2016/series-n/sharks-vs-blues,28,4,19,2
20152016,3,M,/schedule/playoff-series/2016/series-m/lightning-vs-penguins,14,3,5,4
20152016,4,O,/schedule/playoff-series/2016/series-o/sharks-vs-penguins,28,2,5,4
20162017,1,E,/schedule/playoff-series/2017/series-e/predators-vs-blackhawks,18,4,16,0
20162017,1,X,/schedule/playoff-series/2017/series-x/russia-vs-canada,7406,0,7401,0
20162017,1,F,/schedule/playoff-series/2017/series-f/blues-vs-wild,19,4,30,1
20162017,1,Y,/schedule/playoff-series/2017/series-y/europe-vs-sweden,7403,0,7407,0
20162017,1,A,/schedule/playoff-series/2017/series-a/rangers-vs-canadiens,3,4,8,2
20162017,1,B,/schedule/playoff-series/2017/series-b/bruins-vs-senators,6,2,9,4
20162017,1,G,/schedule/playoff-series/2017/series-g/flames-vs-ducks,20,0,24,4
20162017,1,H,/schedule/playoff-series/2017/series-h/sharks-vs-oilers,28,2,22,4
20162017,1,C,/schedule/playoff-series/2017/series-c/mapleleafs-vs-capitals,10,2,15,4
20162017,1,D,/schedule/playoff-series/2017/series-d/bluejackets-vs-penguins,29,1,5,4
20162017,2,Z,/schedule/playoff-series/2017/series-z/europe-vs-canada,7403,0,7401,0
20162017,2,K,/schedule/playoff-series/2017/series-k/predators-vs-blues,18,4,19,2
20162017,2,L,/schedule/playoff-series/2017/series-l/oilers-vs-ducks,22,3,24,4
20162017,2,I,/schedule/playoff-series/2017/series-i/rangers-vs-senators,3,2,9,4
20162017,2,J,/schedule/playoff-series/2017/series-j/penguins-vs-capitals,5,4,15,3
20162017,3,N,/schedule/playoff-series/2017/series-n/predators-vs-ducks,18,4,24,2
20162017,3,M,/schedule/playoff-series/2017/series-m/senators-vs-penguins,9,3,5,4
20162017,4,O,/schedule/playoff-series/2017/series-o/predators-vs-penguins,18,2,5,4
20172018,1,E,/schedule/playoff-series/2018/series-e/avalanche-vs-predators,21,2,18,4
20172018,1,F,/schedule/playoff-series/2018/series-f/wild-vs-jets,30,1,52,4
20172018,1,A,/schedule/playoff-series/2018/series-a/devils-vs-lightning,1,1,14,4
20172018,1,B,/schedule/playoff-series/2018/series-b/mapleleafs-vs-bruins,10,3,6,4
20172018,1,G,/schedule/playoff-series/2018/series-g/kings-vs-goldenknights,26,0,54,4
20172018,1,H,/schedule/playoff-series/2018/series-h/sharks-vs-ducks,28,4,24,0
20172018,1,C,/schedule/playoff-series/2018/series-c/bluejackets-vs-capitals,29,2,15,4
20172018,1,D,/schedule/playoff-series/2018/series-d/flyers-vs-penguins,4,2,5,4
20172018,2,K,/schedule/playoff-series/2018/series-k/jets-vs-predators,52,4,18,3
20172018,2,L,/schedule/playoff-series/2018/series-l/sharks-vs-goldenknights,28,2,54,4
20172018,2,I,/schedule/playoff-series/2018/series-i/bruins-vs-lightning,6,1,14,4
20172018,2,J,/schedule/playoff-series/2018/series-j/penguins-vs-capitals,5,2,15,4
20172018,3,N,/schedule/playoff-series/2018/series-n/goldenknights-vs-jets,54,4,52,1
20172018,3,M,/schedule/playoff-series/2018/series-m/capitals-vs-lightning,15,4,14,3
20172018,4,O,/schedule/playoff-series/2018/series-o/capitals-vs-goldenknights,15,4,54,1
20182019,1,E,/schedule/playoff-series/2019/series-e/stars-vs-predators,25,4,18,2
20182019,1,F,/schedule/playoff-series/2019/series-f/blues-vs-jets,19,4,52,2
20182019,1,A,/schedule/playoff-series/2019/series-a/bluejackets-vs-lightning,29,4,14,0
20182019,1,B,/schedule/playoff-series/2019/series-b/mapleleafs-vs-bruins,10,3,6,4
20182019,1,G,/schedule/playoff-series/2019/series-g/avalanche-vs-flames,21,4,20,1
20182019,1,H,/schedule/playoff-series/2019/series-h/goldenknights-vs-sharks,54,3,28,4
20182019,1,C,/schedule/playoff-series/2019/series-c/hurricanes-vs-capitals,12,4,15,3
20182019,1,D,/schedule/playoff-series/2019/series-d/penguins-vs-islanders,5,0,2,4
20182019,2,K,/schedule/playoff-series/2019/series-k/stars-vs-blues,25,3,19,4
20182019,2,L,/schedule/playoff-series/2019/series-l/avalanche-vs-sharks,21,3,28,4
20182019,2,I,/schedule/playoff-series/2019/series-i/bluejackets-vs-bruins,29,2,6,4
20182019,2,J,/schedule/playoff-series/2019/series-j/hurricanes-vs-islanders,12,4,2,0
20182019,3,N,/schedule/playoff-series/2019/series-n/blues-vs-sharks,19,4,28,2
20182019,3,M,/schedule/playoff-series/2019/series-m/hurricanes-vs-bruins,12,0,6,4
20182019,4,O,/schedule/playoff-series/2019/series-o/blues-vs-bruins,19,4,6,3
20192020,0,S,/schedule/playoff-series/2020/series-s/canadiens-vs-penguins,8,3,5,1
20192020,0,T,/schedule/playoff-series/2020/series-t/rangers-vs-hurricanes,3,0,12,3
20192020,0,U,/schedule/playoff-series/2020/series-u/panthers-vs-islanders,13,1,2,3
20192020,0,V,/schedule/playoff-series/2020/series-v/bluejackets-vs-mapleleafs,29,3,10,2
20192020,0,W,/schedule/playoff-series/2020/series-w/blackhawks-vs-oilers,16,3,22,1
20192020,0,X,/schedule/playoff-series/2020/series-x/coyotes-vs-predators,53,3,18,1
20192020,0,Y,/schedule/playoff-series/2020/series-y/wild-vs-canucks,30,1,23,3
20192020,0,Z,/schedule/playoff-series/2020/series-z/jets-vs-flames,52,1,20,3
20192020,1,A,/schedule/playoff-series/2020/series-a/canadiens-vs-flyers,8,2,4,4
20192020,1,B,/schedule/playoff-series/2020/series-b/bluejackets-vs-lightning,29,1,14,4
20192020,1,C,/schedule/playoff-series/2020/series-c/islanders-vs-capitals,2,4,15,1
20192020,1,D,/schedule/playoff-series/2020/series-d/hurricanes-vs-bruins,12,1,6,4
20192020,1,E,/schedule/playoff-series/2020/series-e/blackhawks-vs-goldenknights,16,1,54,4
20192020,1,F,/schedule/playoff-series/2020/series-f/coyotes-vs-avalanche,53,1,21,4
20192020,1,G,/schedule/playoff-series/2020/series-g/flames-vs-stars,20,2,25,4
20192020,1,H,/schedule/playoff-series/2020/series-h/canucks-vs-blues,23,4,19,2
20192020,2,I,/schedule/playoff-series/2020/series-i/islanders-vs-flyers,2,4,4,3
20192020,2,J,/schedule/playoff-series/2020/series-j/bruins-vs-lightning,6,1,14,4
20192020,2,K,/schedule/playoff-series/2020/series-k/canucks-vs-goldenknights,23,3,54,4
20192020,2,L,/schedule/playoff-series/2020/series-l/stars-vs-avalanche,25,4,21,3
20192020,3,M,/schedule/playoff-series/2020/series-m/islanders-vs-lightning,2,2,14,4
20192020,3,N,/schedule/playoff-series/2020/series-n/stars-vs-goldenknights,25,4,54,1
20192020,4,O,/schedule/playoff-series/2020/series-o/stars-vs-lightning,25,2,14,4
20202021,1,A,/schedule/playoff-series/2021/series-a/islanders-vs-penguins,2,4,5,2
20202021,1,B,/schedule/playoff-series/2021/series-b/bruins-vs-capitals,6,4,15,1
20202021,1,C,/schedule/playoff-series/2021/series-c/predators-vs-hurricanes,18,2,12,4
20202021,1,D,/schedule/playoff-series/2021/series-d/lightning-vs-panthers,14,4,13,2
20202021,1,E,/schedule/playoff-series/2021/series-e/blues-vs-avalanche,19,0,21,4
20202021,1,F,/schedule/playoff-series/2021/series-f/wild-vs-goldenknights,30,3,54,4
20202021,1,G,/schedule/playoff-series/2021/series-g/canadiens-vs-mapleleafs,8,4,10,3
20202021,1,H,/schedule/playoff-series/2021/series-h/jets-vs-oilers,52,4,22,0
20202021,2,I,/schedule/playoff-series/2021/series-i/islanders-vs-bruins,2,4,6,2
20202021,2,J,/schedule/playoff-series/2021/series-j/lightning-vs-hurricanes,14,4,12,1
