gameID,second,team_6,team_8
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",60,"8477508,8477956,8476422,8476999,8477320,8477931,8478443,8473419,8470638,8475791,8475287,8479325","8473507,8474596,8480068,8474884,8476967,8477476,8477989,8478470,8478915,8480018,8476469,8477494"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",61,"8480001,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287,8479325","8473507,8474596,8480068,8474884,8476967,8477476,8477989,8478470,8478915,8480018,8476469,8477494"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",62,"8480001,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287,8479325","8473507,8474596,8480068,8474884,8476967,8477476,8477989,8478470,8478915,8480018,8476469,8477494"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",63,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287,8479325","8473507,8474596,8480068,8474884,8476967,8477476,8477989,8478470,8478915,8480018,8476469,8477494"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",64,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287,8479325","8475233,8473507,8480068,8474596,8481540,8474884,8476967,8477476,8477989,8478470,8478915,8475279,8480018,8477460,8477494"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",65,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",66,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",67,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",68,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",69,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",70,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
"1      2021021000
2      2021021000
3      2021021000
4      2021021000
5      2021021000
          ...    
995    2021021211
996    2021021211
997    2021021211
998    2021021211
999    2021021211
Name: gameID, Length: 999, dtype: int64",71,"8480001,8475745,8477508,8477956,8476422,8476999,8473419,8478443,8470638,8475791,8475186,8475287","8475233,8473507,8480068,8474596,8481540,8476967,8477989,8478470,8475279,8480018,8477460,8477494,8475227"
