,seasons,bracketLogos,seriesUrls,seriesLetters,playoffRounds,topSeedRanks,topSeedRankAbbrevs,topSeedWins,bottomSeedRanks,bottomSeedRankAbbrevs,bottomSeedWins,winningTeamIds,losingTeamIds,topSeedIDs,bottomSeedIDs
658,2006,,/schedule/playoff-series/2006/series-e/oilers-vs-redwings,E,1,1,D1,2,8,C8,4,22,17,17,22
659,2006,,/schedule/playoff-series/2006/series-f/avalanche-vs-stars,F,1,2,D1,1,7,C7,4,21,25,25,21
660,2006,,/schedule/playoff-series/2006/series-g/ducks-vs-flames,G,1,3,D1,3,6,C6,4,24,20,20,24
661,2006,,/schedule/playoff-series/2006/series-h/sharks-vs-predators,H,1,4,C4,1,5,C5,4,28,18,18,28
662,2006,,/schedule/playoff-series/2006/series-i/sabres-vs-senators,I,2,1,D1,1,4,C4,4,7,9,9,7
663,2006,,/schedule/playoff-series/2006/series-j/devils-vs-hurricanes,J,2,2,D1,4,3,D1,1,12,1,12,1
664,2006,,/schedule/playoff-series/2006/series-k/oilers-vs-sharks,K,2,5,C5,2,8,C8,4,22,28,28,22
665,2006,,/schedule/playoff-series/2006/series-l/avalanche-vs-ducks,L,2,6,C6,4,7,C7,0,24,21,24,21
666,2006,,/schedule/playoff-series/2006/series-m/sabres-vs-hurricanes,M,3,2,D1,4,4,C4,3,12,7,12,7
667,2006,,/schedule/playoff-series/2006/series-n/oilers-vs-ducks,N,3,6,C6,1,8,C8,4,22,24,24,22
668,2006,,/schedule/playoff-series/2006/series-o/oilers-vs-hurricanes,O,4,2,D1,4,8,C8,3,12,22,12,22
669,2007,,/schedule/playoff-series/2007/series-a/islanders-vs-sabres,A,1,1,D1,4,8,C8,1,7,2,7,2
670,2007,,/schedule/playoff-series/2007/series-b/lightning-vs-devils,B,1,2,D1,4,7,C7,2,1,14,1,14
671,2007,,/schedule/playoff-series/2007/series-c/rangers-vs-thrashers,C,1,3,D1,0,6,C6,4,3,11,11,3
672,2007,,/schedule/playoff-series/2007/series-d/penguins-vs-senators,D,1,4,C4,4,5,C5,1,9,5,9,5
673,2007,,/schedule/playoff-series/2007/series-e/flames-vs-redwings,E,1,1,D1,4,8,C8,2,17,20,17,20
674,2007,,/schedule/playoff-series/2007/series-f/wild-vs-ducks,F,1,2,D1,4,7,C7,1,24,30,24,30
675,2007,,/schedule/playoff-series/2007/series-g/stars-vs-canucks,G,1,3,D1,4,6,C6,3,23,25,23,25
676,2007,,/schedule/playoff-series/2007/series-h/sharks-vs-predators,H,1,4,C4,1,5,C5,4,28,18,18,28
677,2007,,/schedule/playoff-series/2007/series-i/rangers-vs-sabres,I,2,1,D1,4,6,C6,2,7,3,7,3
678,2007,,/schedule/playoff-series/2007/series-j/senators-vs-devils,J,2,2,D1,1,4,C4,4,9,1,1,9
679,2007,,/schedule/playoff-series/2007/series-k/sharks-vs-redwings,K,2,1,D1,4,5,C5,2,17,28,17,28
680,2007,,/schedule/playoff-series/2007/series-l/canucks-vs-ducks,L,2,2,D1,4,3,D1,1,24,23,24,23
681,2007,,/schedule/playoff-series/2007/series-m/senators-vs-sabres,M,3,1,D1,1,4,C4,4,9,7,7,9
682,2007,,/schedule/playoff-series/2007/series-n/ducks-vs-redwings,N,3,1,D1,2,2,D1,4,24,17,17,24
683,2007,,/schedule/playoff-series/2007/series-o/senators-vs-ducks,O,4,2,D1,4,4,C4,1,24,9,24,9
684,2008,,/schedule/playoff-series/2008/series-a/bruins-vs-canadiens,A,1,1,D1,4,8,C8,3,8,6,8,6
685,2008,,/schedule/playoff-series/2008/series-b/senators-vs-penguins,B,1,2,D1,4,7,C7,0,5,9,5,9
686,2008,,/schedule/playoff-series/2008/series-c/flyers-vs-capitals,C,1,3,D1,3,6,C6,4,4,15,15,4
687,2008,,/schedule/playoff-series/2008/series-d/rangers-vs-devils,D,1,4,C4,1,5,C5,4,3,1,1,3
688,2008,,/schedule/playoff-series/2008/series-e/predators-vs-redwings,E,1,1,D1,4,8,C8,2,17,18,17,18
689,2008,,/schedule/playoff-series/2008/series-f/flames-vs-sharks,F,1,2,D1,4,7,C7,3,28,20,28,20
690,2008,,/schedule/playoff-series/2008/series-g/avalanche-vs-wild,G,1,3,D1,2,6,C6,4,21,30,30,21
691,2008,,/schedule/playoff-series/2008/series-h/stars-vs-ducks,H,1,4,C4,2,5,C5,4,25,24,24,25
692,2008,,/schedule/playoff-series/2008/series-i/flyers-vs-canadiens,I,2,1,D1,1,6,C6,4,4,8,8,4
693,2008,,/schedule/playoff-series/2008/series-j/rangers-vs-penguins,J,2,2,D1,4,5,C5,1,5,3,5,3
694,2008,,/schedule/playoff-series/2008/series-k/avalanche-vs-redwings,K,2,1,D1,4,6,C6,0,17,21,17,21
695,2008,,/schedule/playoff-series/2008/series-l/stars-vs-sharks,L,2,2,D1,2,5,C5,4,25,28,28,25
696,2008,,/schedule/playoff-series/2008/series-m/flyers-vs-penguins,M,3,2,D1,4,6,C6,1,5,4,5,4
697,2008,,/schedule/playoff-series/2008/series-n/stars-vs-redwings,N,3,1,D1,4,5,C5,2,17,25,17,25
698,2008,,/schedule/playoff-series/2008/series-o/penguins-vs-redwings,O,4,1,D1,4,2,D1,2,17,5,17,5
699,2009,,/schedule/playoff-series/2009/series-a/canadiens-vs-bruins,A,1,1,D1,4,8,C8,0,6,8,6,8
700,2009,,/schedule/playoff-series/2009/series-b/rangers-vs-capitals,B,1,2,D1,4,7,C7,3,15,3,15,3
701,2009,,/schedule/playoff-series/2009/series-c/hurricanes-vs-devils,C,1,3,D1,3,6,C6,4,12,1,1,12
702,2009,,/schedule/playoff-series/2009/series-d/flyers-vs-penguins,D,1,4,C4,4,5,C5,2,5,4,5,4
703,2009,,/schedule/playoff-series/2009/series-e/ducks-vs-sharks,E,1,1,D1,2,8,C8,4,24,28,28,24
704,2009,,/schedule/playoff-series/2009/series-f/bluejackets-vs-redwings,F,1,2,D1,4,7,C7,0,17,29,17,29
705,2009,,/schedule/playoff-series/2009/series-g/blues-vs-canucks,G,1,3,D1,4,6,C6,0,23,19,23,19
706,2009,,/schedule/playoff-series/2009/series-h/flames-vs-blackhawks,H,1,4,C4,4,5,C5,2,16,20,16,20
707,2009,,/schedule/playoff-series/2009/series-i/hurricanes-vs-bruins,I,2,1,D1,3,6,C6,4,12,6,6,12
708,2009,,/schedule/playoff-series/2009/series-j/penguins-vs-capitals,J,2,2,D1,3,4,C4,4,5,15,15,5
709,2009,,/schedule/playoff-series/2009/series-k/ducks-vs-redwings,K,2,2,D1,4,8,C8,3,17,24,17,24
710,2009,,/schedule/playoff-series/2009/series-l/blackhawks-vs-canucks,L,2,3,D1,2,4,C4,4,16,23,23,16
711,2009,,/schedule/playoff-series/2009/series-m/hurricanes-vs-penguins,M,3,4,C4,4,6,C6,0,5,12,5,12
712,2009,,/schedule/playoff-series/2009/series-n/blackhawks-vs-redwings,N,3,2,D1,4,4,C4,1,17,16,17,16
713,2009,,/schedule/playoff-series/2009/series-o/penguins-vs-redwings,O,4,2,D1,3,4,C4,4,5,17,17,5
714,2010,,/schedule/playoff-series/2010/series-a/canadiens-vs-capitals,A,1,1,D1,3,8,C8,4,8,15,15,8
715,2010,,/schedule/playoff-series/2010/series-b/flyers-vs-devils,B,1,2,D1,1,7,C7,4,4,1,1,4
716,2010,,/schedule/playoff-series/2010/series-c/bruins-vs-sabres,C,1,3,D1,2,6,C6,4,6,7,7,6
717,2010,,/schedule/playoff-series/2010/series-d/senators-vs-penguins,D,1,4,C4,4,5,C5,2,5,9,5,9
718,2010,,/schedule/playoff-series/2010/series-e/avalanche-vs-sharks,E,1,1,D1,4,8,C8,2,28,21,28,21
719,2010,,/schedule/playoff-series/2010/series-f/predators-vs-blackhawks,F,1,2,D1,4,7,C7,2,16,18,16,18
720,2010,,/schedule/playoff-series/2010/series-g/kings-vs-canucks,G,1,3,D1,4,6,C6,2,23,26,23,26
721,2010,,/schedule/playoff-series/2010/series-h/redwings-vs-coyotes,H,1,4,C4,3,5,C5,4,17,27,27,17
722,2010,,/schedule/playoff-series/2010/series-i/canadiens-vs-penguins,I,2,4,C4,3,8,C8,4,8,5,5,8
723,2010,,/schedule/playoff-series/2010/series-j/flyers-vs-bruins,J,2,6,C6,3,7,C7,4,4,6,6,4
724,2010,,/schedule/playoff-series/2010/series-k/redwings-vs-sharks,K,2,1,D1,4,5,C5,1,28,17,28,17
725,2010,,/schedule/playoff-series/2010/series-l/canucks-vs-blackhawks,L,2,2,D1,4,3,D1,2,16,23,16,23
726,2010,,/schedule/playoff-series/2010/series-m/canadiens-vs-flyers,M,3,7,C7,4,8,C8,1,4,8,4,8
727,2010,,/schedule/playoff-series/2010/series-n/blackhawks-vs-sharks,N,3,1,D1,0,2,D1,4,16,28,28,16
728,2010,,/schedule/playoff-series/2010/series-o/flyers-vs-blackhawks,O,4,2,D1,4,7,C7,2,16,4,16,4
729,2011,,/schedule/playoff-series/2011/series-a/rangers-vs-capitals,A,1,1,D1,4,8,C8,1,15,3,15,3
730,2011,,/schedule/playoff-series/2011/series-b/sabres-vs-flyers,B,1,2,D1,4,7,C7,3,4,7,4,7
731,2011,,/schedule/playoff-series/2011/series-c/canadiens-vs-bruins,C,1,3,D1,4,6,C6,3,6,8,6,8
732,2011,,/schedule/playoff-series/2011/series-d/lightning-vs-penguins,D,1,4,C4,3,5,C5,4,14,5,5,14
733,2011,,/schedule/playoff-series/2011/series-e/blackhawks-vs-canucks,E,1,1,D1,4,8,C8,3,23,16,23,16
734,2011,,/schedule/playoff-series/2011/series-f/kings-vs-sharks,F,1,2,D1,4,7,C7,2,28,26,28,26
735,2011,,/schedule/playoff-series/2011/series-g/coyotes-vs-redwings,G,1,3,D1,4,6,C6,0,17,27,17,27
736,2011,,/schedule/playoff-series/2011/series-h/predators-vs-ducks,H,1,4,C4,2,5,C5,4,18,24,24,18
737,2011,,/schedule/playoff-series/2011/series-i/lightning-vs-capitals,I,2,1,D1,0,5,C5,4,14,15,15,14
738,2011,,/schedule/playoff-series/2011/series-j/bruins-vs-flyers,J,2,2,D1,0,3,D1,4,6,4,4,6
739,2011,,/schedule/playoff-series/2011/series-k/predators-vs-canucks,K,2,1,D1,4,5,C5,2,23,18,23,18
740,2011,,/schedule/playoff-series/2011/series-l/redwings-vs-sharks,L,2,2,D1,4,3,D1,3,28,17,28,17
741,2011,,/schedule/playoff-series/2011/series-m/lightning-vs-bruins,M,3,3,D1,4,5,C5,3,6,14,6,14
742,2011,,/schedule/playoff-series/2011/series-n/sharks-vs-canucks,N,3,1,D1,4,2,D1,1,23,28,23,28
743,2011,,/schedule/playoff-series/2011/series-o/bruins-vs-canucks,O,4,1,D1,3,3,D1,4,6,23,23,6
744,2012,,/schedule/playoff-series/2012/series-a/senators-vs-rangers,A,1,1,D1,4,8,C8,3,3,9,3,9
745,2012,,/schedule/playoff-series/2012/series-b/capitals-vs-bruins,B,1,2,D1,3,7,C7,4,15,6,6,15
746,2012,,/schedule/playoff-series/2012/series-c/devils-vs-panthers,C,1,3,D1,3,6,C6,4,1,13,13,1
747,2012,,/schedule/playoff-series/2012/series-d/flyers-vs-penguins,D,1,4,C4,2,5,C5,4,4,5,5,4
748,2012,,/schedule/playoff-series/2012/series-e/kings-vs-canucks,E,1,1,D1,1,8,C8,4,26,23,23,26
749,2012,,/schedule/playoff-series/2012/series-f/sharks-vs-blues,F,1,2,D1,4,7,C7,1,19,28,19,28
750,2012,,/schedule/playoff-series/2012/series-g/blackhawks-vs-coyotes,G,1,3,D1,4,6,C6,2,27,16,27,16
751,2012,,/schedule/playoff-series/2012/series-h/redwings-vs-predators,H,1,4,C4,4,5,C5,1,18,17,18,17
752,2012,,/schedule/playoff-series/2012/series-i/capitals-vs-rangers,I,2,1,D1,4,7,C7,3,3,15,3,15
753,2012,,/schedule/playoff-series/2012/series-j/devils-vs-flyers,J,2,5,C5,1,6,C6,4,1,4,4,1
754,2012,,/schedule/playoff-series/2012/series-k/kings-vs-blues,K,2,2,D1,0,8,C8,4,26,19,19,26
755,2012,,/schedule/playoff-series/2012/series-l/predators-vs-coyotes,L,2,3,D1,4,4,C4,1,27,18,27,18
756,2012,,/schedule/playoff-series/2012/series-m/devils-vs-rangers,M,3,1,D1,2,6,C6,4,1,3,3,1
757,2012,,/schedule/playoff-series/2012/series-n/kings-vs-coyotes,N,3,3,D1,1,8,C8,4,26,27,27,26
758,2012,,/schedule/playoff-series/2012/series-o/kings-vs-devils,O,4,6,C6,2,8,C8,4,26,1,1,26
759,2013,,/schedule/playoff-series/2013/series-a/islanders-vs-penguins,A,1,1,D1,4,8,C8,2,5,2,5,2
760,2013,,/schedule/playoff-series/2013/series-b/senators-vs-canadiens,B,1,2,D1,1,7,C7,4,9,8,8,9
761,2013,,/schedule/playoff-series/2013/series-c/rangers-vs-capitals,C,1,3,D1,3,6,C6,4,3,15,15,3
762,2013,,/schedule/playoff-series/2013/series-d/mapleleafs-vs-bruins,D,1,4,C4,4,5,C5,3,6,10,6,10
763,2013,,/schedule/playoff-series/2013/series-e/wild-vs-blackhawks,E,1,1,D1,4,8,C8,1,16,30,16,30
764,2013,,/schedule/playoff-series/2013/series-f/redwings-vs-ducks,F,1,2,D1,3,7,C7,4,17,24,24,17
765,2013,,/schedule/playoff-series/2013/series-g/sharks-vs-canucks,G,1,3,D1,0,6,C6,4,28,23,23,28
766,2013,,/schedule/playoff-series/2013/series-h/kings-vs-blues,H,1,4,C4,2,5,C5,4,26,19,19,26
767,2013,,/schedule/playoff-series/2013/series-i/senators-vs-penguins,I,2,1,D1,4,7,C7,1,5,9,5,9
768,2013,,/schedule/playoff-series/2013/series-j/rangers-vs-bruins,J,2,4,C4,4,6,C6,1,6,3,6,3
769,2013,,/schedule/playoff-series/2013/series-k/redwings-vs-blackhawks,K,2,1,D1,4,7,C7,3,16,17,16,17
770,2013,,/schedule/playoff-series/2013/series-l/sharks-vs-kings,L,2,5,C5,4,6,C6,3,26,28,26,28
771,2013,,/schedule/playoff-series/2013/series-m/bruins-vs-penguins,M,3,1,D1,0,4,C4,4,6,5,5,6
772,2013,,/schedule/playoff-series/2013/series-n/kings-vs-blackhawks,N,3,1,D1,4,5,C5,1,16,26,16,26
773,2013,,/schedule/playoff-series/2013/series-o/bruins-vs-blackhawks,O,4,1,D1,4,4,C4,2,16,6,16,6
774,2014,,/schedule/playoff-series/2014/series-a/redwings-vs-bruins,A,1,1,D1,4,4,WC2,1,6,17,6,17
775,2014,,/schedule/playoff-series/2014/series-b/canadiens-vs-lightning,B,1,2,D2,0,3,D3,4,8,14,14,8
776,2014,,/schedule/playoff-series/2014/series-c/bluejackets-vs-penguins,C,1,1,D1,4,4,WC1,2,5,29,5,29
777,2014,,/schedule/playoff-series/2014/series-d/flyers-vs-rangers,D,1,2,D2,4,3,D3,3,3,4,3,4
778,2014,,/schedule/playoff-series/2014/series-e/wild-vs-avalanche,E,1,1,D1,3,4,WC1,4,30,21,21,30
779,2014,,/schedule/playoff-series/2014/series-f/blackhawks-vs-blues,F,1,2,D2,2,3,D3,4,16,19,19,16
780,2014,,/schedule/playoff-series/2014/series-g/stars-vs-ducks,G,1,1,D1,4,4,WC2,2,24,25,24,25
781,2014,,/schedule/playoff-series/2014/series-h/kings-vs-sharks,H,1,2,D2,3,3,D3,4,26,28,28,26
782,2014,,/schedule/playoff-series/2014/series-i/canadiens-vs-bruins,I,2,1,D1,3,3,D3,4,8,6,6,8
783,2014,,/schedule/playoff-series/2014/series-j/rangers-vs-penguins,J,2,1,D1,3,2,D2,4,3,5,5,3
784,2014,,/schedule/playoff-series/2014/series-k/wild-vs-blackhawks,K,2,3,D3,4,4,WC1,2,16,30,16,30
785,2014,,/schedule/playoff-series/2014/series-l/kings-vs-ducks,L,2,1,D1,3,3,D3,4,26,24,24,26
786,2014,,/schedule/playoff-series/2014/series-m/rangers-vs-canadiens,M,3,3,D3,2,2,D2,4,3,8,8,3
787,2014,,/schedule/playoff-series/2014/series-n/kings-vs-blackhawks,N,3,3,D3,3,3,D3,4,26,16,16,26
788,2014,,/schedule/playoff-series/2014/series-o/rangers-vs-kings,O,4,3,D3,4,2,D2,1,26,3,26,3
789,2015,,/schedule/playoff-series/2015/series-a/senators-vs-canadiens,A,1,1,D1,4,4,WC1,2,8,9,8,9
790,2015,,/schedule/playoff-series/2015/series-b/redwings-vs-lightning,B,1,2,D2,4,3,D3,3,14,17,14,17
791,2015,,/schedule/playoff-series/2015/series-c/penguins-vs-rangers,C,1,1,D1,4,4,WC2,1,3,5,3,5
792,2015,,/schedule/playoff-series/2015/series-d/islanders-vs-capitals,D,1,2,D2,4,3,D3,3,15,2,15,2
793,2015,,/schedule/playoff-series/2015/series-e/wild-vs-blues,E,1,1,D1,2,4,WC1,4,30,19,19,30
794,2015,,/schedule/playoff-series/2015/series-f/blackhawks-vs-predators,F,1,2,D2,2,3,D3,4,16,18,18,16
795,2015,,/schedule/playoff-series/2015/series-g/jets-vs-ducks,G,1,1,D1,4,4,WC2,0,24,52,24,52
796,2015,,/schedule/playoff-series/2015/series-h/flames-vs-canucks,H,1,2,D2,2,3,D3,4,20,23,23,20
797,2015,,/schedule/playoff-series/2015/series-i/lightning-vs-canadiens,I,2,1,D1,2,2,D2,4,14,8,8,14
798,2015,,/schedule/playoff-series/2015/series-j/capitals-vs-rangers,J,2,1,D1,4,2,D2,3,3,15,3,15
799,2015,,/schedule/playoff-series/2015/series-k/wild-vs-blackhawks,K,2,3,D3,4,4,WC1,0,16,30,16,30
800,2015,,/schedule/playoff-series/2015/series-l/flames-vs-ducks,L,2,1,D1,4,3,D3,1,24,20,24,20
801,2015,,/schedule/playoff-series/2015/series-m/lightning-vs-rangers,M,3,1,D1,3,2,D2,4,14,3,3,14
802,2015,,/schedule/playoff-series/2015/series-n/blackhawks-vs-ducks,N,3,1,D1,3,3,D3,4,16,24,24,16
803,2015,,/schedule/playoff-series/2015/series-o/blackhawks-vs-lightning,O,4,2,D2,2,3,D3,4,16,14,14,16
804,2016,,/schedule/playoff-series/2016/series-a/islanders-vs-panthers,A,1,1,D1,2,4,WC1,4,2,13,13,2
805,2016,,/schedule/playoff-series/2016/series-b/redwings-vs-lightning,B,1,2,D2,4,3,D3,1,14,17,14,17
806,2016,,/schedule/playoff-series/2016/series-c/flyers-vs-capitals,C,1,1,D1,4,4,WC2,2,15,4,15,4
807,2016,,/schedule/playoff-series/2016/series-d/rangers-vs-penguins,D,1,2,D2,4,3,D3,1,5,3,5,3
808,2016,,/schedule/playoff-series/2016/series-e/wild-vs-stars,E,1,1,D1,4,4,WC2,2,25,30,25,30
809,2016,,/schedule/playoff-series/2016/series-f/blackhawks-vs-blues,F,1,2,D2,4,3,D3,3,19,16,19,16
810,2016,,/schedule/playoff-series/2016/series-g/predators-vs-ducks,G,1,1,D1,3,4,WC1,4,18,24,24,18
811,2016,,/schedule/playoff-series/2016/series-h/sharks-vs-kings,H,1,2,D2,1,3,D3,4,28,26,26,28
812,2016,,/schedule/playoff-series/2016/series-i/islanders-vs-lightning,I,2,2,D2,4,4,WC1,1,14,2,14,2
813,2016,,/schedule/playoff-series/2016/series-j/penguins-vs-capitals,J,2,1,D1,2,2,D2,4,5,15,15,5
814,2016,,/schedule/playoff-series/2016/series-k/blues-vs-stars,K,2,1,D1,3,2,D2,4,19,25,25,19
815,2016,,/schedule/playoff-series/2016/series-l/predators-vs-sharks,L,2,3,D3,4,4,WC1,3,28,18,28,18
816,2016,,/schedule/playoff-series/2016/series-m/lightning-vs-penguins,M,3,2,D2,4,2,D2,3,5,14,5,14
817,2016,,/schedule/playoff-series/2016/series-n/sharks-vs-blues,N,3,2,D2,2,3,D3,4,28,19,19,28
818,2016,,/schedule/playoff-series/2016/series-o/sharks-vs-penguins,O,4,2,D2,4,3,D3,2,5,28,5,28
819,2017,,/schedule/playoff-series/2017/series-a/rangers-vs-canadiens,A,1,1,D1,2,4,WC1,4,3,8,8,3
820,2017,,/schedule/playoff-series/2017/series-b/bruins-vs-senators,B,1,2,D2,4,3,D3,2,9,6,9,6
821,2017,,/schedule/playoff-series/2017/series-c/mapleleafs-vs-capitals,C,1,1,D1,4,4,WC2,2,15,10,15,10
822,2017,,/schedule/playoff-series/2017/series-d/bluejackets-vs-penguins,D,1,2,D2,4,3,D3,1,5,29,5,29
823,2017,,/schedule/playoff-series/2017/series-e/predators-vs-blackhawks,E,1,1,D1,0,4,WC2,4,18,16,16,18
824,2017,,/schedule/playoff-series/2017/series-f/blues-vs-wild,F,1,2,D2,1,3,D3,4,19,30,30,19
825,2017,,/schedule/playoff-series/2017/series-g/flames-vs-ducks,G,1,1,D1,4,4,WC1,0,24,20,24,20
826,2017,,/schedule/playoff-series/2017/series-h/sharks-vs-oilers,H,1,2,D2,4,3,D3,2,22,28,22,28
827,2017,,/schedule/playoff-series/2017/series-i/rangers-vs-senators,I,2,2,D2,4,4,WC1,2,9,3,9,3
828,2017,,/schedule/playoff-series/2017/series-j/penguins-vs-capitals,J,2,1,D1,3,2,D2,4,5,15,15,5
829,2017,,/schedule/playoff-series/2017/series-k/predators-vs-blues,K,2,3,D3,2,4,WC2,4,18,19,19,18
830,2017,,/schedule/playoff-series/2017/series-l/oilers-vs-ducks,L,2,1,D1,4,2,D2,3,24,22,24,22
831,2017,,/schedule/playoff-series/2017/series-m/senators-vs-penguins,M,3,2,D2,4,2,D2,3,5,9,5,9
832,2017,,/schedule/playoff-series/2017/series-n/predators-vs-ducks,N,3,1,D1,2,4,WC2,4,18,24,24,18
833,2017,,/schedule/playoff-series/2017/series-o/predators-vs-penguins,O,4,2,D2,4,4,WC2,2,5,18,5,18
834,2018,,/schedule/playoff-series/2018/series-a/devils-vs-lightning,A,1,1,D1,4,4,WC2,1,14,1,14,1
835,2018,,/schedule/playoff-series/2018/series-b/mapleleafs-vs-bruins,B,1,2,D2,4,3,D3,3,6,10,6,10
836,2018,,/schedule/playoff-series/2018/series-c/bluejackets-vs-capitals,C,1,1,D1,4,4,WC1,2,15,29,15,29
837,2018,,/schedule/playoff-series/2018/series-d/flyers-vs-penguins,D,1,2,D2,4,3,D3,2,5,4,5,4
838,2018,,/schedule/playoff-series/2018/series-e/avalanche-vs-predators,E,1,1,D1,4,4,WC2,2,18,21,18,21
839,2018,,/schedule/playoff-series/2018/series-f/wild-vs-jets,F,1,2,D2,4,3,D3,1,52,30,52,30
840,2018,,/schedule/playoff-series/2018/series-g/kings-vs-goldenknights,G,1,1,D1,4,4,WC1,0,54,26,54,26
841,2018,,/schedule/playoff-series/2018/series-h/sharks-vs-ducks,H,1,2,D2,0,3,D3,4,28,24,24,28
842,2018,,/schedule/playoff-series/2018/series-i/bruins-vs-lightning,I,2,1,D1,4,2,D2,1,14,6,14,6
843,2018,,/schedule/playoff-series/2018/series-j/penguins-vs-capitals,J,2,1,D1,4,2,D2,2,15,5,15,5
844,2018,,/schedule/playoff-series/2018/series-k/jets-vs-predators,K,2,1,D1,3,2,D2,4,52,18,18,52
845,2018,,/schedule/playoff-series/2018/series-l/sharks-vs-goldenknights,L,2,1,D1,4,3,D3,2,54,28,54,28
846,2018,,/schedule/playoff-series/2018/series-m/capitals-vs-lightning,M,3,1,D1,3,1,D1,4,15,14,14,15
847,2018,,/schedule/playoff-series/2018/series-n/goldenknights-vs-jets,N,3,2,D2,1,1,D1,4,54,52,52,54
848,2018,,/schedule/playoff-series/2018/series-o/capitals-vs-goldenknights,O,4,1,D1,1,1,D1,4,15,54,54,15
849,2019,,/schedule/playoff-series/2019/series-a/bluejackets-vs-lightning,A,1,1,D1,0,4,WC2,4,29,14,14,29
850,2019,,/schedule/playoff-series/2019/series-b/mapleleafs-vs-bruins,B,1,2,D2,4,3,D3,3,6,10,6,10
851,2019,,/schedule/playoff-series/2019/series-c/hurricanes-vs-capitals,C,1,1,D1,3,4,WC1,4,12,15,15,12
852,2019,,/schedule/playoff-series/2019/series-d/penguins-vs-islanders,D,1,2,D2,4,3,D3,0,2,5,2,5
853,2019,,/schedule/playoff-series/2019/series-e/stars-vs-predators,E,1,1,D1,2,4,WC1,4,25,18,18,25
854,2019,,/schedule/playoff-series/2019/series-f/blues-vs-jets,F,1,2,D2,2,3,D3,4,19,52,52,19
855,2019,,/schedule/playoff-series/2019/series-g/avalanche-vs-flames,G,1,1,D1,1,4,WC2,4,21,20,20,21
856,2019,,/schedule/playoff-series/2019/series-h/goldenknights-vs-sharks,H,1,2,D2,4,3,D3,3,28,54,28,54
857,2019,,/schedule/playoff-series/2019/series-i/bluejackets-vs-bruins,I,2,2,D2,4,4,WC2,2,6,29,6,29
858,2019,,/schedule/playoff-series/2019/series-j/hurricanes-vs-islanders,J,2,2,D2,0,4,WC1,4,12,2,2,12
859,2019,,/schedule/playoff-series/2019/series-k/stars-vs-blues,K,2,3,D3,4,4,WC1,3,19,25,19,25
860,2019,,/schedule/playoff-series/2019/series-l/avalanche-vs-sharks,L,2,2,D2,4,4,WC2,3,28,21,28,21
861,2019,,/schedule/playoff-series/2019/series-m/hurricanes-vs-bruins,M,3,2,D2,4,4,WC1,0,6,12,6,12
862,2019,,/schedule/playoff-series/2019/series-n/blues-vs-sharks,N,3,2,D2,2,3,D3,4,19,28,28,19
863,2019,,/schedule/playoff-series/2019/series-o/blues-vs-bruins,O,4,2,D2,3,3,D3,4,19,6,6,19
864,2020,,/schedule/playoff-series/2020/series-a/canadiens-vs-flyers,A,1,1,C4,4,8,C12,2,4,8,4,8
865,2020,,/schedule/playoff-series/2020/series-b/bluejackets-vs-lightning,B,1,2,C2,4,7,C9,1,14,29,14,29
866,2020,,/schedule/playoff-series/2020/series-c/islanders-vs-capitals,C,1,3,C3,1,6,C7,4,2,15,15,2
867,2020,,/schedule/playoff-series/2020/series-d/hurricanes-vs-bruins,D,1,4,C1,4,5,C6,1,6,12,6,12
868,2020,,/schedule/playoff-series/2020/series-e/blackhawks-vs-goldenknights,E,1,1,C3,4,8,C12,1,54,16,54,16
869,2020,,/schedule/playoff-series/2020/series-f/coyotes-vs-avalanche,F,1,2,C2,4,7,C11,1,21,53,21,53
870,2020,,/schedule/playoff-series/2020/series-g/flames-vs-stars,G,1,3,C4,4,6,C8,2,25,20,25,20
871,2020,,/schedule/playoff-series/2020/series-h/canucks-vs-blues,H,1,4,C1,2,5,C7,4,23,19,19,23
872,2020,,/schedule/playoff-series/2020/series-i/islanders-vs-flyers,I,2,1,C4,3,6,C7,4,2,4,4,2
873,2020,,/schedule/playoff-series/2020/series-j/bruins-vs-lightning,J,2,2,C2,4,4,C1,1,14,6,14,6
874,2020,,/schedule/playoff-series/2020/series-k/canucks-vs-goldenknights,K,2,1,C3,4,5,C7,3,54,23,54,23
875,2020,,/schedule/playoff-series/2020/series-l/stars-vs-avalanche,L,2,2,C2,3,3,C4,4,25,21,21,25
876,2020,,/schedule/playoff-series/2020/series-m/islanders-vs-lightning,M,3,2,C2,4,6,C7,2,14,2,14,2
877,2020,,/schedule/playoff-series/2020/series-n/stars-vs-goldenknights,N,3,1,C3,1,3,C4,4,25,54,54,25
878,2020,,/schedule/playoff-series/2020/series-o/stars-vs-lightning,O,4,2,C2,4,3,C4,2,14,25,14,25
879,2020,,/schedule/playoff-series/2020/series-s/canadiens-vs-penguins,S,0,5,C5,1,12,C12,3,8,5,5,8
880,2020,,/schedule/playoff-series/2020/series-t/rangers-vs-hurricanes,T,0,6,C6,3,11,C11,0,12,3,12,3
881,2020,,/schedule/playoff-series/2020/series-u/panthers-vs-islanders,U,0,7,C7,3,10,C10,1,2,13,2,13
882,2020,,/schedule/playoff-series/2020/series-v/bluejackets-vs-mapleleafs,V,0,8,C8,2,9,C9,3,29,10,10,29
883,2020,,/schedule/playoff-series/2020/series-w/blackhawks-vs-oilers,W,0,5,C5,1,12,C12,3,16,22,22,16
