gameID,playerId,sweaterNumber,position,pim,toi,evenStrengthShotsAgainst,powerPlayShotsAgainst,shorthandedShotsAgainst,saveShotsAgainst,savePctg,evenStrengthGoalsAgainst,powerPlayGoalsAgainst,shorthandedGoalsAgainst,goalsAgainst,starter,shotsAgainst,saves
2006020195,8460715,47,G,,,,,,,,,,,,False,,
2006020195,8469548,1,G,,,,,,,,,,,,False,,
2006020195,8469675,29,G,0.0,58:42,30/31,7/9,0/0,37/40,0.925,1.0,2.0,0.0,3.0,True,40.0,37.0
2006020196,8460704,1,G,0.0,59:51,18/19,0/0,5/5,23/24,0.958333,1.0,0.0,0.0,1.0,True,24.0,23.0
2006020196,8470140,32,G,,,,,,,,,,,,False,,
2006020196,8456137,1,G,,,,,,,,,,,,False,,
2006020196,8468481,39,G,0.0,59:55,9/12,6/7,0/0,15/19,0.789474,3.0,1.0,0.0,4.0,True,19.0,15.0
2006020197,8462161,1,G,0.0,60:00,26/28,6/7,1/1,33/36,0.916667,2.0,1.0,0.0,3.0,True,36.0,33.0
2006020197,8448535,37,G,,,,,,,,,,,,False,,
2006020197,8467511,30,G,0.0,38:24,3/4,6/6,1/1,10/11,0.909091,1.0,0.0,0.0,1.0,False,11.0,10.0
2006020197,8465093,42,G,0.0,20:00,3/7,1/1,0/0,4/8,0.5,4.0,0.0,0.0,4.0,True,8.0,4.0
2006020198,8470090,30,G,0.0,18:38,4/4,6/6,0/0,10/10,1.0,0.0,0.0,0.0,0.0,False,10.0,10.0
2006020198,8469461,31,G,0.0,40:00,18/21,4/4,1/2,23/27,0.851852,3.0,0.0,1.0,4.0,True,27.0,23.0
2006020198,8458568,30,G,,,,,,,,,,,,False,,
2006020198,8447687,39,G,0.0,60:00,6/6,8/9,2/2,16/17,0.941176,0.0,1.0,0.0,1.0,True,17.0,16.0
2006020199,8458562,29,G,,,,,,,,,,,,False,,
2006020199,8462147,34,G,0.0,59:55,17/18,10/11,1/1,28/30,0.933333,1.0,1.0,0.0,2.0,True,30.0,28.0
2006020199,8468166,1,G,,,,,,,,,,,,False,,
2006020199,8459308,34,G,0.0,58:48,15/17,3/4,2/2,20/23,0.869565,2.0,1.0,0.0,3.0,True,23.0,20.0
2006020200,8460712,29,G,0.0,59:47,20/22,4/5,1/1,25/28,0.892857,2.0,1.0,0.0,3.0,True,28.0,25.0
2006020200,8462152,30,G,,,,,,,,,,,,False,,
2006020200,8473404,32,G,,,,,,,,,,,,False,,
2006020200,8458988,35,G,2.0,59:12,13/16,4/5,0/0,17/21,0.809524,3.0,1.0,0.0,4.0,True,21.0,17.0
2006020201,8466141,1,G,0.0,58:43,14/17,3/3,0/0,17/20,0.85,3.0,0.0,0.0,3.0,True,20.0,17.0
2006020201,8467430,35,G,,,,,,,,,,,,False,,
2006020201,8469514,31,G,,,,,,,,,,,,False,,
2006020201,8460535,60,G,0.0,59:52,29/30,6/7,1/1,36/38,0.947368,1.0,1.0,0.0,2.0,True,38.0,36.0
2006020202,8464999,31,G,0.0,25:33,11/14,1/3,0/0,12/17,0.705882,3.0,2.0,0.0,5.0,True,17.0,12.0
2006020202,8460516,39,G,0.0,33:11,4/5,2/2,0/0,6/7,0.857143,1.0,0.0,0.0,1.0,False,7.0,6.0
2006020202,8470263,30,G,0.0,53:07,32/34,4/4,2/2,38/40,0.95,2.0,0.0,0.0,2.0,False,40.0,38.0
2006020202,8448382,31,G,0.0,06:53,1/2,0/1,0/0,1/3,0.333333,1.0,1.0,0.0,2.0,True,3.0,1.0
2006020203,8470594,29,G,0.0,58:53,24/26,5/6,2/2,31/34,0.911765,2.0,1.0,0.0,3.0,True,34.0,31.0
2006020203,8459432,41,G,,,,,,,,,,,,False,,
2006020203,8460705,20,G,,,,,,,,,,,,False,,
2006020203,8462117,35,G,0.0,60:00,23/25,0/0,2/2,25/27,0.925926,2.0,0.0,0.0,2.0,True,27.0,25.0
2006020204,8468011,30,G,,,,,,,,,,,,False,,
2006020204,8462047,43,G,0.0,63:57,18/18,8/11,0/0,26/29,0.896552,0.0,3.0,0.0,3.0,True,29.0,26.0
2006020204,8468685,30,G,,,,,,,,,,,,False,,
2006020204,8459463,80,G,0.0,63:47,23/26,1/2,0/0,24/28,0.857143,3.0,1.0,0.0,4.0,True,28.0,24.0
2006020205,8469548,1,G,,,,,,,,,,,,False,,
2006020205,8469675,29,G,0.0,61:33,17/19,5/7,0/0,22/26,0.846154,2.0,2.0,0.0,4.0,True,26.0,22.0
2006020205,8462161,1,G,0.0,48:57,19/19,2/2,0/0,21/21,1.0,0.0,0.0,0.0,0.0,False,21.0,21.0
2006020205,8448535,37,G,0.0,11:51,2/5,0/0,0/0,2/5,0.4,3.0,0.0,0.0,3.0,True,5.0,2.0
2006020206,8460703,30,G,0.0,60:00,23/24,10/14,1/1,34/39,0.871795,1.0,4.0,0.0,5.0,True,39.0,34.0
2006020206,8470084,54,G,,,,,,,,,,,,False,,
2006020206,8460704,1,G,0.0,59:36,21/21,3/5,0/1,24/27,0.888889,0.0,2.0,1.0,3.0,True,27.0,24.0
2006020206,8470140,32,G,,,,,,,,,,,,False,,
2006020207,8467511,30,G,0.0,59:15,12/14,15/16,1/1,28/31,0.903226,2.0,1.0,0.0,3.0,True,31.0,28.0
2006020207,8465093,42,G,,,,,,,,,,,,False,,
2006020207,8467453,1,G,0.0,59:58,23/24,15/15,2/2,40/41,0.97561,1.0,0.0,0.0,1.0,True,41.0,40.0
2006020207,8462102,30,G,,,,,,,,,,,,False,,
2006020208,8462055,30,G,,,,,,,,,,,,False,,
2006020208,8466303,40,G,0.0,59:46,23/24,2/2,0/0,25/26,0.961538,1.0,0.0,0.0,1.0,True,26.0,25.0
2006020208,8456137,1,G,0.0,60:00,18/20,3/6,1/1,22/27,0.814815,2.0,3.0,0.0,5.0,True,27.0,22.0
2006020208,8468481,39,G,,,,,,,,,,,,False,,
2006020209,8460612,35,G,,,,,,,,,,,,False,,
2006020209,8469608,41,G,0.0,59:27,9/10,13/14,2/2,24/26,0.923077,1.0,1.0,0.0,2.0,True,26.0,24.0
2006020209,8466141,1,G,0.0,60:00,16/17,3/3,0/0,19/20,0.95,1.0,0.0,0.0,1.0,True,20.0,19.0
2006020209,8467430,35,G,,,,,,,,,,,,False,,
2006020210,8470594,29,G,,,,,,,,,,,,False,,
2006020210,8459432,41,G,0.0,60:44,25/26,11/13,1/1,37/40,0.925,1.0,2.0,0.0,3.0,True,40.0,37.0
2006020210,8468524,30,G,,,,,,,,,,,,False,,
2006020210,8462044,35,G,0.0,60:37,15/17,0/0,0/0,15/17,0.882353,2.0,0.0,0.0,2.0,True,17.0,15.0
2006020211,8470320,30,G,0.0,65:00,16/17,2/3,0/0,18/20,0.9,1.0,1.0,0.0,2.0,True,20.0,18.0
2006020211,8460715,47,G,,,,,,,,,,,,False,,
2006020211,8455710,30,G,0.0,65:00,23/24,2/3,1/1,26/28,0.928571,1.0,1.0,0.0,2.0,True,28.0,26.0
2006020211,8466339,40,G,,,,,,,,,,,,False,,
2006020212,8462255,30,G,,,,,,,,,,,,False,,
2006020212,8460806,35,G,0.0,64:49,23/25,11/11,0/0,34/36,0.944444,2.0,0.0,0.0,2.0,True,36.0,34.0
2006020212,8466290,30,G,0.0,64:56,24/26,2/2,0/0,26/28,0.928571,2.0,0.0,0.0,2.0,True,28.0,26.0
2006020212,8469658,39,G,,,,,,,,,,,,False,,
2006020213,8464999,31,G,,,,,,,,,,,,False,,
2006020213,8460516,39,G,0.0,60:00,22/25,6/8,1/1,29/34,0.852941,3.0,2.0,0.0,5.0,True,34.0,29.0
2006020213,8469514,31,G,0.0,18:29,4/4,4/5,0/0,8/9,0.888889,0.0,1.0,0.0,1.0,False,9.0,8.0
2006020213,8460535,60,G,0.0,40:00,12/15,5/6,0/1,17/22,0.772727,3.0,1.0,1.0,5.0,True,22.0,17.0
2006020214,8460612,35,G,0.0,59:32,13/15,2/2,0/0,15/17,0.882353,2.0,0.0,0.0,2.0,True,17.0,15.0
2006020214,8469608,41,G,,,,,,,,,,,,False,,
2006020214,8458562,29,G,,,,,,,,,,,,False,,
2006020214,8462147,34,G,0.0,59:56,15/15,10/11,0/0,25/26,0.961538,0.0,1.0,0.0,1.0,True,26.0,25.0
2006020215,8473404,32,G,,,,,,,,,,,,False,,
2006020215,8458988,35,G,0.0,59:25,18/21,9/9,0/0,27/30,0.9,3.0,0.0,0.0,3.0,True,30.0,27.0
2006020215,8460705,20,G,0.0,59:55,20/21,1/1,1/1,22/23,0.956522,1.0,0.0,0.0,1.0,True,23.0,22.0
2006020215,8462117,35,G,,,,,,,,,,,,False,,
2006020216,8469675,29,G,0.0,59:17,21/24,4/5,1/2,26/31,0.83871,3.0,1.0,1.0,5.0,True,31.0,26.0
2006020216,8470895,32,G,,,,,,,,,,,,False,,
2006020216,8460704,1,G,0.0,29:39,10/12,5/6,0/1,15/19,0.789474,2.0,1.0,1.0,4.0,True,19.0,15.0
2006020216,8470140,32,G,2.0,30:21,17/17,2/2,0/0,19/19,1.0,0.0,0.0,0.0,0.0,False,19.0,19.0
2006020217,8462055,30,G,,,,,,,,,,,,False,,
2006020217,8466303,40,G,0.0,62:41,15/17,2/3,0/0,17/20,0.85,2.0,1.0,0.0,3.0,True,20.0,17.0
2006020217,8470594,29,G,0.0,62:28,16/19,9/10,2/2,27/31,0.870968,3.0,1.0,0.0,4.0,True,31.0,27.0
2006020217,8459432,41,G,,,,,,,,,,,,False,,
2006020218,8468685,30,G,0.0,64:53,29/31,6/7,1/1,36/39,0.923077,2.0,1.0,0.0,3.0,True,39.0,36.0
2006020218,8459463,80,G,,,,,,,,,,,,False,,
2006020218,8445386,20,G,0.0,64:50,20/21,7/9,0/0,27/30,0.9,1.0,2.0,0.0,3.0,True,30.0,27.0
2006020218,8467913,35,G,,,,,,,,,,,,False,,
2006020219,8462255,30,G,,,,,,,,,,,,False,,
2006020219,8460806,35,G,0.0,60:00,27/28,14/15,1/2,42/45,0.933333,1.0,1.0,1.0,3.0,True,45.0,42.0
2006020219,8458568,30,G,,,,,,,,,,,,False,,
2006020219,8447687,39,G,0.0,60:00,14/14,2/2,0/0,16/16,1.0,0.0,0.0,0.0,0.0,True,16.0,16.0
2006020220,8467453,1,G,0.0,35:01,17/19,10/10,1/1,28/30,0.933333,2.0,0.0,0.0,2.0,True,30.0,28.0
2006020220,8462102,30,G,0.0,24:59,5/5,0/2,0/0,5/7,0.714286,0.0,2.0,0.0,2.0,False,7.0,5.0
2006020220,8460703,30,G,0.0,20:00,7/9,0/1,0/0,7/10,0.7,2.0,1.0,0.0,3.0,True,10.0,7.0
2006020220,8467879,60,G,0.0,39:15,19/21,5/5,0/0,24/26,0.923077,2.0,0.0,0.0,2.0,False,26.0,24.0
2006020221,8456137,1,G,,,,,,,,,,,,False,,
2006020221,8468481,39,G,0.0,60:00,26/26,5/6,1/1,32/33,0.969697,0.0,1.0,0.0,1.0,True,33.0,32.0
2006020221,8467511,30,G,0.0,58:20,14/17,2/2,1/1,17/20,0.85,3.0,0.0,0.0,3.0,True,20.0,17.0
2006020221,8465093,42,G,,,,,,,,,,,,False,,
2006020222,8462161,1,G,2.0,60:00,27/31,7/8,0/0,34/39,0.871795,4.0,1.0,0.0,5.0,True,39.0,34.0
2006020222,8448535,37,G,,,,,,,,,,,,False,,
2006020222,8470320,30,G,0.0,59:51,15/15,4/4,1/1,20/20,1.0,0.0,0.0,0.0,0.0,True,20.0,20.0
2006020222,8460715,47,G,,,,,,,,,,,,False,,
2006020223,8467959,30,G,,,,,,,,,,,,False,,
2006020223,8462052,31,G,0.0,64:57,18/19,8/8,0/0,26/27,0.962963,1.0,0.0,0.0,1.0,True,27.0,26.0
2006020223,8455710,30,G,0.0,64:45,16/17,6/6,1/1,23/24,0.958333,1.0,0.0,0.0,1.0,True,24.0,23.0
2006020223,8466339,40,G,,,,,,,,,,,,False,,
2006020224,8470090,30,G,,,,,,,,,,,,False,,
2006020224,8469461,31,G,0.0,60:00,17/18,5/6,2/2,24/26,0.923077,1.0,1.0,0.0,2.0,True,26.0,24.0
2006020224,8468166,1,G,0.0,18:42,6/6,2/2,0/0,8/8,1.0,0.0,0.0,0.0,0.0,False,8.0,8.0
2006020224,8459308,34,G,0.0,40:00,12/14,3/4,2/3,17/21,0.809524,2.0,1.0,1.0,4.0,True,21.0,17.0
2006020225,8460612,35,G,0.0,59:58,8/8,4/4,1/1,13/13,1.0,0.0,0.0,0.0,0.0,True,13.0,13.0
2006020225,8469608,41,G,,,,,,,,,,,,False,,
2006020225,8470263,30,G,,,,,,,,,,,,False,,
2006020225,8448382,31,G,0.0,59:41,31/31,2/3,1/1,34/35,0.971429,0.0,1.0,0.0,1.0,True,35.0,34.0
2006020226,8468524,30,G,,,,,,,,,,,,False,,
2006020226,8462044,35,G,0.0,59:42,13/13,6/6,1/1,20/20,1.0,0.0,0.0,0.0,0.0,True,20.0,20.0
2006020226,8466141,1,G,0.0,25:29,4/7,2/2,0/0,6/9,0.666667,3.0,0.0,0.0,3.0,True,9.0,6.0
2006020226,8467430,35,G,0.0,34:14,5/8,10/10,0/0,15/18,0.833333,3.0,0.0,0.0,3.0,False,18.0,15.0
2006020227,8460705,20,G,,,,,,,,,,,,False,,
2006020227,8462117,35,G,0.0,60:00,32/34,3/4,0/0,35/38,0.921053,2.0,1.0,0.0,3.0,True,38.0,35.0
2006020227,8464999,31,G,2.0,60:00,16/22,3/4,0/0,19/26,0.730769,6.0,1.0,0.0,7.0,True,26.0,19.0
2006020227,8460516,39,G,,,,,,,,,,,,False,,
2006020228,8462255,30,G,,,,,,,,,,,,False,,
2006020228,8460806,35,G,0.0,60:00,24/24,0/1,2/2,26/27,0.962963,0.0,1.0,0.0,1.0,True,27.0,26.0
2006020228,8470090,30,G,,,,,,,,,,,,False,,
2006020228,8469461,31,G,0.0,60:00,24/28,1/1,0/0,25/29,0.862069,4.0,0.0,0.0,4.0,True,29.0,25.0
2006020229,8469675,29,G,0.0,59:55,12/12,2/4,0/1,14/17,0.823529,0.0,2.0,1.0,3.0,True,17.0,14.0
2006020229,8470895,32,G,,,,,,,,,,,,False,,
2006020229,8470594,29,G,0.0,60:00,23/28,12/13,3/3,38/44,0.863636,5.0,1.0,0.0,6.0,True,44.0,38.0
2006020229,8459432,41,G,,,,,,,,,,,,False,,
2006020230,8468685,30,G,0.0,60:00,21/21,4/6,3/3,28/30,0.933333,0.0,2.0,0.0,2.0,True,30.0,28.0
2006020230,8459463,80,G,,,,,,,,,,,,False,,
2006020230,8460704,1,G,,,,,,,,,,,,False,,
2006020230,8470140,32,G,2.0,60:00,16/19,2/4,2/2,20/25,0.8,3.0,2.0,0.0,5.0,True,25.0,20.0
2006020231,8460712,29,G,0.0,59:01,32/33,4/5,1/1,37/39,0.948718,1.0,1.0,0.0,2.0,True,39.0,37.0
2006020231,8462152,30,G,,,,,,,,,,,,False,,
2006020231,8458568,30,G,,,,,,,,,,,,False,,
2006020231,8447687,39,G,0.0,60:00,15/15,6/6,0/0,21/21,1.0,0.0,0.0,0.0,0.0,True,21.0,21.0
2006020232,8445386,20,G,,,,,,,,,,,,False,,
2006020232,8467913,35,G,0.0,60:19,16/20,3/4,2/2,21/26,0.807692,4.0,1.0,0.0,5.0,True,26.0,21.0
2006020232,8471843,35,G,,,,,,,,,,,,False,,
2006020232,8462047,43,G,0.0,60:19,9/13,6/6,0/0,15/19,0.789474,4.0,0.0,0.0,4.0,True,19.0,15.0
2006020233,8468166,1,G,0.0,59:44,14/14,1/3,0/0,15/17,0.882353,0.0,2.0,0.0,2.0,True,17.0,15.0
2006020233,8459308,34,G,,,,,,,,,,,,False,,
2006020233,8467959,30,G,0.0,59:53,17/18,5/5,2/2,24/25,0.96,1.0,0.0,0.0,1.0,True,25.0,24.0
2006020233,8462052,31,G,,,,,,,,,,,,False,,
2006020234,8468524,30,G,0.0,20:00,1/3,0/0,0/0,1/3,0.333333,2.0,0.0,0.0,2.0,True,3.0,1.0
2006020234,8462044,35,G,0.0,39:30,13/13,1/1,0/0,14/14,1.0,0.0,0.0,0.0,0.0,False,14.0,14.0
2006020234,8458562,29,G,,,,,,,,,,,,False,,
2006020234,8462147,34,G,0.0,59:53,30/30,7/7,0/0,37/37,1.0,0.0,0.0,0.0,0.0,True,37.0,37.0
2006020235,8469675,29,G,0.0,59:25,17/20,8/9,0/0,25/29,0.862069,3.0,1.0,0.0,4.0,True,29.0,25.0
2006020235,8470895,32,G,,,,,,,,,,,,False,,
2006020235,8460703,30,G,0.0,60:00,21/23,3/4,1/1,25/28,0.892857,2.0,1.0,0.0,3.0,True,28.0,25.0
2006020235,8467879,60,G,,,,,,,,,,,,False,,
2006020236,8466290,30,G,0.0,37:33,19/21,5/7,0/0,24/28,0.857143,2.0,2.0,0.0,4.0,True,28.0,24.0
2006020236,8469658,39,G,0.0,21:44,9/9,4/5,0/0,13/14,0.928571,0.0,1.0,0.0,1.0,False,14.0,13.0
2006020236,8462102,30,G,0.0,59:51,18/19,7/7,0/0,25/26,0.961538,1.0,0.0,0.0,1.0,True,26.0,25.0
2006020236,8468570,35,G,,,,,,,,,,,,False,,
2006020237,8471843,35,G,,,,,,,,,,,,False,,
2006020237,8462047,43,G,2.0,60:21,24/27,2/3,0/0,26/30,0.866667,3.0,1.0,0.0,4.0,True,30.0,26.0
2006020237,8467511,30,G,0.0,60:21,24/28,5/6,3/3,32/37,0.864865,4.0,1.0,0.0,5.0,True,37.0,32.0
2006020237,8465093,42,G,,,,,,,,,,,,False,,
2006020238,8468685,30,G,0.0,57:31,16/19,8/8,1/1,25/28,0.892857,3.0,0.0,0.0,3.0,True,28.0,25.0
2006020238,8459463,80,G,,,,,,,,,,,,False,,
2006020238,8462161,1,G,,,,,,,,,,,,False,,
2006020238,8448535,37,G,0.0,59:52,31/31,8/9,2/2,41/42,0.97619,0.0,1.0,0.0,1.0,True,42.0,41.0
2006020239,8470594,29,G,,,,,,,,,,,,False,,
2006020239,8459432,41,G,0.0,59:53,11/13,12/14,1/2,24/29,0.827586,2.0,2.0,1.0,5.0,True,29.0,24.0
2006020239,8470320,30,G,0.0,59:45,10/12,5/5,3/3,18/20,0.9,2.0,0.0,0.0,2.0,True,20.0,18.0
2006020239,8460715,47,G,,,,,,,,,,,,False,,
2006020240,8445386,20,G,0.0,59:19,18/19,2/5,0/0,20/24,0.833333,1.0,3.0,0.0,4.0,True,24.0,20.0
2006020240,8467913,35,G,,,,,,,,,,,,False,,
2006020240,8455710,30,G,0.0,59:58,16/17,1/2,1/1,18/20,0.9,1.0,1.0,0.0,2.0,True,20.0,18.0
2006020240,8466339,40,G,,,,,,,,,,,,False,,
2006020241,8460704,1,G,,,,,,,,,,,,False,,
2006020241,8470140,32,G,0.0,58:18,16/18,13/16,2/2,31/36,0.861111,2.0,3.0,0.0,5.0,True,36.0,31.0
2006020241,8462055,30,G,,,,,,,,,,,,False,,
2006020241,8466303,40,G,0.0,59:58,18/20,5/6,4/4,27/30,0.9,2.0,1.0,0.0,3.0,True,30.0,27.0
2006020242,8469514,31,G,,,,,,,,,,,,False,,
2006020242,8460535,60,G,0.0,58:48,24/25,3/3,3/3,30/31,0.967742,1.0,0.0,0.0,1.0,True,31.0,30.0
2006020242,8460712,29,G,,,,,,,,,,,,False,,
2006020242,8462152,30,G,0.0,60:00,31/31,11/11,0/0,42/42,1.0,0.0,0.0,0.0,0.0,True,42.0,42.0
2006020243,8460705,20,G,0.0,20:00,9/10,4/4,0/0,13/14,0.928571,1.0,0.0,0.0,1.0,True,14.0,13.0
2006020243,8462117,35,G,0.0,40:00,19/19,2/2,4/4,25/25,1.0,0.0,0.0,0.0,0.0,False,25.0,25.0
2006020243,8470263,30,G,,,,,,,,,,,,False,,
2006020243,8448382,31,G,0.0,59:32,12/14,4/4,0/0,16/18,0.888889,2.0,0.0,0.0,2.0,True,18.0,16.0
2006020244,8458562,29,G,,,,,,,,,,,,False,,
2006020244,8462147,34,G,0.0,59:59,18/18,6/8,2/2,26/28,0.928571,0.0,2.0,0.0,2.0,True,28.0,26.0
2006020244,8466141,1,G,0.0,57:54,13/16,4/4,1/1,18/21,0.857143,3.0,0.0,0.0,3.0,True,21.0,18.0
2006020244,8467430,35,G,,,,,,,,,,,,False,,
2006020245,8473404,32,G,,,,,,,,,,,,False,,
2006020245,8458988,35,G,0.0,65:00,29/31,0/0,1/1,30/32,0.9375,2.0,0.0,0.0,2.0,True,32.0,30.0
2006020245,8464999,31,G,0.0,65:00,21/22,11/12,0/0,32/34,0.941176,1.0,1.0,0.0,2.0,True,34.0,32.0
2006020245,8460516,39,G,,,,,,,,,,,,False,,
2006020246,8462255,30,G,0.0,58:43,22/26,2/2,1/1,25/29,0.862069,4.0,0.0,0.0,4.0,True,29.0,25.0
2006020246,8460806,35,G,,,,,,,,,,,,False,,
2006020246,8468166,1,G,0.0,59:52,26/28,3/4,1/1,30/33,0.909091,2.0,1.0,0.0,3.0,True,33.0,30.0
2006020246,8459308,34,G,,,,,,,,,,,,False,,
2006020247,8470090,30,G,2.0,59:24,15/16,2/2,1/1,18/19,0.947368,1.0,0.0,0.0,1.0,True,19.0,18.0
2006020247,8469461,31,G,,,,,,,,,,,,False,,
2006020247,8467959,30,G,,,,,,,,,,,,False,,
2006020247,8462052,31,G,0.0,60:00,16/16,12/12,0/0,28/28,1.0,0.0,0.0,0.0,0.0,True,28.0,28.0
2006020248,8473404,32,G,0.0,59:28,26/28,9/10,0/0,35/38,0.921053,2.0,1.0,0.0,3.0,True,38.0,35.0
2006020248,8458988,35,G,,,,,,,,,,,,False,,
2006020248,8468524,30,G,,,,,,,,,,,,False,,
2006020248,8462044,35,G,0.0,59:54,23/25,0/0,1/1,24/26,0.923077,2.0,0.0,0.0,2.0,True,26.0,24.0
2006020249,8471843,35,G,,,,,,,,,,,,False,,
2006020249,8462047,43,G,0.0,59:50,25/28,5/6,1/1,31/35,0.885714,3.0,1.0,0.0,4.0,True,35.0,31.0
2006020249,8470320,30,G,0.0,58:48,20/23,7/10,0/0,27/33,0.818182,3.0,3.0,0.0,6.0,True,33.0,27.0
2006020249,8460715,47,G,,,,,,,,,,,,False,,
2006020250,8466290,30,G,,,,,,,,,,,,False,,
2006020250,8469658,39,G,0.0,59:59,22/23,12/14,2/2,36/39,0.923077,1.0,2.0,0.0,3.0,True,39.0,36.0
2006020250,8469675,29,G,0.0,58:55,23/25,1/3,2/3,26/31,0.83871,2.0,2.0,1.0,5.0,True,31.0,26.0
2006020250,8470895,32,G,,,,,,,,,,,,False,,
2006020251,8467511,30,G,0.0,59:24,18/21,15/15,3/3,36/39,0.923077,3.0,0.0,0.0,3.0,True,39.0,36.0
2006020251,8465093,42,G,,,,,,,,,,,,False,,
2006020251,8470594,29,G,0.0,59:46,17/19,1/1,5/5,23/25,0.92,2.0,0.0,0.0,2.0,True,25.0,23.0
2006020251,8459432,41,G,,,,,,,,,,,,False,,
2006020252,8462161,1,G,,,,,,,,,,,,False,,
2006020252,8448535,37,G,0.0,60:00,34/34,7/8,3/3,44/45,0.977778,0.0,1.0,0.0,1.0,True,45.0,44.0
2006020252,8445386,20,G,,,,,,,,,,,,False,,
2006020252,8467913,35,G,0.0,58:52,15/17,8/9,0/0,23/26,0.884615,2.0,1.0,0.0,3.0,True,26.0,23.0
2006020253,8462255,30,G,,,,,,,,,,,,False,,
2006020253,8460806,35,G,0.0,59:44,24/25,5/5,4/4,33/34,0.970588,1.0,0.0,0.0,1.0,True,34.0,33.0
2006020253,8469514,31,G,,,,,,,,,,,,False,,
2006020253,8460535,60,G,0.0,59:22,26/26,2/3,2/3,30/32,0.9375,0.0,1.0,1.0,2.0,True,32.0,30.0
2006020254,8460705,20,G,,,,,,,,,,,,False,,
2006020254,8462117,35,G,0.0,59:32,24/25,6/8,0/0,30/33,0.909091,1.0,2.0,0.0,3.0,True,33.0,30.0
2006020254,8464999,31,G,,,,,,,,,,,,False,,
2006020254,8460516,39,G,0.0,59:55,13/15,3/3,0/0,16/18,0.888889,2.0,0.0,0.0,2.0,True,18.0,16.0
2006020255,8455710,30,G,2.0,58:50,13/16,7/7,1/1,21/24,0.875,3.0,0.0,0.0,3.0,True,24.0,21.0
2006020255,8466339,40,G,,,,,,,,,,,,False,,
2006020255,8468685,30,G,0.0,60:00,17/18,2/3,1/1,20/22,0.909091,1.0,1.0,0.0,2.0,True,22.0,20.0
2006020255,8459463,80,G,,,,,,,,,,,,False,,
2006020256,8468166,1,G,0.0,13:34,1/2,0/0,2/2,3/4,0.75,1.0,0.0,0.0,1.0,True,4.0,3.0
2006020256,8459308,34,G,0.0,46:22,10/10,4/5,3/4,17/19,0.894737,0.0,1.0,1.0,2.0,False,19.0,17.0
2006020256,8458562,29,G,,,,,,,,,,,,False,,
2006020256,8462147,34,G,0.0,60:00,18/18,4/4,2/2,24/24,1.0,0.0,0.0,0.0,0.0,True,24.0,24.0
2006020257,8473404,32,G,,,,,,,,,,,,False,,
2006020257,8458988,35,G,0.0,59:19,24/28,6/6,0/0,30/34,0.882353,4.0,0.0,0.0,4.0,True,34.0,30.0
2006020257,8470263,30,G,,,,,,,,,,,,False,,
2006020257,8448382,31,G,0.0,59:53,19/22,6/6,1/1,26/29,0.896552,3.0,0.0,0.0,3.0,True,29.0,26.0
2006020258,8469732,31,G,,,,,,,,,,,,False,,
2006020258,8447687,39,G,0.0,59:56,15/16,2/3,1/1,18/20,0.9,1.0,1.0,0.0,2.0,True,20.0,18.0
2006020258,8466141,1,G,0.0,58:42,21/23,8/8,1/2,30/33,0.909091,2.0,0.0,1.0,3.0,True,33.0,30.0
2006020258,8467430,35,G,,,,,,,,,,,,False,,
2006020259,8469548,1,G,0.0,59:46,17/19,9/9,1/1,27/29,0.931034,2.0,0.0,0.0,2.0,True,29.0,27.0
2006020259,8469675,29,G,,,,,,,,,,,,False,,
2006020259,8471843,35,G,,,,,,,,,,,,False,,
2006020259,8462047,43,G,0.0,58:53,8/9,7/9,4/4,19/22,0.863636,1.0,2.0,0.0,3.0,True,22.0,19.0
2006020260,8460703,30,G,0.0,65:00,22/22,10/11,1/2,33/35,0.942857,0.0,1.0,1.0,2.0,True,35.0,33.0
2006020260,8467879,60,G,,,,,,,,,,,,False,,
2006020260,8462161,1,G,,,,,,,,,,,,False,,
2006020260,8448535,37,G,0.0,65:00,25/27,8/8,0/0,33/35,0.942857,2.0,0.0,0.0,2.0,True,35.0,33.0
2006020261,8468685,30,G,,,,,,,,,,,,False,,
2006020261,8459463,80,G,0.0,59:09,17/19,5/5,0/0,22/24,0.916667,2.0,0.0,0.0,2.0,True,24.0,22.0
2006020261,8470320,30,G,0.0,60:00,17/17,5/6,1/1,23/24,0.958333,0.0,1.0,0.0,1.0,True,24.0,23.0
2006020261,8460715,47,G,,,,,,,,,,,,False,,
2006020262,8460712,29,G,0.0,59:45,26/30,3/3,0/0,29/33,0.878788,4.0,0.0,0.0,4.0,True,33.0,29.0
2006020262,8462152,30,G,,,,,,,,,,,,False,,
2006020262,8470090,30,G,,,,,,,,,,,,False,,
2006020262,8469461,31,G,0.0,58:34,17/20,7/8,1/2,25/30,0.833333,3.0,1.0,1.0,5.0,True,30.0,25.0
2006020263,8466290,30,G,,,,,,,,,,,,False,,
2006020263,8469658,39,G,0.0,60:00,15/16,10/10,4/4,29/30,0.966667,1.0,0.0,0.0,1.0,True,30.0,29.0
2006020263,8462055,30,G,0.0,59:17,20/20,3/6,2/2,25/28,0.892857,0.0,3.0,0.0,3.0,True,28.0,25.0
2006020263,8466303,40,G,,,,,,,,,,,,False,,
2006020264,8456137,1,G,,,,,,,,,,,,False,,
2006020264,8468481,39,G,0.0,60:00,24/24,10/10,1/1,35/35,1.0,0.0,0.0,0.0,0.0,True,35.0,35.0
