Game ID,Team ID,Player ID,Number,Position
2024030236,25,8481581,55,D
2024030236,52,8482149,91,C
2024030236,25,8482740,53,C
2024030236,25,8483425,6,D
2024030241,22,8470621,90,R
2024030241,22,8474641,19,C
2024030241,22,8475169,91,L
2024030241,54,8475188,3,D
2024030241,54,8475191,19,R
2024030241,22,8475717,30,G
2024030241,22,8475786,18,L
2024030241,22,8475906,36,D
2024030241,54,8475913,61,R
2024030241,54,8476438,20,L
2024030241,54,8476448,71,C
2024030241,22,8476454,93,C
2024030241,54,8476871,70,L
2024030241,54,8476881,48,C
2024030241,22,8476967,27,D
2024030241,22,8477015,28,R
2024030241,22,8477406,13,C
2024030241,54,8477447,27,D
2024030241,22,8477498,25,D
2024030241,22,8477934,29,C
2024030241,54,8477964,49,C
2024030241,22,8478013,96,D
2024030241,22,8478042,33,L
2024030241,54,8478109,95,L
2024030241,54,8478396,15,D
2024030241,22,8478402,97,C
2024030241,54,8478403,9,C
2024030241,54,8478434,55,R
2024030241,54,8478462,10,C
2024030241,54,8478499,33,G
2024030241,54,8479353,21,C
2024030241,22,8479365,21,C
2024030241,22,8479973,74,G
2024030241,54,8479980,14,D
2024030241,54,8480727,2,D
2024030241,22,8480803,2,D
2024030241,22,8480834,49,D
2024030241,54,8481033,40,G
2024030241,54,8481527,6,D
2024030241,22,8481617,92,R
2024030242,22,8470621,90,R
2024030242,54,8474565,7,D
2024030242,22,8474641,19,C
2024030242,22,8475169,91,L
2024030242,54,8475188,3,D
2024030242,54,8475191,19,R
2024030242,22,8475717,30,G
2024030242,22,8475786,18,L
2024030242,22,8475906,36,D
2024030242,54,8475913,61,R
2024030242,54,8476438,20,L
2024030242,54,8476448,71,C
2024030242,22,8476454,93,C
2024030242,54,8476871,70,L
2024030242,54,8476881,48,C
2024030242,22,8476967,27,D
2024030242,22,8477015,28,R
2024030242,22,8477406,13,C
2024030242,54,8477447,27,D
2024030242,22,8477498,25,D
2024030242,22,8477934,29,C
2024030242,54,8477964,49,C
2024030242,22,8478013,96,D
2024030242,22,8478042,33,L
2024030242,54,8478109,95,L
2024030242,54,8478396,15,D
2024030242,22,8478402,97,C
2024030242,54,8478403,9,C
2024030242,54,8478434,55,R
2024030242,54,8478462,10,C
2024030242,54,8478499,33,G
2024030242,54,8479353,21,C
2024030242,22,8479365,21,C
2024030242,22,8479973,74,G
