season,seriesLetter,seriesLogo,neededToWin,length,gameId,gameNumber,gameDate,awayTeamId,awayTeamAbbrev,awayTeamScore,homeTeamId,homeTeamAbbrev,homeTeamScore,gameCenterLink,seriesStatusTopSeedWins,seriesStatusBottomSeedWins,fullCoverageURL,lastPeriodType,roundNumber,seriesLink,bottomSeedId,carousel_bottomSeedWins,topSeedId,carousel_topSeedWins
20232024,d,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030141,1,,2,NYI,1,12,CAR,3,/gamecenter/nyi-vs-car/2024/04/20/2023030141,1,0,,REG,1,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,d,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030142,2,,2,NYI,3,12,CAR,5,/gamecenter/nyi-vs-car/2024/04/22/2023030142,2,0,,REG,1,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,d,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030143,3,,12,CAR,3,2,NYI,2,/gamecenter/car-vs-nyi/2024/04/25/2023030143,3,0,,REG,1,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,d,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030144,4,,12,CAR,2,2,NYI,3,/gamecenter/car-vs-nyi/2024/04/27/2023030144,3,1,,OT,1,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,d,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030145,5,,2,NYI,3,12,CAR,6,/gamecenter/nyi-vs-car/2024/04/30/2023030145,4,1,,REG,1,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030151,1,,54,VGK,4,25,DAL,3,/gamecenter/vgk-vs-dal/2024/04/22/2023030151,0,1,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030152,2,,54,VGK,3,25,DAL,1,/gamecenter/vgk-vs-dal/2024/04/24/2023030152,0,2,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030153,3,,25,DAL,3,54,VGK,2,/gamecenter/dal-vs-vgk/2024/04/27/2023030153,1,2,,OT,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030154,4,,25,DAL,4,54,VGK,2,/gamecenter/dal-vs-vgk/2024/04/29/2023030154,2,2,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030155,5,,54,VGK,2,25,DAL,3,/gamecenter/vgk-vs-dal/2024/05/01/2023030155,3,2,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030156,6,,25,DAL,0,54,VGK,2,/gamecenter/dal-vs-vgk/2024/05/03/2023030156,3,3,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,e,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030157,7,,54,VGK,1,25,DAL,2,/gamecenter/vgk-vs-dal/2024/05/05/2023030157,4,3,,REG,1,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,f,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030161,1,,21,COL,6,52,WPG,7,/gamecenter/col-vs-wpg/2024/04/21/2023030161,1,0,,REG,1,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,f,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030162,2,,21,COL,5,52,WPG,2,/gamecenter/col-vs-wpg/2024/04/23/2023030162,1,1,,REG,1,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,f,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030163,3,,52,WPG,2,21,COL,6,/gamecenter/wpg-vs-col/2024/04/26/2023030163,1,2,,REG,1,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,f,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030164,4,,52,WPG,1,21,COL,5,/gamecenter/wpg-vs-col/2024/04/28/2023030164,1,3,,REG,1,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,f,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030165,5,,21,COL,6,52,WPG,3,/gamecenter/col-vs-wpg/2024/04/30/2023030165,1,4,,REG,1,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030171,1,,18,NSH,2,23,VAN,4,/gamecenter/nsh-vs-van/2024/04/21/2023030171,1,0,,REG,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030172,2,,18,NSH,4,23,VAN,1,/gamecenter/nsh-vs-van/2024/04/23/2023030172,1,1,,REG,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030173,3,,23,VAN,2,18,NSH,1,/gamecenter/van-vs-nsh/2024/04/26/2023030173,2,1,,REG,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030174,4,,23,VAN,4,18,NSH,3,/gamecenter/van-vs-nsh/2024/04/28/2023030174,3,1,,OT,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030175,5,,18,NSH,2,23,VAN,1,/gamecenter/nsh-vs-van/2024/04/30/2023030175,3,2,,REG,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,g,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030176,6,,23,VAN,1,18,NSH,0,/gamecenter/van-vs-nsh/2024/05/03/2023030176,4,2,,REG,1,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,h,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030181,1,,26,LAK,4,22,EDM,7,/gamecenter/lak-vs-edm/2024/04/22/2023030181,1,0,,REG,1,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,h,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030182,2,,26,LAK,5,22,EDM,4,/gamecenter/lak-vs-edm/2024/04/24/2023030182,1,1,,OT,1,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,h,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030183,3,,22,EDM,6,26,LAK,1,/gamecenter/edm-vs-lak/2024/04/26/2023030183,2,1,,REG,1,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,h,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030184,4,,22,EDM,1,26,LAK,0,/gamecenter/edm-vs-lak/2024/04/28/2023030184,3,1,,REG,1,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,h,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030185,5,,26,LAK,3,22,EDM,4,/gamecenter/lak-vs-edm/2024/05/01/2023030185,4,1,,REG,1,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030211,1,,6,BOS,5,13,FLA,1,/gamecenter/bos-vs-fla/2024/05/06/2023030211,0,1,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030212,2,,6,BOS,1,13,FLA,6,/gamecenter/bos-vs-fla/2024/05/08/2023030212,1,1,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030213,3,,13,FLA,6,6,BOS,2,/gamecenter/fla-vs-bos/2024/05/10/2023030213,2,1,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030214,4,,13,FLA,3,6,BOS,2,/gamecenter/fla-vs-bos/2024/05/12/2023030214,3,1,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030215,5,,6,BOS,2,13,FLA,1,/gamecenter/bos-vs-fla/2024/05/14/2023030215,3,2,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,i,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030216,6,,13,FLA,2,6,BOS,1,/gamecenter/fla-vs-bos/2024/05/17/2023030216,4,2,,REG,2,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030221,1,,12,CAR,3,3,NYR,4,/gamecenter/car-vs-nyr/2024/05/05/2023030221,1,0,,REG,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030222,2,,12,CAR,3,3,NYR,4,/gamecenter/car-vs-nyr/2024/05/07/2023030222,2,0,,OT,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030223,3,,3,NYR,3,12,CAR,2,/gamecenter/nyr-vs-car/2024/05/09/2023030223,3,0,,OT,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030224,4,,3,NYR,3,12,CAR,4,/gamecenter/nyr-vs-car/2024/05/11/2023030224,3,1,,REG,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030225,5,,12,CAR,4,3,NYR,1,/gamecenter/car-vs-nyr/2024/05/13/2023030225,3,2,,REG,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,j,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030226,6,,3,NYR,5,12,CAR,3,/gamecenter/nyr-vs-car/2024/05/16/2023030226,4,2,,REG,2,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030231,1,,21,COL,4,25,DAL,3,/gamecenter/col-vs-dal/2024/05/07/2023030231,0,1,,OT,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030232,2,,21,COL,3,25,DAL,5,/gamecenter/col-vs-dal/2024/05/09/2023030232,1,1,,REG,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030233,3,,25,DAL,4,21,COL,1,/gamecenter/dal-vs-col/2024/05/11/2023030233,2,1,,REG,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030234,4,,25,DAL,5,21,COL,1,/gamecenter/dal-vs-col/2024/05/13/2023030234,3,1,,REG,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030235,5,,21,COL,5,25,DAL,3,/gamecenter/col-vs-dal/2024/05/15/2023030235,3,2,,REG,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,k,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030236,6,,25,DAL,2,21,COL,1,/gamecenter/dal-vs-col/2024/05/17/2023030236,4,2,,OT,2,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030241,1,,22,EDM,4,23,VAN,5,/gamecenter/edm-vs-van/2024/05/08/2023030241,1,0,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030242,2,,22,EDM,4,23,VAN,3,/gamecenter/edm-vs-van/2024/05/10/2023030242,1,1,,OT,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030243,3,,23,VAN,4,22,EDM,3,/gamecenter/van-vs-edm/2024/05/12/2023030243,2,1,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030244,4,,23,VAN,2,22,EDM,3,/gamecenter/van-vs-edm/2024/05/14/2023030244,2,2,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030245,5,,22,EDM,2,23,VAN,3,/gamecenter/edm-vs-van/2024/05/16/2023030245,3,2,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030246,6,,23,VAN,1,22,EDM,5,/gamecenter/van-vs-edm/2024/05/18/2023030246,3,3,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,l,https://assets.nhle.com/logos/playoffs/png/scp-20232024-horizontal-banner-en.png,4,7,2023030247,7,,22,EDM,3,23,VAN,2,/gamecenter/edm-vs-van/2024/05/20/2023030247,3,4,,REG,2,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030311,1,,13,FLA,3,3,NYR,0,/gamecenter/fla-vs-nyr/2024/05/22/2023030311,0,1,,REG,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030312,2,,13,FLA,1,3,NYR,2,/gamecenter/fla-vs-nyr/2024/05/24/2023030312,1,1,,OT,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030313,3,,3,NYR,5,13,FLA,4,/gamecenter/nyr-vs-fla/2024/05/26/2023030313,2,1,,OT,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030314,4,,3,NYR,2,13,FLA,3,/gamecenter/nyr-vs-fla/2024/05/28/2023030314,2,2,,OT,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030315,5,,13,FLA,3,3,NYR,2,/gamecenter/fla-vs-nyr/2024/05/30/2023030315,2,3,,REG,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,m,https://assets.nhle.com/logos/playoffs/png/ecf-20232024-banner-en.png,4,7,2023030316,6,,3,NYR,1,13,FLA,2,/gamecenter/nyr-vs-fla/2024/06/01/2023030316,2,4,,REG,3,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030321,1,,22,EDM,3,25,DAL,2,/gamecenter/edm-vs-dal/2024/05/23/2023030321,0,1,,OT,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030322,2,,22,EDM,1,25,DAL,3,/gamecenter/edm-vs-dal/2024/05/25/2023030322,1,1,,REG,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030323,3,,25,DAL,5,22,EDM,3,/gamecenter/dal-vs-edm/2024/05/27/2023030323,2,1,,REG,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030324,4,,25,DAL,2,22,EDM,5,/gamecenter/dal-vs-edm/2024/05/29/2023030324,2,2,,REG,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030325,5,,22,EDM,3,25,DAL,1,/gamecenter/edm-vs-dal/2024/05/31/2023030325,2,3,,REG,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,n,https://assets.nhle.com/logos/playoffs/png/wcf-20232024-banner-en.png,4,7,2023030326,6,,25,DAL,1,22,EDM,2,/gamecenter/dal-vs-edm/2024/06/02/2023030326,2,4,,REG,3,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030411,1,,22,EDM,0,13,FLA,3,/gamecenter/edm-vs-fla/2024/06/08/2023030411,1,0,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030412,2,,22,EDM,1,13,FLA,4,/gamecenter/edm-vs-fla/2024/06/10/2023030412,2,0,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030413,3,,13,FLA,4,22,EDM,3,/gamecenter/fla-vs-edm/2024/06/13/2023030413,3,0,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030414,4,,13,FLA,1,22,EDM,8,/gamecenter/fla-vs-edm/2024/06/15/2023030414,3,1,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030415,5,,22,EDM,5,13,FLA,3,/gamecenter/edm-vs-fla/2024/06/18/2023030415,3,2,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030416,6,,13,FLA,1,22,EDM,5,/gamecenter/fla-vs-edm/2024/06/21/2023030416,3,3,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20232024,o,https://assets.nhle.com/logos/playoffs/png/scf-20232024-banner-en.png,4,7,2023030417,7,,22,EDM,1,13,FLA,2,/gamecenter/edm-vs-fla/2024/06/24/2023030417,4,3,,REG,4,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030111,1,,9,OTT,2,10,TOR,6,/gamecenter/ott-vs-tor/2025/04/20/2024030111,1,0,,REG,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030112,2,,9,OTT,2,10,TOR,3,/gamecenter/ott-vs-tor/2025/04/22/2024030112,2,0,,OT,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030113,3,,10,TOR,3,9,OTT,2,/gamecenter/tor-vs-ott/2025/04/24/2024030113,3,0,,OT,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030114,4,,10,TOR,3,9,OTT,4,/gamecenter/tor-vs-ott/2025/04/26/2024030114,3,1,,OT,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030115,5,,9,OTT,4,10,TOR,0,/gamecenter/ott-vs-tor/2025/04/29/2024030115,3,2,,REG,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,a,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030116,6,,10,TOR,4,9,OTT,2,/gamecenter/tor-vs-ott/2025/05/01/2024030116,4,2,,REG,1,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,4
20242025,b,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030121,1,,13,FLA,6,14,TBL,2,/gamecenter/fla-vs-tbl/2025/04/22/2024030121,0,1,,REG,1,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,4,14,1
20242025,b,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030122,2,,13,FLA,2,14,TBL,0,/gamecenter/fla-vs-tbl/2025/04/24/2024030122,0,2,,REG,1,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,4,14,1
20242025,b,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030123,3,,14,TBL,5,13,FLA,1,/gamecenter/tbl-vs-fla/2025/04/26/2024030123,1,2,,REG,1,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,4,14,1
20242025,b,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030124,4,,14,TBL,2,13,FLA,4,/gamecenter/tbl-vs-fla/2025/04/28/2024030124,1,3,,REG,1,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,4,14,1
20242025,b,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030125,5,,13,FLA,6,14,TBL,3,/gamecenter/fla-vs-tbl/2025/04/30/2024030125,1,4,,REG,1,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,4,14,1
20242025,c,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030131,1,,8,MTL,2,15,WSH,3,/gamecenter/mtl-vs-wsh/2025/04/21/2024030131,1,0,,OT,1,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,4
20242025,c,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030132,2,,8,MTL,1,15,WSH,3,/gamecenter/mtl-vs-wsh/2025/04/23/2024030132,2,0,,REG,1,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,4
20242025,c,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030133,3,,15,WSH,3,8,MTL,6,/gamecenter/wsh-vs-mtl/2025/04/25/2024030133,2,1,,REG,1,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,4
20242025,c,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030134,4,,15,WSH,5,8,MTL,2,/gamecenter/wsh-vs-mtl/2025/04/27/2024030134,3,1,,REG,1,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,4
20242025,c,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030135,5,,8,MTL,1,15,WSH,4,/gamecenter/mtl-vs-wsh/2025/04/30/2024030135,4,1,,REG,1,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,4
20242025,d,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030141,1,,1,NJD,1,12,CAR,4,/gamecenter/njd-vs-car/2025/04/20/2024030141,1,0,,REG,1,/schedule/playoff-series/2025/series-d/devils-vs-hurricanes,1,1,12,4
20242025,d,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030142,2,,1,NJD,1,12,CAR,3,/gamecenter/njd-vs-car/2025/04/22/2024030142,2,0,,REG,1,/schedule/playoff-series/2025/series-d/devils-vs-hurricanes,1,1,12,4
20242025,d,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030143,3,,12,CAR,2,1,NJD,3,/gamecenter/car-vs-njd/2025/04/25/2024030143,2,1,,OT,1,/schedule/playoff-series/2025/series-d/devils-vs-hurricanes,1,1,12,4
20242025,d,https://assets.nhle.com/logos/playoffs/png/stanley_cup_playoffs_secondary_wordmark_dark.png,4,7,2024030144,4,,12,CAR,5,1,NJD,2,/gamecenter/car-vs-njd/2025/04/27/2024030144,3,1,,REG,1,/schedule/playoff-series/2025/series-d/devils-vs-hurricanes,1,1,12,4
