team_id,team_tricode,season,forwards,defensemen,goalies
16,CHI,19371938,"[8444864, 8445233, 8445523, 8445838, 8446617, 8446695, 8446853, 8447052, 8447163, 8447609, 8448008, 8448080, 8448440, 8449022, 8449232, 8449266, 8449308]","[8445262, 8447024, 8447102, 8447473, 8447560, 8448951, 8449464]","[8449982, 8450007, 8450045]"
16,CHI,19381939,"[8445074, 8445099, 8445838, 8445866, 8445884, 8446617, 8446628, 8447052, 8447609, 8447633, 8448372, 8448440, 8449022, 8449232, 8449233]","[8445543, 8447473, 8447560, 8448034, 8448951, 8449464]",[8450007]
16,CHI,19391940,"[8444871, 8445062, 8445343, 8445344, 8445352, 8445830, 8445838, 8445866, 8445884, 8446617, 8446835, 8447609, 8449233]","[8445543, 8447560, 8448179, 8448951, 8449071, 8449464]","[8449982, 8450007]"
16,CHI,19401941,"[8444871, 8445062, 8445063, 8445343, 8445344, 8445352, 8445838, 8446617, 8446835, 8447150, 8447609, 8448084, 8449233]","[8445543, 8447543, 8447613, 8448179, 8448951, 8449464]","[8449982, 8450018]"
16,CHI,19411942,"[8444871, 8445062, 8445063, 8445343, 8445344, 8445838, 8446686, 8446835, 8447104, 8447131, 8447609, 8447902, 8448084, 8448231, 8449233]","[8445543, 8447613, 8447877, 8448951, 8449188, 8449272, 8449464]","[8449869, 8450018]"
16,CHI,19421943,"[8444871, 8445062, 8445063, 8445064, 8445344, 8445838, 8446617, 8446686, 8446835, 8447104, 8447609, 8447902, 8448231, 8449233]","[8445321, 8447638, 8447877, 8448951, 8449272, 8449464]",[8449960]
16,CHI,19431944,"[8444871, 8445062, 8445299, 8445318, 8445838, 8446191, 8446617, 8446646, 8446700, 8446853, 8447609, 8447902, 8448231, 8449068, 8449233, 8449247]","[8445543, 8445995, 8447102, 8448951, 8449464]","[8449994, 8450007]"
16,CHI,19441945,"[8445156, 8445364, 8445838, 8446491, 8446617, 8446651, 8446700, 8446913, 8447609, 8447747, 8447902, 8448084, 8448231, 8448245, 8449068, 8449233]","[8445161, 8445543, 8446215, 8447102, 8447877, 8448951, 8449041, 8449670]","[8450007, 8450119]"
16,CHI,19451946,"[8444871, 8445062, 8445063, 8445352, 8446575, 8446651, 8446686, 8446913, 8447104, 8447131, 8447902, 8449068]","[8445543, 8446689, 8447613, 8448317, 8449359]","[8450007, 8450119]"
16,CHI,19461947,"[8444981, 8445062, 8445063, 8445085, 8445180, 8446461, 8446575, 8446686, 8446913, 8447104, 8447131, 8447902, 8449068]","[8445899, 8446513, 8446689, 8447026, 8447613, 8447977, 8448317, 8449359]","[8449823, 8449922]"
16,CHI,19471948,"[8445062, 8445063, 8445085, 8445105, 8445180, 8445297, 8445517, 8446575, 8446686, 8447131, 8447902, 8448167, 8448223, 8449183, 8449228]","[8445003, 8445902, 8446513, 8446603, 8447613, 8447851, 8447977]","[8449922, 8450002]"
16,CHI,19481949,"[8445062, 8445105, 8445180, 8445513, 8445517, 8446575, 8446656, 8446686, 8447902, 8448057, 8448167, 8448223, 8449183]","[8445902, 8446513, 8446603, 8447656, 8447977]",[8449993]
16,CHI,19491950,"[8445062, 8445105, 8445180, 8445513, 8445517, 8446656, 8446686, 8447377, 8447871, 8447902, 8448057, 8448223, 8449176, 8449183]","[8445040, 8445902, 8446513, 8446603, 8447656, 8447977]",[8449836]
16,CHI,19501951,"[8444992, 8445062, 8445082, 8445105, 8445180, 8445513, 8445517, 8446194, 8446228, 8446656, 8446686, 8447377, 8447530, 8447852, 8447871, 8447894, 8447902, 8448057, 8448181, 8449076, 8449176]","[8445040, 8445503, 8445888, 8445902, 8446333, 8446513, 8446941, 8447656, 8449184]","[8449802, 8450019, 8450059]"
16,CHI,19511952,"[8444992, 8445062, 8445105, 8445513, 8445515, 8445517, 8446248, 8446575, 8446656, 8446913, 8447769, 8447902, 8448136, 8448164, 8449219, 8449385, 8449597]","[8445238, 8445888, 8446333, 8446513, 8446930, 8446941, 8447623, 8448193, 8448236, 8448242, 8449184]","[8450019, 8450104]"
16,CHI,19521953,"[8444857, 8444992, 8445105, 8445515, 8445745, 8446248, 8446565, 8446575, 8446594, 8447532, 8447653, 8447769, 8447902, 8448136, 8448947]","[8445888, 8446333, 8446513, 8446941, 8447241, 8447899, 8448193, 8448242]",[8450108]
