playerID,seasonAssists,seasonGameTypeId,seasonGamesPlayed,seasonGoals,seasonLeagueAbbrev,seasonPIM,seasonPoints,seasonSeason,seasonTeamName,seasonWins,seasonLosses,seasonGAA,seasonSavePct,seasonOTLosses,seasonShotsAgainst,seasonShutouts,seasonGoalsAgainst,seasonTimeOnIce,seasonTies
8484184,1,2,3,1,U18 SM-sarja,2,2,20222023,Pelicans U18,,,,,,,,,,
8484184,2,2,5,1,Hlinka Gretzky Cup,0,3,20222023,Finland U18,,,,,,,,,,
8484184,1,3,4,1,U20 SM-sarja,2,2,20222023,Pelicans U20,,,,,,,,,,
8484184,28,2,58,28,OHL,48,56,20232024,Oshawa Generals,,,,,,,,,,
8484184,0,2,7,2,WJC-20,0,2,20232024,Finland U20,,,,,,,,,,
8484184,8,3,21,3,OHL,10,11,20232024,Oshawa Generals,,,,,,,,,,
8484184,8,2,48,8,Liiga,18,16,20242025,Pelicans,,,,,,,,,,
8484184,1,2,6,2,WJC-20,0,3,20242025,Finland U20,,,,,,,,,,
8484184,1,3,9,0,Liiga,4,1,20242025,Pelicans,,,,,,,,,,
8484185,0,2,6,2,Brick Invitational,0,2,20142015,Toronto Pro Hockey,,,,,,,,,,
8484185,0,3,1,0,Brick Invitational,0,0,20142015,Toronto Pro Hockey,,,,,,,,,,
8484185,0,2,2,1,SCTA U16,0,1,20192020,Oakville Rangers U16 AAA,,,,,,,,,,
8484185,34,2,37,40,SCTA U15,12,74,20192020,Oakville Rangers U15 AAA,,,,,,,,,,
8484185,0,3,2,0,SCTA U16,0,0,20192020,Oakville Rangers U16 AAA,,,,,,,,,,
8484185,19,2,63,18,OHL,12,37,20212022,Peterborough Petes,,,,,,,,,,
8484185,0,3,4,0,OHL,2,0,20212022,Peterborough Petes,,,,,,,,,,
8484185,7,2,36,12,OHL,2,19,20222023,Peterborough Petes,,,,,,,,,,
8484185,0,2,7,4,WJC-18,2,4,20222023,Canada U18,,,,,,,,,,
8484185,21,2,33,25,OHL,4,46,20222023,Brantford Bulldogs,,,,,,,,,,
8484185,5,3,6,5,OHL,2,10,20222023,Brantford Bulldogs,,,,,,,,,,
8484185,0,2,1,0,AHL,0,0,20232024,Rockford IceHogs,,,,,,,,,,
8484185,21,2,37,29,OHL,12,50,20232024,Brantford Bulldogs,,,,,,,,,,
8484185,4,3,6,4,OHL,0,8,20232024,Brantford Bulldogs,,,,,,,,,,
8484185,46,2,65,71,OHL,16,117,20242025,Brantford Bulldogs,,,,,,,,,,
8484185,4,3,7,11,OHL,0,15,20242025,Brantford Bulldogs,,,,,,,,,,
8484186,4,2,6,7,Brick Invitational,6,11,20142015,Boston Jr. Bruins,,,,,,,,,,
8484186,0,3,1,0,Brick Invitational,0,0,20142015,Boston Jr. Bruins,,,,,,,,,,
8484186,1,2,6,5,WJC-18,6,6,20212022,USA U18,,,,,,,,,,
8484186,7,2,36,16,NTDP,22,23,20212022,U.S. National U18 Team,,,,,,,,,,
8484186,10,2,26,10,NTDP,43,20,20212022,U.S. National U17 Team,,,,,,,,,,
8484186,5,2,33,10,USHL,22,15,20212022,USNTDP Juniors,,,,,,,,,,
8484186,9,2,7,8,WJC-18,4,17,20222023,USA U18,,,,,,,,,,
8484186,43,2,57,51,NTDP,46,94,20222023,U.S. National U18 Team,,,,,,,,,,
8484186,9,2,17,11,USHL,18,20,20222023,USNTDP Juniors,,,,,,,,,,
8484186,29,2,41,31,NCAA,38,60,20232024,Boston College,,,,,,,,,,
8484186,3,2,7,3,WJC-20,4,6,20232024,USA U20,,,,,,,,,,
8484186,0,2,9,1,NHL,11,1,20242025,Washington Capitals,,,,,,,,,,
8484186,19,2,37,30,NCAA,46,49,20242025,Boston College,,,,,,,,,,
8484186,5,2,7,5,WJC-20,12,10,20242025,USA U20,,,,,,,,,,
8484186,1,3,8,0,NHL,2,1,20242025,Washington Capitals,,,,,,,,,,
8484187,2,2,6,0,Brick Invitational,2,2,20132014,Saskatchewan Jr. Pats,,,,,,,,,,
8484187,5,2,6,7,Brick Invitational,8,12,20142015,Saskatchewan Jr. Pats,,,,,,,,,,
8484187,2,3,3,3,Brick Invitational,2,5,20142015,Saskatchewan Jr. Pats,,,,,,,,,,
8484187,30,2,31,20,SAAHL U15,36,50,20172018,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,1,3,6,5,SAAHL U15,6,6,20172018,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,1,2,7,0,SMAAAHL,6,1,20182019,Swift Current Legionnaires U18,,,,,,,,,,
8484187,33,2,24,24,SAAHL U15,40,57,20182019,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,1,3,3,3,SAAHL U15,2,4,20182019,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,1,2,10,1,SMAAAHL,12,2,20192020,Swift Current Legionnaires U18,,,,,,,,,,
8484187,52,2,27,68,SAAHL U15,90,120,20192020,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,0,3,2,1,SMAAAHL,0,1,20192020,Swift Current Legionnaires U18,,,,,,,,,,
8484187,4,3,3,5,SAAHL U15,10,9,20192020,Swift Current Broncos U15 AA,,,,,,,,,,
8484187,2,2,15,4,WHL,21,6,20202021,Red Deer Rebels,,,,,,,,,,
8484187,7,2,6,7,SMAAAHL,22,14,20202021,Saskatoon Contacts U18 AAA,,,,,,,,,,
8484187,18,2,61,20,WHL,93,38,20212022,Red Deer Rebels,,,,,,,,,,
8484187,5,3,10,1,WHL,12,6,20212022,Red Deer Rebels,,,,,,,,,,
8484187,28,2,43,16,WHL,80,44,20222023,Red Deer Rebels,,,,,,,,,,
8484187,0,2,5,1,Hlinka Gretzky Cup,6,1,20222023,Canada U18,,,,,,,,,,
8484187,3,3,10,2,WHL,14,5,20222023,Red Deer Rebels,,,,,,,,,,
8484187,29,2,46,16,WHL,73,45,20232024,Red Deer Rebels,,,,,,,,,,
8484187,4,3,9,4,WHL,8,8,20232024,Red Deer Rebels,,,,,,,,,,
8484187,0,2,1,0,AHL,2,0,20242025,Milwaukee Admirals,,,,,,,,,,
8484187,15,2,37,12,WHL,55,27,20242025,Red Deer Rebels,,,,,,,,,,
8484189,0,2,6,0,Brick Invitational,2,0,20132014,Western Selects,,,,,,,,,,
8484189,3,2,6,0,QC Int PW,0,3,20162017,Los Angeles Jr. Kings,,,,,,,,,,
8484189,2,2,5,1,T1EHL 13U,0,3,20172018,Anaheim Jr. Ducks 13U AAA,,,,,,,,,,
8484189,18,2,46,18,13U AAA,4,36,20172018,Anaheim Jr. Ducks 13U AAA,,,,,,,,,,
8484189,3,2,12,2,T1EHL 14U,4,5,20182019,Phoenix Jr. Coyotes 14U AAA,,,,,,,,,,
8484189,5,2,8,8,14U AAA,0,13,20182019,Phoenix Jr. Coyotes 14U AAA,,,,,,,,,,
8484189,11,2,19,8,T1EHL 15U,4,19,20192020,Phoenix Jr. Coyotes 15U AAA,,,,,,,,,,
8484189,2,2,8,9,15U AAA,0,11,20192020,Phoenix Jr. Coyotes 15U AAA,,,,,,,,,,
8484189,5,2,17,13,T1EHL 16U,10,18,20202021,Phoenix Jr. Coyotes 16U AAA,,,,,,,,,,
8484189,9,2,68,8,WHL,34,17,20212022,Vancouver Giants,,,,,,,,,,
8484189,3,3,12,1,WHL,14,4,20212022,Vancouver Giants,,,,,,,,,,
8484189,32,2,66,19,WHL,55,51,20222023,Vancouver Giants,,,,,,,,,,
8484189,0,3,4,0,WHL,9,0,20222023,Vancouver Giants,,,,,,,,,,
8484189,42,2,67,24,WHL,55,66,20232024,Vancouver Giants,,,,,,,,,,
8484189,0,2,1,0,AHL,0,0,20232024,Calgary Wranglers,,,,,,,,,,
8484189,3,3,5,0,WHL,6,3,20232024,Vancouver Giants,,,,,,,,,,
8484189,41,2,59,17,WHL,38,58,20242025,Vancouver Giants,,,,,,,,,,
8484189,0,2,2,0,AHL,0,0,20242025,Calgary Wranglers,,,,,,,,,,
8484189,3,3,5,2,WHL,0,5,20242025,Vancouver Giants,,,,,,,,,,
8484195,35,2,32,43,Czechia U16 2,,78,20142015,SHKM Hodonin U16,,,,,,,,,,
8484195,2,2,6,2,WSI U12,0,4,20152016,Slovakia Selects U12,,,,,,,,,,
8484195,5,2,7,3,WSI U13,0,8,20162017,Slovakia Selects U13,,,,,,,,,,
8484195,0,2,2,0,QC Int PW,2,0,20162017,Slovakia HMS Select,,,,,,,,,,
8484195,2,2,5,0,Czechia U16,0,2,20172018,HC Kometa Brno U16,,,,,,,,,,
8484195,7,2,35,8,Czechia U16,10,15,20182019,HC Kometa Brno U16,,,,,,,,,,
8484195,2,3,6,0,Czechia U16,0,2,20182019,HC Kometa Brno U16,,,,,,,,,,
8484195,3,2,14,1,U16 SM-sarja,31,4,20192020,JYP U16,,,,,,,,,,
8484195,2,2,3,1,Slovakia U20,2,3,20202021,Team Slovakia U18,,,,,,,,,,
8484195,4,2,19,3,Slovakia2,8,7,20202021,Team Slovakia U18,,,,,,,,,,
8484195,4,2,5,1,WJC-18 D1A,2,5,20212022,Slovakia U18,,,,,,,,,,
8484195,1,2,3,0,WJC-20,2,1,20212022,Slovakia U20,,,,,,,,,,
8484195,6,2,46,4,Slovakia,4,10,20212022,HC Nove Zamky,,,,,,,,,,
8484195,2,2,3,2,Slovakia2,4,4,20212022,Team Slovakia U18,,,,,,,,,,
8484195,0,2,3,0,WJC-20,2,0,20222023,Slovakia U20,,,,,,,,,,
8484195,9,2,29,1,Slovakia,10,10,20222023,HC Nove Zamky,,,,,,,,,,
8484195,11,2,27,6,USHL,26,17,20222023,Youngstown Phantoms,,,,,,,,,,
8484195,8,3,9,2,USHL,8,10,20222023,Youngstown Phantoms,,,,,,,,,,
8484195,0,2,1,0,AHL,0,0,20232024,Rockford IceHogs,,,,,,,,,,
8484195,24,2,60,23,OHL,33,47,20232024,Erie Otters,,,,,,,,,,
8484195,3,2,5,0,WJC-20,6,3,20232024,Slovakia U20,,,,,,,,,,
8484195,1,3,4,1,OHL,2,2,20232024,Erie Otters,,,,,,,,,,
8484195,36,2,60,23,OHL,14,59,20242025,Erie Otters,,,,,,,,,,
8484195,6,3,8,7,OHL,4,13,20242025,Erie Otters,,,,,,,,,,
8484196,3,2,6,0,Brick Invitational,2,3,20142015,BC Junior Canucks,,,,,,,,,,
8484196,0,3,1,0,Brick Invitational,0,0,20142015,BC Junior Canucks,,,,,,,,,,
8484196,18,2,18,7,U15 AAA,2,25,20182019,Thompson Blazers U15 AAA,,,,,,,,,,
8484196,0,2,1,0,CSSHL U16,0,0,20192020,Yale Hockey Academy Elite 15s,,,,,,,,,,
8484196,46,2,27,9,CSSHL U15,14,55,20192020,Yale Hockey Academy U15 Prep,,,,,,,,,,
8484196,4,3,2,2,CSSHL U15,2,6,20192020,Yale Hockey Academy U15 Prep,,,,,,,,,,
8484196,2,2,17,0,WHL,2,2,20202021,Saskatoon Blades,,,,,,,,,,
8484196,5,2,5,1,CSSHL U18,10,6,20202021,Yale Hockey Academy U18 Prep,,,,,,,,,,
8484196,15,2,55,3,WHL,16,18,20212022,Saskatoon Blades,,,,,,,,,,
8484196,3,3,5,0,WHL,0,3,20212022,Saskatoon Blades,,,,,,,,,,
8484196,28,2,67,9,WHL,37,37,20222023,Saskatoon Blades,,,,,,,,,,
8484196,3,2,5,1,Hlinka Gretzky Cup,0,4,20222023,Canada U18,,,,,,,,,,
8484196,5,3,18,3,WHL,0,8,20222023,Saskatoon Blades,,,,,,,,,,
8484196,46,2,50,10,WHL,18,56,20232024,Saskatoon Blades,,,,,,,,,,
8484196,7,3,16,3,WHL,10,10,20232024,Saskatoon Blades,,,,,,,,,,
8484196,17,2,21,4,WHL,10,21,20242025,Saskatoon Blades,,,,,,,,,,
8484196,21,2,28,5,WHL,8,26,20242025,Medicine Hat Tigers,,,,,,,,,,
8484196,2,2,5,0,WJC-20,4,2,20242025,Canada U20,,,,,,,,,,
8484196,16,3,18,4,WHL,4,20,20242025,Medicine Hat Tigers,,,,,,,,,,
8484197,2,2,6,6,Brick Invitational,0,8,20142015,Team Minnesota,,,,,,,,,,
8484197,28,2,25,7,USHS-MN,6,35,20192020,Totino-Grace High,,,,,,,,,,
8484197,2,2,8,8,MNBEL 14U,,10,20192020,MN Sharks 15U AAA,,,,,,,,,,
8484197,2,2,3,5,MNHP-14,,7,20192020,B14 - District 2,,,,,,,,,,
8484197,1,3,2,0,USHS-MN,0,1,20192020,Totino-Grace High,,,,,,,,,,
8484197,21,2,17,17,USHS-MN,6,38,20202021,Totino-Grace High,,,,,,,,,,
8484197,5,2,11,2,NTDP,0,7,20212022,U.S. National U18 Team,,,,,,,,,,
8484197,15,2,43,24,NTDP,6,39,20212022,U.S. National U17 Team,,,,,,,,,,
8484197,14,2,32,12,USHL,2,26,20212022,USNTDP Juniors,,,,,,,,,,
8484197,5,2,7,4,WJC-18,0,9,20222023,USA U18,,,,,,,,,,
8484197,44,2,61,31,NTDP,26,75,20222023,U.S. National U18 Team,,,,,,,,,,
8484197,17,2,23,8,USHL,12,25,20222023,USNTDP Juniors,,,,,,,,,,
8484197,24,2,39,9,NCAA,8,33,20232024,Univ. of Minnesota,,,,,,,,,,
8484197,2,2,7,1,WJC-20,0,3,20232024,USA U20,,,,,,,,,,
8484197,4,2,9,0,NHL,4,4,20242025,Chicago Blackhawks,,,,,,,,,,
8484197,21,2,38,12,NCAA,6,33,20242025,Univ. of Minnesota,,,,,,,,,,
8484197,4,2,7,1,WJC-20,0,5,20242025,USA U20,,,,,,,,,,
8484198,0,2,6,1,Brick Invitational,4,1,20142015,Montréal Ice Storm,,,,,,,,,,
8484198,3,2,5,2,QC Int PW,4,5,20172018,Montréal Jr. Canadiens,,,,,,,,,,
8484198,2,2,6,0,WSI U13,,2,20172018,Pro Hockey Selects U13,,,,,,,,,,
8484198,12,2,26,7,QBAAA,16,19,20182019,Lac St-Louis Grenadiers M15 AAAE,,,,,,,,,,
8484198,14,2,44,8,HEO U18,28,22,20192020,CIHA White U18 AAA,,,,,,,,,,
8484198,1,3,1,0,HEO U18,0,1,20192020,CIHA White U18 AAA,,,,,,,,,,
8484198,25,2,64,8,QMJHL,34,33,20212022,Moncton Wildcats,,,,,,,,,,
8484198,0,3,3,0,QMJHL,2,0,20212022,Moncton Wildcats,,,,,,,,,,
8484198,51,2,67,21,QMJHL,50,72,20222023,Moncton Wildcats,,,,,,,,,,
8484198,1,2,3,0,WJC-18,2,1,20222023,Canada U18,,,,,,,,,,
8484198,15,3,12,2,QMJHL,8,17,20222023,Moncton Wildcats,,,,,,,,,,
8484198,37,2,58,12,QMJHL,31,49,20232024,Moncton Wildcats,,,,,,,,,,
8484198,0,2,1,0,AHL,0,0,20232024,Calgary Wranglers,,,,,,,,,,
8484198,3,3,4,0,QMJHL,4,3,20232024,Moncton Wildcats,,,,,,,,,,
8484198,44,2,62,14,QMJHL,36,58,20242025,Moncton Wildcats,,,,,,,,,,
8484198,18,3,19,2,QMJHL,4,20,20242025,Moncton Wildcats,,,,,,,,,,
8484200,2,2,5,0,QC Int PW,4,2,20172018,Buffalo Jr. Sabres,,,,,,,,,,
8484200,8,2,14,7,14U AAA,38,15,20192020,Buffalo Jr. Sabres 14U AAA,,,,,,,,,,
8484200,3,2,4,4,AYHL 16U,17,7,20202021,North Jersey Avalanche 16U AAA,,,,,,,,,,
8484200,19,2,50,12,OHL,70,31,20212022,Sudbury Wolves,,,,,,,,,,
8484200,1,2,5,1,USA-S16,0,2,20212022,Team Black,,,,,,,,,,
8484200,52,2,53,26,OHL,71,78,20222023,Sudbury Wolves,,,,,,,,,,
8484200,4,2,4,1,Hlinka Gretzky Cup,4,5,20222023,USA U18,,,,,,,,,,
8484200,3,2,4,4,USA-S17,6,7,20222023,Team Grey,,,,,,,,,,
8484200,3,3,4,1,OHL,6,4,20222023,Sudbury Wolves,,,,,,,,,,
8484200,59,2,53,43,OHL,72,102,20232024,Sudbury Wolves,,,,,,,,,,
8484200,8,3,8,2,OHL,2,10,20232024,Sudbury Wolves,,,,,,,,,,
8484200,29,2,33,30,OHL,14,59,20242025,Sudbury Wolves,,,,,,,,,,
8484200,0,2,3,0,AHL,4,0,20242025,San Jose Barracuda,,,,,,,,,,
8484200,3,3,3,1,OHL,0,4,20242025,Sudbury Wolves,,,,,,,,,,
8484200,0,3,1,0,AHL,0,0,20242025,San Jose Barracuda,,,,,,,,,,
8484201,5,2,9,0,BCEHL U17,8,5,20182019,Cariboo Cougars U17 AAA,,,,,,,,,,
8484201,1,3,1,0,BCEHL U17,0,1,20182019,Cariboo Cougars U17 AAA,,,,,,,,,,
8484201,12,2,37,10,BCEHL U18,22,22,20192020,Cariboo Cougars U18 AAA,,,,,,,,,,
8484201,0,2,12,3,WHL,0,3,20202021,Seattle Thunderbirds,,,,,,,,,,
8484201,24,2,67,4,WHL,21,28,20212022,Seattle Thunderbirds,,,,,,,,,,
8484201,5,3,25,3,WHL,6,8,20212022,Seattle Thunderbirds,,,,,,,,,,
8484201,30,2,68,30,WHL,41,60,20222023,Seattle Thunderbirds,,,,,,,,,,
8484201,3,2,5,1,Memorial Cup,0,4,20222023,Seattle Thunderbirds,,,,,,,,,,
8484201,3,3,19,4,WHL,6,7,20222023,Seattle Thunderbirds,,,,,,,,,,
8484201,21,2,34,9,WHL,20,30,20232024,Seattle Thunderbirds,,,,,,,,,,
8484201,0,2,12,0,AHL,2,0,20232024,San Diego Gulls,,,,,,,,,,
8484201,9,2,64,10,AHL,18,19,20242025,San Diego Gulls,,,,,,,,,,
8484210,4,2,5,3,QC Int PW,4,7,20172018,Chicago Mission Peewee,,,,,,,,,,
8484210,11,2,16,9,HPHL 13U,4,20,20182019,Chicago Mission 13U AAA,,,,,,,,,,
8484210,10,2,17,6,HPHL 14U,0,16,20192020,Chicago Mission 14U AAA,,,,,,,,,,
8484210,1,2,3,3,HPHL 15U,0,4,20202021,Chicago Mission 15U AAA,,,,,,,,,,
8484210,3,2,7,0,NTDP,0,3,20212022,U.S. National U18 Team,,,,,,,,,,
8484210,32,2,51,18,NTDP,12,50,20212022,U.S. National U17 Team,,,,,,,,,,
8484210,17,2,40,10,USHL,10,27,20212022,USNTDP Juniors,,,,,,,,,,
8484210,13,2,7,5,WJC-18,0,18,20222023,USA U18,,,,,,,,,,
8484210,79,2,63,53,NTDP,8,132,20222023,U.S. National U18 Team,,,,,,,,,,
8484210,26,2,23,19,USHL,8,45,20222023,USNTDP Juniors,,,,,,,,,,
8484210,41,2,36,19,NCAA,29,60,20232024,Boston College,,,,,,,,,,
8484210,7,2,7,3,WJC-20,2,10,20232024,USA U20,,,,,,,,,,
8484210,0,2,5,0,NHL,0,0,20242025,New York Rangers,,,,,,,,,,
8484210,32,2,37,16,NCAA,25,48,20242025,Boston College,,,,,,,,,,
8484210,7,2,7,3,WJC-20,0,10,20242025,USA U20,,,,,,,,,,
8484219,0,2,6,4,Brick Invitational,4,4,20142015,Toronto Bulldogs,,,,,,,,,,
8484219,2,3,3,2,Brick Invitational,0,4,20142015,Toronto Bulldogs,,,,,,,,,,
8484219,77,2,72,68,U15 AAA,,145,20192020,Toronto Jr. Canadiens U15 AAA,,,,,,,,,,
8484219,16,2,36,29,GTHL U15,54,45,20192020,Toronto Jr. Canadiens U15 AAA,,,,,,,,,,
8484219,15,2,65,18,OHL,42,33,20212022,Kitchener Rangers,,,,,,,,,,
8484219,2,3,12,4,OHL,4,6,20212022,Kitchener Rangers,,,,,,,,,,
8484219,29,2,68,30,OHL,40,59,20222023,Kitchener Rangers,,,,,,,,,,
8484219,4,2,5,1,Hlinka Gretzky Cup,2,5,20222023,Canada U18,,,,,,,,,,
8484219,4,3,9,2,OHL,8,6,20222023,Kitchener Rangers,,,,,,,,,,
8484219,43,2,60,52,OHL,45,95,20232024,Kitchener Rangers,,,,,,,,,,
8484219,2,2,5,2,WJC-20,0,4,20232024,Canada U20,,,,,,,,,,
8484219,5,3,10,6,OHL,2,11,20232024,Kitchener Rangers,,,,,,,,,,
8484219,0,2,2,0,WJC-20,4,0,20242025,Canada U20,,,,,,,,,,
8484219,44,2,57,42,OHL,22,86,20242025,Brampton Steelheads,,,,,,,,,,
8484219,0,2,2,0,AHL,0,0,20242025,Coachella Valley Firebirds,,,,,,,,,,
8484219,1,3,6,7,OHL,10,8,20242025,Brampton Steelheads,,,,,,,,,,
8484219,0,3,1,0,AHL,0,0,20242025,Coachella Valley Firebirds,,,,,,,,,,
8484220,5,2,6,4,Mini A,4,9,20162017,SC Rheintal II U15,,,,,,,,,,
8484220,0,2,2,0,QC Int PW,2,0,20162017,Swiss Eastern Selects,,,,,,,,,,
8484220,11,2,26,13,Mini Top,32,24,20172018,SC Rheintal U15,,,,,,,,,,
8484220,0,2,1,0,Mini A,0,0,20172018,SC Rheintal II U15,,,,,,,,,,
8484220,13,2,23,15,Mini Top,34,28,20182019,EHC Kloten U15,,,,,,,,,,
8484220,1,2,6,0,Top Novizen,0,1,20182019,EHC Bülach U17,,,,,,,,,,
8484220,1,3,2,2,Mini Top,2,3,20182019,EHC Kloten U15,,,,,,,,,,
8484220,4,2,28,4,U17-Elit,12,8,20192020,EHC Kloten U17,,,,,,,,,,
8484220,0,3,4,0,U17-Elit,6,0,20192020,EHC Kloten U17,,,,,,,,,,
8484220,3,2,25,1,U20-Elit,16,4,20202021,EHC Kloten U20,,,,,,,,,,
8484220,11,2,20,4,U17-Elit,16,15,20202021,EHC Kloten U17,,,,,,,,,,
8484220,10,2,27,1,SL,4,11,20212022,EHC Kloten,,,,,,,,,,
8484220,1,2,5,0,WJC-18 D1B,0,1,20212022,Austria U18,,,,,,,,,,
8484220,2,2,4,0,WJC-20,4,2,20212022,Austria U20,,,,,,,,,,
8484220,13,2,23,9,U20-Elit,12,22,20212022,EHC Kloten U20,,,,,,,,,,
8484220,0,3,14,0,SL,10,0,20212022,EHC Kloten,,,,,,,,,,
8484220,1,3,3,0,U20-Elit,2,1,20212022,EHC Kloten U20,,,,,,,,,,
8484220,19,2,46,3,NL,26,22,20222023,EHC Kloten,,,,,,,,,,
8484220,1,2,4,0,WC,2,1,20222023,Austria,,,,,,,,,,
8484220,2,2,5,0,WJC-20,0,2,20222023,Austria U20,,,,,,,,,,
8484220,1,3,3,1,NL,2,2,20222023,EHC Kloten,,,,,,,,,,
8484220,10,2,35,1,NL,18,11,20232024,EHC Kloten,,,,,,,,,,
8484220,3,2,11,2,AHL,4,5,20232024,Laval Rocket,,,,,,,,,,
8484220,2,2,3,0,OGQ,0,2,20242025,Austria,,,,,,,,,,
8484220,3,2,10,2,AHL,10,5,20242025,Laval Rocket,,,,,,,,,,
8484220,4,3,13,2,AHL,14,6,20242025,Laval Rocket,,,,,,,,,,
8484222,2,2,5,9,WSI U12,2,11,20162017,Slovakia Selects U12,,,,,,,,,,
8484222,8,2,8,7,WSI U13,,15,20172018,Czech Selects U13,,,,,,,,,,
8484222,0,2,5,3,QC Int PW,4,3,20172018,Czech Knights,,,,,,,,,,
8484222,33,2,38,21,Czechia U16,4,54,20182019,HC Kometa Brno U16,,,,,,,,,,
8484222,0,2,6,3,MMCR,2,3,20182019,Jihomoravsky kraj U15,,,,,,,,,,
8484222,1,3,7,4,Czechia U16,10,5,20182019,HC Kometa Brno U16,,,,,,,,,,
8484222,5,2,6,3,ODM,2,8,20192020,Jihomoravsky kraj U15,,,,,,,,,,
8484222,24,2,39,27,Czechia U17,8,51,20192020,HC Kometa Brno U17,,,,,,,,,,
8484222,0,2,7,2,U18 SM-sarja,0,2,20202021,Ilves U18,,,,,,,,,,
8484222,2,2,8,4,Czechia U20,0,6,20202021,HC Kometa Brno U20,,,,,,,,,,
8484222,3,2,1,0,Czechia U17,0,3,20202021,HC Kometa Brno U17,,,,,,,,,,
8484222,1,2,10,2,Czechia,2,3,20212022,HC Kometa Brno,,,,,,,,,,
8484222,8,2,6,1,WJC-18,0,9,20212022,Czechia U18,,,,,,,,,,
8484222,47,2,39,42,Czechia U20,56,89,20212022,HC Kometa Brno U20,,,,,,,,,,
8484222,6,2,4,2,EYOF,0,8,20212022,Czechia U18,,,,,,,,,,
8484222,2,2,4,1,Hlinka Gretzky Cup,2,3,20212022,Czechia U18,,,,,,,,,,
8484222,5,3,5,5,Czechia U20,0,10,20212022,HC Kometa Brno U20,,,,,,,,,,
8484222,7,2,43,7,Czechia,2,14,20222023,HC Kometa Brno,,,,,,,,,,
8484222,2,2,5,4,WJC-18,4,6,20222023,Czechia U18,,,,,,,,,,
8484222,5,2,7,1,WJC-20,2,6,20222023,Czechia U20,,,,,,,,,,
8484222,2,2,5,4,Hlinka Gretzky Cup,0,6,20222023,Czechia U18,,,,,,,,,,
8484222,0,3,6,0,Czechia,0,0,20222023,HC Kometa Brno,,,,,,,,,,
8484222,13,2,25,7,OHL,6,20,20232024,Barrie Colts,,,,,,,,,,
8484222,10,2,24,8,OHL,2,18,20232024,Kitchener Rangers,,,,,,,,,,
8484222,4,2,7,3,WJC-20,0,7,20232024,Czechia U20,,,,,,,,,,
8484222,7,3,10,5,OHL,8,12,20232024,Kitchener Rangers,,,,,,,,,,
8484222,2,2,7,6,WJC-20,4,8,20242025,Czechia U20,,,,,,,,,,
8484222,15,2,51,6,AHL,14,21,20242025,Coachella Valley Firebirds,,,,,,,,,,
8484222,0,3,3,0,AHL,0,0,20242025,Coachella Valley Firebirds,,,,,,,,,,
8484224,1,2,6,2,Brick Invitational,0,3,20142015,Team Brick Alberta,,,,,,,,,,
8484224,0,3,1,0,Brick Invitational,2,0,20142015,Team Brick Alberta,,,,,,,,,,
8484224,4,2,9,8,WSI U12,4,12,20162017,West Coast Selects U12,,,,,,,,,,
8484224,4,2,7,13,WSI U13,,17,20172018,West Coast Selects U13,,,,,,,,,,
8484224,10,2,16,8,MNHP 14U,0,18,20182019,MN Lakers 14U AAA,,,,,,,,,,
8484224,51,2,54,32,14U AAA,61,83,20192020,Shattuck St. Mary's 14U AAA,,,,,,,,,,
8484224,46,2,47,14,16U AAA,58,60,20202021,Shattuck St. Mary's 16U AAA,,,,,,,,,,
8484224,23,2,52,10,NTDP,62,33,20212022,U.S. National U17 Team,,,,,,,,,,
8484224,14,2,35,8,USHL,50,22,20212022,USNTDP Juniors,,,,,,,,,,
8484224,40,2,58,18,WHL,68,58,20222023,Seattle Thunderbirds,,,,,,,,,,
8484224,0,2,5,0,Memorial Cup,2,0,20222023,Seattle Thunderbirds,,,,,,,,,,
8484224,8,3,17,3,WHL,8,11,20222023,Seattle Thunderbirds,,,,,,,,,,
8484224,15,2,17,6,WHL,13,21,20232024,Seattle Thunderbirds,,,,,,,,,,
8484224,30,2,37,13,WHL,31,43,20232024,Edmonton Oil Kings,,,,,,,,,,
8484224,48,2,54,30,WHL,76,78,20242025,Edmonton Oil Kings,,,,,,,,,,
8484224,6,3,7,2,WHL,8,8,20242025,Edmonton Oil Kings,,,,,,,,,,
8484227,3,2,6,5,Brick Invitational,2,8,20142015,Boston Jr. Bruins,,,,,,,,,,
8484227,0,3,1,0,Brick Invitational,0,0,20142015,Boston Jr. Bruins,,,,,,,,,,
8484227,8,2,6,6,QC Int PW,2,14,20172018,Boston Jr. Eagles,,,,,,,,,,
8484227,2,2,4,2,WJC-18,0,4,20212022,USA U18,,,,,,,,,,
8484227,13,2,28,14,NTDP,20,27,20212022,U.S. National U18 Team,,,,,,,,,,
8484227,20,2,35,17,NTDP,8,37,20212022,U.S. National U17 Team,,,,,,,,,,
8484227,14,2,36,14,USHL,28,28,20212022,USNTDP Juniors,,,,,,,,,,
8484227,11,2,7,9,WJC-18,2,20,20222023,USA U18,,,,,,,,,,
8484227,76,2,60,51,NTDP,28,127,20222023,U.S. National U18 Team,,,,,,,,,,
8484227,27,2,20,15,USHL,20,42,20222023,USNTDP Juniors,,,,,,,,,,
