seasonID,playerID,seasonType,statCategory,statValue
19441945,8450029,2,goalsAgainstAverage,3.22
19441945,8450007,2,goalsAgainstAverage,3.895833
19441945,8449819,2,goalsAgainstAverage,4.235778
19441945,8450029,3,wins,8.0
19441945,8450019,3,wins,7.0
19441945,8449823,3,wins,3.0
19441945,8449910,3,wins,2.0
19441945,8450029,3,shutouts,4.0
19441945,8450019,3,shutouts,2.0
19441945,8450019,3,goalsAgainstAverage,2.134333
19441945,8450029,3,goalsAgainstAverage,2.230852
19441945,8449910,3,goalsAgainstAverage,2.415459
19441945,8449823,3,goalsAgainstAverage,3.019213
19451946,8449910,2,wins,24.0
19451946,8450007,2,wins,22.0
19451946,8450019,2,wins,20.0
19451946,8449836,2,wins,16.0
19451946,8450096,2,wins,12.0
19451946,8449910,2,shutouts,4.0
19451946,8449823,2,shutouts,2.0
19451946,8449836,2,shutouts,2.0
19451946,8450019,2,shutouts,2.0
19451946,8449993,2,shutouts,1.0
19451946,8449910,2,goalsAgainstAverage,2.6
19451946,8449823,2,goalsAgainstAverage,2.884615
19451946,8450019,2,goalsAgainstAverage,3.18
19451946,8449836,2,goalsAgainstAverage,3.264706
19451946,8450007,2,goalsAgainstAverage,3.458333
19451946,8449910,3,wins,8.0
19451946,8449836,3,wins,5.0
19451946,8450019,3,wins,1.0
19451946,8450019,3,shutouts,1.0
19451946,8449910,3,goalsAgainstAverage,2.064457
19451946,8449836,3,goalsAgainstAverage,2.672332
19451946,8450019,3,goalsAgainstAverage,3.098273
19451946,8450007,3,goalsAgainstAverage,6.5
19461947,8449910,2,wins,34.0
19461947,8449837,2,wins,31.0
19461947,8449836,2,wins,26.0
19461947,8450096,2,wins,22.0
19461947,8450019,2,wins,22.0
19461947,8450096,2,shutouts,5.0
19461947,8449837,2,shutouts,4.0
19461947,8449910,2,shutouts,4.0
19461947,8450019,2,shutouts,3.0
19461947,8449836,2,shutouts,3.0
19461947,8449910,2,goalsAgainstAverage,2.3
19461947,8449837,2,goalsAgainstAverage,2.866667
19461947,8449836,2,goalsAgainstAverage,2.916667
19461947,8450096,2,goalsAgainstAverage,3.051724
19461947,8450019,2,goalsAgainstAverage,3.057692
19461947,8449837,3,wins,8.0
19461947,8449910,3,wins,6.0
19461947,8449802,3,wins,1.0
19461947,8449836,3,wins,1.0
19461947,8449837,3,shutouts,1.0
19461947,8449910,3,shutouts,1.0
19461947,8449910,3,goalsAgainstAverage,1.919599
19461947,8449837,3,goalsAgainstAverage,2.383463
19461947,8449836,3,goalsAgainstAverage,2.804557
19461947,8449802,3,goalsAgainstAverage,3.02228
19471948,8449837,2,wins,32.0
19471948,8450019,2,wins,30.0
19471948,8449836,2,wins,23.0
19471948,8449910,2,wins,20.0
19471948,8449922,2,wins,19.0
19471948,8450019,2,shutouts,7.0
19471948,8449910,2,shutouts,5.0
19471948,8449837,2,shutouts,5.0
19471948,8449836,2,shutouts,3.0
19471948,8449993,2,shutouts,2.0
19471948,8449837,2,goalsAgainstAverage,2.383333
19471948,8450019,2,goalsAgainstAverage,2.455229
19471948,8449910,2,goalsAgainstAverage,2.7733
19471948,8449836,2,goalsAgainstAverage,2.8
19471948,8449993,2,goalsAgainstAverage,3.167767
19471948,8449837,3,wins,8.0
19471948,8450019,3,wins,4.0
19471948,8450096,3,wins,2.0
19471948,8449836,3,wins,1.0
19471948,8449837,3,shutouts,1.0
19471948,8449837,3,goalsAgainstAverage,2.154205
19471948,8450096,3,goalsAgainstAverage,2.833333
19471948,8450019,3,goalsAgainstAverage,3.0
19471948,8449836,3,goalsAgainstAverage,3.784892
19481949,8450019,2,wins,34.0
19481949,8449910,2,wins,28.0
19481949,8449836,2,wins,26.0
19481949,8449837,2,wins,22.0
19481949,8449993,2,wins,21.0
19481949,8449910,2,shutouts,10.0
19481949,8450096,2,shutouts,7.0
19481949,8450019,2,shutouts,6.0
19481949,8449837,2,shutouts,5.0
19481949,8449992,2,shutouts,1.0
19481949,8449910,2,goalsAgainstAverage,2.1
19481949,8450019,2,goalsAgainstAverage,2.416667
19481949,8449837,2,goalsAgainstAverage,2.683333
19481949,8449836,2,goalsAgainstAverage,2.722222
19481949,8450096,2,goalsAgainstAverage,2.896552
19481949,8449837,3,wins,8.0
19481949,8450019,3,wins,4.0
19481949,8449910,3,wins,3.0
19481949,8449836,3,wins,1.0
19481949,8449837,3,shutouts,1.0
19481949,8449837,3,goalsAgainstAverage,1.568627
19481949,8450019,3,goalsAgainstAverage,2.150636
19481949,8449910,3,goalsAgainstAverage,2.180186
19481949,8449836,3,goalsAgainstAverage,3.035733
19491950,8450019,2,wins,33.0
19491950,8449837,2,wins,30.0
19491950,8450096,2,wins,28.0
19491950,8449910,2,wins,26.0
19491950,8449836,2,wins,22.0
19491950,8449837,2,shutouts,9.0
19491950,8449910,2,shutouts,8.0
19491950,8450019,2,shutouts,7.0
19491950,8450096,2,shutouts,6.0
19491950,8449836,2,shutouts,5.0
19491950,8449910,2,goalsAgainstAverage,2.203125
19491950,8450019,2,goalsAgainstAverage,2.349206
19491950,8449837,2,goalsAgainstAverage,2.465957
19491950,8450096,2,goalsAgainstAverage,2.623188
19491950,8449977,2,goalsAgainstAverage,3.283582
19491950,8450019,3,wins,8.0
19491950,8450096,3,wins,7.0
19491950,8449837,3,wins,3.0
19491950,8450041,3,wins,1.0
19491950,8449837,3,shutouts,3.0
19491950,8450019,3,shutouts,3.0
19491950,8450096,3,shutouts,1.0
19491950,8449837,3,goalsAgainstAverage,1.33546
19491950,8450019,3,goalsAgainstAverage,1.85022
19491950,8450041,3,goalsAgainstAverage,2.217022
19491950,8450096,3,goalsAgainstAverage,2.247965
19491950,8449910,3,goalsAgainstAverage,3.333333
19501951,8450111,2,wins,44.0
19501951,8450108,2,wins,26.0
19501951,8450041,2,wins,25.0
19501951,8449977,2,wins,22.0
19501951,8450096,2,wins,19.0
19501951,8450111,2,shutouts,11.0
19501951,8450041,2,shutouts,6.0
19501951,8449837,2,shutouts,5.0
19501951,8450108,2,shutouts,5.0
19501951,8449977,2,shutouts,4.0
19501951,8450108,2,goalsAgainstAverage,1.774523
19501951,8450111,2,goalsAgainstAverage,1.971429
19501951,8449837,2,goalsAgainstAverage,2.225657
19501951,8450041,2,goalsAgainstAverage,2.614286
19501951,8449977,2,goalsAgainstAverage,2.814766
19501951,8450041,3,wins,5.0
19501951,8449837,3,wins,5.0
19501951,8450108,3,wins,3.0
19501951,8450111,3,wins,2.0
19501951,8449977,3,wins,1.0
19501951,8449837,3,shutouts,2.0
19501951,8449977,3,shutouts,1.0
19501951,8450111,3,shutouts,1.0
19501951,8450041,3,shutouts,1.0
19501951,8449837,3,goalsAgainstAverage,1.097375
19501951,8449977,3,goalsAgainstAverage,1.615385
19501951,8450111,3,goalsAgainstAverage,1.682908
19501951,8450108,3,goalsAgainstAverage,1.717557
19501951,8450041,3,goalsAgainstAverage,1.910422
19511952,8450111,2,wins,44.0
19511952,8450041,2,wins,34.0
19511952,8450108,2,wins,29.0
19511952,8449993,2,wins,25.0
19511952,8450096,2,wins,18.0
19511952,8450111,2,shutouts,12.0
19511952,8449993,2,shutouts,7.0
19511952,8450041,2,shutouts,5.0
19511952,8450108,2,shutouts,5.0
19511952,8450096,2,shutouts,2.0
19511952,8450111,2,goalsAgainstAverage,1.9
19511952,8450108,2,goalsAgainstAverage,2.18705
19511952,8450041,2,goalsAgainstAverage,2.342857
19511952,8449993,2,goalsAgainstAverage,2.471429
19511952,8450096,2,goalsAgainstAverage,2.943396
19511952,8450111,3,wins,8.0
19511952,8450041,3,wins,4.0
19511952,8449993,3,wins,3.0
19511952,8450111,3,shutouts,4.0
19511952,8449993,3,shutouts,1.0
19511952,8450041,3,shutouts,1.0
19511952,8450111,3,goalsAgainstAverage,0.625
19511952,8450041,3,goalsAgainstAverage,1.920512
19511952,8449993,3,goalsAgainstAverage,2.280264
19511952,8450108,3,goalsAgainstAverage,3.0
19511952,8449837,3,goalsAgainstAverage,3.5
19521953,8450111,2,wins,32.0
19521953,8449993,2,wins,28.0
19521953,8450019,2,wins,27.0
19521953,8450108,2,wins,27.0
19521953,8450041,2,wins,25.0
19521953,8450041,2,shutouts,10.0
19521953,8450019,2,shutouts,10.0
19521953,8450111,2,shutouts,9.0
19521953,8449993,2,shutouts,8.0
19521953,8450108,2,shutouts,6.0
19521953,8450111,2,goalsAgainstAverage,1.888889
19521953,8450041,2,goalsAgainstAverage,2.090909
19521953,8450019,2,goalsAgainstAverage,2.342857
19521953,8449993,2,goalsAgainstAverage,2.428571
19521953,8450108,2,goalsAgainstAverage,2.5
19521953,8450041,3,wins,5.0
19521953,8449993,3,wins,4.0
19521953,8450108,3,wins,3.0
19521953,8450066,3,wins,3.0
19521953,8450111,3,wins,2.0
19521953,8450041,3,shutouts,2.0
19521953,8450066,3,shutouts,1.0
19521953,8450111,3,shutouts,1.0
19521953,8450066,3,goalsAgainstAverage,1.75
19521953,8450041,3,goalsAgainstAverage,1.851217
19521953,8450108,3,goalsAgainstAverage,2.539384
19521953,8449993,3,goalsAgainstAverage,3.055927
19521953,8450111,3,goalsAgainstAverage,3.382702
19531954,8450111,2,wins,35.0
19531954,8449993,2,wins,32.0
19531954,8450019,2,wins,32.0
19531954,8449835,2,wins,29.0
19531954,8450041,2,wins,28.0
19531954,8450019,2,shutouts,13.0
19531954,8450111,2,shutouts,12.0
19531954,8449993,2,shutouts,8.0
19531954,8450041,2,shutouts,6.0
19531954,8450066,2,shutouts,5.0
19531954,8450019,2,goalsAgainstAverage,1.855072
19531954,8450111,2,goalsAgainstAverage,1.933091
19531954,8450041,2,goalsAgainstAverage,2.132075
19531954,8449835,2,goalsAgainstAverage,2.542857
19531954,8449993,2,goalsAgainstAverage,2.542857
19531954,8450111,3,wins,8.0
19531954,8450066,3,wins,5.0
19531954,8450041,3,wins,2.0
19531954,8450019,3,wins,1.0
19531954,8450066,3,shutouts,2.0
19531954,8450111,3,shutouts,2.0
19531954,8450041,3,shutouts,1.0
19531954,8450041,3,goalsAgainstAverage,0.946206
19531954,8450111,3,goalsAgainstAverage,1.597338
19531954,8450066,3,goalsAgainstAverage,1.751825
19531954,8450019,3,goalsAgainstAverage,2.620769
19531954,8449993,3,goalsAgainstAverage,4.0
19541955,8450111,2,wins,40.0
19541955,8450066,2,wins,33.0
19541955,8450019,2,wins,23.0
19541955,8450152,2,wins,15.0
19541955,8449991,2,wins,15.0
19541955,8450111,2,shutouts,12.0
19541955,8450019,2,shutouts,8.0
19541955,8449991,2,shutouts,5.0
19541955,8450066,2,shutouts,5.0
19541955,8450152,2,shutouts,4.0
19541955,8450019,2,goalsAgainstAverage,1.914431
19541955,8450111,2,goalsAgainstAverage,1.960396
19541955,8450066,2,goalsAgainstAverage,2.124066
19541955,8449991,2,goalsAgainstAverage,2.550518
19541955,8449993,2,goalsAgainstAverage,2.918824
19541955,8450111,3,wins,8.0
19541955,8450066,3,wins,6.0
19541955,8449995,3,wins,1.0
19541955,8449993,3,wins,1.0
19541955,8450111,3,shutouts,1.0
19541955,8450111,3,goalsAgainstAverage,2.363636
19541955,8449993,3,goalsAgainstAverage,2.621757
19541955,8450066,3,goalsAgainstAverage,2.719317
19541955,8450019,3,goalsAgainstAverage,3.256785
19541955,8449991,3,goalsAgainstAverage,4.0
19551956,8450066,2,wins,42.0
19551956,8450152,2,wins,32.0
19551956,8449988,2,wins,30.0
19551956,8450111,2,wins,22.0
19551956,8450019,2,wins,21.0
19551956,8449988,2,shutouts,12.0
19551956,8450111,2,shutouts,9.0
19551956,8450066,2,shutouts,7.0
19551956,8450152,2,shutouts,4.0
19551956,8450108,2,shutouts,3.0
19551956,8450066,2,savePctg,0.929544
19551956,8449988,2,savePctg,0.924693
19551956,8450152,2,savePctg,0.923077
19551956,8450108,2,savePctg,0.917191
19551956,8450111,2,savePctg,0.915634
19551956,8450066,2,goalsAgainstAverage,1.859375
19551956,8449988,2,goalsAgainstAverage,2.101
19551956,8450111,2,goalsAgainstAverage,2.604005
19551956,8450019,2,goalsAgainstAverage,2.671595
19551956,8450152,2,goalsAgainstAverage,2.830256
19551956,8450066,3,wins,8.0
19551956,8449988,3,wins,5.0
19551956,8450019,3,wins,1.0
19551956,8449816,3,wins,1.0
19551956,8450066,3,shutouts,2.0
19551956,8450019,3,shutouts,1.0
19551956,8450019,3,savePctg,0.926136
19551956,8450066,3,savePctg,0.922747
19551956,8449988,3,savePctg,0.909091
19551956,8449816,3,savePctg,0.871429
19551956,8450152,3,savePctg,0.86
19551956,8450066,3,goalsAgainstAverage,1.8
19551956,8450019,3,goalsAgainstAverage,2.566915
19551956,8449988,3,goalsAgainstAverage,2.779769
19551956,8449816,3,goalsAgainstAverage,4.5
19551956,8450152,3,goalsAgainstAverage,4.679666
19561957,8449988,2,wins,38.0
19561957,8450066,2,wins,31.0
19561957,8450152,2,wins,26.0
19561957,8449851,2,wins,21.0
19561957,8450111,2,wins,18.0
19561957,8450066,2,shutouts,9.0
19561957,8449851,2,shutouts,5.0
19561957,8450113,2,shutouts,4.0
19561957,8449988,2,shutouts,4.0
19561957,8450152,2,shutouts,3.0
19561957,8449988,2,savePctg,0.928007
19561957,8450111,2,savePctg,0.920197
19561957,8450066,2,savePctg,0.919895
19561957,8450113,2,savePctg,0.914518
19561957,8449851,2,savePctg,0.905295
19561957,8450066,2,goalsAgainstAverage,2.001093
19561957,8449988,2,goalsAgainstAverage,2.215341
19561957,8450111,2,goalsAgainstAverage,2.382353
19561957,8450113,2,goalsAgainstAverage,2.423077
19561957,8449851,2,goalsAgainstAverage,2.659803
19561957,8450066,3,wins,8.0
19561957,8450113,3,wins,5.0
19561957,8449988,3,wins,1.0
19561957,8450152,3,wins,1.0
19561957,8450113,3,shutouts,2.0
19561957,8450066,3,shutouts,1.0
19561957,8450066,3,savePctg,0.93633
19561957,8450152,3,savePctg,0.892857
19561957,8450113,3,savePctg,0.891791
19561957,8449988,3,savePctg,0.883721
19561957,8450066,3,goalsAgainstAverage,1.660381
19561957,8450113,3,goalsAgainstAverage,2.9
19561957,8449988,3,goalsAgainstAverage,3.0
19561957,8450152,3,goalsAgainstAverage,4.008696
19571958,8450066,2,wins,34.0
19571958,8450111,2,wins,29.0
19571958,8449988,2,wins,24.0
19571958,8449851,2,wins,21.0
19571958,8450152,2,wins,21.0
19571958,8450066,2,shutouts,9.0
19571958,8449988,2,shutouts,7.0
19571958,8450113,2,shutouts,5.0
19571958,8450152,2,shutouts,4.0
19571958,8449851,2,shutouts,4.0
19571958,8450152,2,savePctg,0.927119
19571958,8450066,2,savePctg,0.923767
19571958,8450113,2,savePctg,0.918222
19571958,8450019,2,savePctg,0.908616
19571958,8450058,2,savePctg,0.908025
19571958,8450066,2,goalsAgainstAverage,2.108527
19571958,8450152,2,goalsAgainstAverage,2.324324
19571958,8450113,2,goalsAgainstAverage,2.41646
19571958,8449988,2,goalsAgainstAverage,2.859867
19571958,8450019,2,goalsAgainstAverage,2.916667
19571958,8450066,3,wins,8.0
19571958,8450113,3,wins,6.0
19571958,8450152,3,wins,2.0
19571958,8450066,3,shutouts,1.0
19571958,8450113,3,shutouts,1.0
19571958,8450066,3,savePctg,0.936102
19571958,8450113,3,savePctg,0.932432
19571958,8450152,3,savePctg,0.870968
19571958,8450111,3,savePctg,0.854962
19571958,8450019,3,savePctg,0.833333
19571958,8450066,3,goalsAgainstAverage,1.942953
19571958,8450113,3,goalsAgainstAverage,2.237081
19571958,8450111,3,goalsAgainstAverage,4.526204
19571958,8450152,3,goalsAgainstAverage,4.605684
19571958,8450019,3,goalsAgainstAverage,5.0
19581959,8450066,2,wins,38.0
19581959,8449988,2,wins,28.0
19581959,8450152,2,wins,26.0
19581959,8450113,2,wins,24.0
19581959,8450111,2,wins,23.0
19581959,8450066,2,shutouts,9.0
19581959,8450111,2,shutouts,5.0
19581959,8449851,2,shutouts,3.0
19581959,8449835,2,shutouts,3.0
19581959,8450113,2,shutouts,3.0
19581959,8450066,2,savePctg,0.925156
19581959,8449835,2,savePctg,0.9141
19581959,8450152,2,savePctg,0.908183
19581959,8449851,2,savePctg,0.904564
19581959,8450113,2,savePctg,0.897479
19581959,8450066,2,goalsAgainstAverage,2.16
19581959,8449835,2,goalsAgainstAverage,2.719014
19581959,8450152,2,goalsAgainstAverage,2.940467
19581959,8449851,2,goalsAgainstAverage,2.9683
19581959,8449988,2,goalsAgainstAverage,2.97249
19581959,8450066,3,wins,8.0
19581959,8449835,3,wins,5.0
19581959,8450019,3,wins,3.0
19581959,8449988,3,wins,2.0
19581959,8450066,3,savePctg,0.908451
19581959,8450019,3,savePctg,0.90566
19581959,8449835,3,savePctg,0.896739
19581959,8449988,3,savePctg,0.893401
19581959,8450066,3,goalsAgainstAverage,2.332652
19581959,8450019,3,goalsAgainstAverage,2.749876
19581959,8449835,3,goalsAgainstAverage,3.054321
19581959,8449988,3,goalsAgainstAverage,3.5
19591960,8450066,2,wins,40.0
19591960,8449835,2,wins,34.0
19591960,8449988,2,wins,28.0
19591960,8450111,2,wins,24.0
19591960,8450019,2,wins,16.0
19591960,8449988,2,shutouts,6.0
19591960,8450111,2,shutouts,5.0
19591960,8449835,2,shutouts,5.0
19591960,8450066,2,shutouts,3.0
19591960,8450113,2,shutouts,2.0
19591960,8449835,2,savePctg,0.918956
19591960,8449988,2,savePctg,0.91789
19591960,8450066,2,savePctg,0.914966
19591960,8450111,2,savePctg,0.908551
19591960,8450113,2,savePctg,0.900219
19591960,8450066,2,goalsAgainstAverage,2.536232
19591960,8449988,2,goalsAgainstAverage,2.559377
19591960,8450111,2,goalsAgainstAverage,2.658228
19591960,8449835,2,goalsAgainstAverage,2.685888
19591960,8450113,2,goalsAgainstAverage,3.257757
19591960,8450066,3,wins,8.0
19591960,8449835,3,wins,4.0
19591960,8450111,3,wins,2.0
19591960,8450066,3,shutouts,3.0
19591960,8450066,3,savePctg,0.950226
19591960,8449835,3,savePctg,0.915989
19591960,8450111,3,savePctg,0.898936
19591960,8449988,3,savePctg,0.892308
19591960,8450066,3,goalsAgainstAverage,1.350706
19591960,8450111,3,goalsAgainstAverage,2.81551
19591960,8449835,3,goalsAgainstAverage,2.884168
19591960,8449988,3,goalsAgainstAverage,3.391655
19601961,8449835,2,wins,33.0
19601961,8449988,2,wins,29.0
19601961,8450066,2,wins,23.0
19601961,8450152,2,wins,20.0
19601961,8449995,2,wins,18.0
19601961,8449988,2,shutouts,6.0
19601961,8449995,2,shutouts,4.0
19601961,8450111,2,shutouts,2.0
19601961,8450066,2,shutouts,2.0
19601961,8449835,2,shutouts,2.0
19601961,8449835,2,savePctg,0.92246
19601961,8449988,2,savePctg,0.919655
19601961,8449995,2,savePctg,0.915525
19601961,8450152,2,savePctg,0.912844
19601961,8450066,2,savePctg,0.90411
19601961,8449995,2,goalsAgainstAverage,2.46941
19601961,8449835,2,goalsAgainstAverage,2.5
19601961,8449988,2,goalsAgainstAverage,2.532189
19601961,8450066,2,goalsAgainstAverage,2.8
19601961,8449804,2,goalsAgainstAverage,2.932551
19601961,8449988,3,wins,8.0
19601961,8450111,3,wins,5.0
19601961,8450066,3,wins,2.0
19601961,8449804,3,wins,1.0
19601961,8450020,3,wins,1.0
19601961,8449988,3,shutouts,2.0
19601961,8450111,3,shutouts,1.0
19601961,8449988,3,savePctg,0.937046
19601961,8449835,3,savePctg,0.92233
19601961,8450111,3,savePctg,0.920705
19601961,8449804,3,savePctg,0.916667
19601961,8450066,3,savePctg,0.909605
19601961,8449988,3,goalsAgainstAverage,2.022822
19601961,8450111,3,goalsAgainstAverage,2.32333
19601961,8450066,3,goalsAgainstAverage,2.328967
19601961,8449804,3,goalsAgainstAverage,2.454545
19601961,8450020,3,goalsAgainstAverage,2.48533
19611962,8450066,2,wins,42.0
19611962,8449988,2,wins,31.0
19611962,8449835,2,wins,31.0
19611962,8450152,2,wins,22.0
19611962,8450111,2,wins,14.0
19611962,8449988,2,shutouts,9.0
19611962,8450111,2,shutouts,5.0
19611962,8450066,2,shutouts,4.0
19611962,8449804,2,shutouts,3.0
19611962,8449989,2,shutouts,2.0
19611962,8450066,2,savePctg,0.923148
19611962,8449835,2,savePctg,0.917306
19611962,8449988,2,savePctg,0.913656
19611962,8450152,2,savePctg,0.912379
19611962,8449804,2,savePctg,0.902344
19611962,8450066,2,goalsAgainstAverage,2.371429
19611962,8449835,2,goalsAgainstAverage,2.559322
19611962,8449988,2,goalsAgainstAverage,2.628571
19611962,8449804,2,goalsAgainstAverage,2.777778
19611962,8450152,2,goalsAgainstAverage,2.922436
19611962,8449988,3,wins,6.0
19611962,8449835,3,wins,6.0
19611962,8450066,3,wins,2.0
19611962,8450152,3,wins,2.0
19611962,8450113,3,wins,2.0
19611962,8449988,3,shutouts,2.0
19611962,8449835,3,savePctg,0.934641
19611962,8449988,3,savePctg,0.923645
19611962,8450152,3,savePctg,0.916335
19611962,8450066,3,savePctg,0.903553
19611962,8450113,3,savePctg,0.888889
19611962,8449835,3,goalsAgainstAverage,2.074151
19611962,8449988,3,goalsAgainstAverage,2.583333
19611962,8450113,3,goalsAgainstAverage,2.903226
19611962,8450066,3,goalsAgainstAverage,3.166667
19611962,8450152,3,goalsAgainstAverage,3.277978
19621963,8449988,2,wins,30.0
19621963,8450152,2,wins,22.0
19621963,8450066,2,wins,22.0
19621963,8450111,2,wins,21.0
19621963,8449835,2,wins,20.0
19621963,8450066,2,shutouts,5.0
19621963,8449988,2,shutouts,5.0
19621963,8450111,2,shutouts,3.0
19621963,8450152,2,shutouts,2.0
19621963,8450065,2,shutouts,1.0
19621963,8449988,2,savePctg,0.918191
19621963,8450152,2,savePctg,0.913991
19621963,8449835,2,savePctg,0.912026
19621963,8450111,2,savePctg,0.911898
19621963,8450066,2,savePctg,0.911877
19621963,8450113,2,goalsAgainstAverage,2.465631
19621963,8449988,2,goalsAgainstAverage,2.471958
19621963,8450066,2,goalsAgainstAverage,2.493976
19621963,8450111,2,goalsAgainstAverage,2.543724
19621963,8449835,2,goalsAgainstAverage,2.595702
19621963,8449835,3,wins,8.0
19621963,8450111,3,wins,5.0
19621963,8449988,3,wins,2.0
19621963,8450066,3,wins,1.0
19621963,8449835,3,shutouts,2.0
19621963,8449835,3,savePctg,0.949206
19621963,8450066,3,savePctg,0.899281
19621963,8449988,3,savePctg,0.896266
19621963,8450111,3,savePctg,0.892966
19621963,8449835,3,goalsAgainstAverage,1.6
19621963,8450066,3,goalsAgainstAverage,2.8
19621963,8450111,3,goalsAgainstAverage,3.181818
19621963,8449988,3,goalsAgainstAverage,4.166667
19631964,8449988,2,wins,34.0
19631964,8449995,2,wins,33.0
19631964,8450111,2,wins,25.0
19631964,8449835,2,wins,24.0
19631964,8450066,2,wins,22.0
19631964,8449995,2,shutouts,8.0
19631964,8449988,2,shutouts,7.0
19631964,8450005,2,shutouts,6.0
19631964,8449835,2,shutouts,5.0
19631964,8450111,2,shutouts,5.0
19631964,8449835,2,savePctg,0.93192
19631964,8449988,2,savePctg,0.929858
19631964,8449995,2,savePctg,0.920137
19631964,8450111,2,savePctg,0.916465
19631964,8450005,2,savePctg,0.914018
19631964,8449835,2,goalsAgainstAverage,2.114584
19631964,8449995,2,goalsAgainstAverage,2.258287
19631964,8449988,2,goalsAgainstAverage,2.301293
19631964,8450111,2,goalsAgainstAverage,2.637643
19631964,8450005,2,goalsAgainstAverage,3.014561
19631964,8449835,3,wins,8.0
19631964,8450111,3,wins,6.0
19631964,8449988,3,wins,3.0
19631964,8449995,3,wins,3.0
19631964,8449852,3,wins,1.0
19631964,8449835,3,shutouts,2.0
19631964,8449995,3,shutouts,1.0
19631964,8450111,3,shutouts,1.0
19631964,8449835,3,savePctg,0.934924
19631964,8449995,3,savePctg,0.926267
19631964,8449859,3,savePctg,0.913793
19631964,8450111,3,savePctg,0.912429
19631964,8449988,3,savePctg,0.903084
19631964,8449835,3,goalsAgainstAverage,2.118686
19631964,8449995,3,goalsAgainstAverage,2.285714
19631964,8449859,3,goalsAgainstAverage,2.372792
19631964,8450111,3,goalsAgainstAverage,2.747956
19631964,8449988,3,goalsAgainstAverage,3.232521
19641965,8449859,2,wins,40.0
19641965,8449995,2,wins,26.0
19641965,8449988,2,wins,19.0
19641965,8450111,2,wins,16.0
19641965,8449866,2,wins,15.0
19641965,8449859,2,shutouts,6.0
19641965,8449988,2,shutouts,4.0
19641965,8449866,2,shutouts,3.0
19641965,8449835,2,shutouts,3.0
19641965,8450005,2,shutouts,3.0
19641965,8449835,2,savePctg,0.924086
19641965,8449988,2,savePctg,0.923077
19641965,8449866,2,savePctg,0.91704
19641965,8450111,2,savePctg,0.914972
19641965,8449859,2,savePctg,0.912998
19641965,8449835,2,goalsAgainstAverage,2.383502
19641965,8449859,2,goalsAgainstAverage,2.420091
19641965,8449988,2,goalsAgainstAverage,2.435325
19641965,8449866,2,goalsAgainstAverage,2.525118
19641965,8450111,2,goalsAgainstAverage,2.555556
19641965,8449988,3,wins,7.0
19641965,8450152,3,wins,5.0
19641965,8449859,3,wins,3.0
19641965,8449995,3,wins,3.0
19641965,8449835,3,wins,2.0
19641965,8450152,3,shutouts,2.0
19641965,8449995,3,shutouts,1.0
19641965,8449988,3,shutouts,1.0
19641965,8450152,3,savePctg,0.936073
19641965,8449995,3,savePctg,0.924812
19641965,8449988,3,savePctg,0.924731
19641965,8450111,3,savePctg,0.923077
19641965,8449835,3,savePctg,0.913333
19641965,8450152,3,goalsAgainstAverage,1.677205
19641965,8449995,3,goalsAgainstAverage,2.0
19641965,8449988,3,goalsAgainstAverage,2.210526
19641965,8449835,3,goalsAgainstAverage,2.431169
19641965,8450111,3,goalsAgainstAverage,3.0
19651966,8449988,2,wins,34.0
19651966,8450152,2,wins,28.0
19651966,8449859,2,wins,27.0
19651966,8449835,2,wins,18.0
19651966,8449995,2,wins,13.0
19651966,8449859,2,shutouts,6.0
19651966,8449959,2,shutouts,4.0
19651966,8449988,2,shutouts,4.0
19651966,8449835,2,shutouts,3.0
19651966,8450020,2,shutouts,2.0
19651966,8449835,2,savePctg,0.930037
19651966,8450152,2,savePctg,0.916667
19651966,8449988,2,savePctg,0.916369
19651966,8449995,2,savePctg,0.9046
19651966,8449859,2,savePctg,0.904367
19651966,8449835,2,goalsAgainstAverage,2.255432
19651966,8450152,2,goalsAgainstAverage,2.359936
19651966,8449995,2,goalsAgainstAverage,2.583489
19651966,8449988,2,goalsAgainstAverage,2.627772
19651966,8449859,2,goalsAgainstAverage,2.782258
19651966,8450152,3,wins,8.0
19651966,8449859,3,wins,6.0
19651966,8449988,3,wins,2.0
19651966,8450152,3,shutouts,1.0
19651966,8449859,3,shutouts,1.0
19651966,8450152,3,savePctg,0.930556
19651966,8450111,3,savePctg,0.916667
19651966,8449859,3,savePctg,0.913907
19651966,8449835,3,savePctg,0.893333
19651966,8449988,3,savePctg,0.877778
19651966,8450152,3,goalsAgainstAverage,1.993631
19651966,8449859,3,goalsAgainstAverage,2.335504
19651966,8450111,3,goalsAgainstAverage,3.0
19651966,8449988,3,goalsAgainstAverage,3.778626
19651966,8449835,3,goalsAgainstAverage,4.027409
19661967,8449979,2,wins,30.0
19661967,8449859,2,wins,22.0
19661967,8449866,2,wins,22.0
19661967,8449988,2,wins,19.0
19661967,8450111,2,wins,16.0
19661967,8449979,2,shutouts,9.0
19661967,8449866,2,shutouts,4.0
19661967,8449859,2,shutouts,4.0
19661967,8449995,2,shutouts,3.0
19661967,8449835,2,shutouts,2.0
19661967,8449835,2,savePctg,0.924911
19661967,8449866,2,savePctg,0.922849
19661967,8449988,2,savePctg,0.921708
19661967,8449979,2,savePctg,0.917185
19661967,8450111,2,savePctg,0.916877
19661967,8449988,2,goalsAgainstAverage,2.379045
19661967,8449866,2,goalsAgainstAverage,2.461846
