teamID,playerID,headshotURLs,firstName,lastName,positionCode,seasonGamesPlayed,seasonGoals,seasonAssists,seasonPoints,seasonPlusMinus,seasonShots,seasonShootingPct,seasonAvgTOI,seasonAvgShifts,seasonFOWinPct,seasonGS,seasonWins,seasonLosses,seasonTies,seasonOTLosses,seasonGAA,seasonSavePct,seasonSA,seasonSaves,seasonGA,seasonSO,seasonTOI
28,8483481,https://assets.nhle.com/mugs/nhl/20242025/SJS/8483481.png,Cam,Lund,C,11,2,1,3,-10,12,0.166667,690.3636,15.9091,0.666667,,,,,,,,,,,,
28,8484152,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484152.png,Luca,Cagnoni,D,6,0,2,2,-4,7,0.0,1058.5,19.6667,0.0,,,,,,,,,,,,
28,8484227,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484227.png,Will,Smith,C,74,18,27,45,-15,127,0.141732,951.1622,18.1486,0.365169,,,,,,,,,,,,
28,8484801,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484801.png,Macklin,Celebrini,C,70,25,38,63,-31,236,0.105932,1187.2857,20.3571,0.482398,,,,,,,,,,,,
28,8484911,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484911.png,Collin,Graf,R,33,5,6,11,-4,40,0.125,951.5758,19.8788,0.333333,,,,,,,,,,,,
28,8480382,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480382.png,Alexandar,Georgiev,G,49,0,1,1,,,,,,,47,15,26,0,4,3.705367,0.874715,1317,1152,165,0,160308
28,8482137,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482137.png,Yaroslav,Askarov,G,13,0,1,1,,,,,,,12,4,6,0,2,3.097098,0.896359,357,320,37,0,43008
28,8484312,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484312.png,Georgi,Romanov,G,8,0,0,0,,,,,,,6,0,6,0,0,3.885513,0.876712,219,192,27,0,25016
29,8471677,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8471677.png,Jack,Johnson,D,41,0,6,6,-13,23,0.0,772.3902,15.2927,0.0,,,,,,,,,,,,
29,8474037,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8474037.png,James,van Riemsdyk,L,71,16,20,36,-4,85,0.188235,743.9718,16.2254,0.3,,,,,,,,,,,,
29,8475790,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8475790.png,Erik,Gudbranson,D,16,0,4,4,1,12,0.0,1066.25,20.625,0.0,,,,,,,,,,,,
29,8476374,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476374.png,Sean,Kuraly,C,82,6,11,17,-4,88,0.068182,705.8415,14.6098,0.542955,,,,,,,,,,,,
29,8476425,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476425.png,Joseph,LaBate,C,6,0,1,1,1,3,0.0,546.3333,13.6667,0.0,,,,,,,,,,,,
29,8476432,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476432.png,Boone,Jenner,C,26,7,12,19,3,70,0.1,1079.1538,20.5,0.512195,,,,,,,,,,,,
29,8476923,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8476923.png,Damon,Severson,D,70,6,19,25,5,91,0.065934,1143.2286,21.4714,0.0,,,,,,,,,,,,
29,8477497,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8477497.png,Sean,Monahan,C,54,19,38,57,19,128,0.148438,1140.8889,23.0556,0.526046,,,,,,,,,,,,
29,8478099,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478099.png,Kevin,Labanc,R,34,2,10,12,1,35,0.057143,629.6765,13.3824,0.0,,,,,,,,,,,,
